Model,Seeds,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,FEM residual rel. RMS,FEM energy rel. err.
QP-thermo-hard HistoryGNO,5,75.4893 +/- 19.8059,2.2020 +/- 0.0127,0.9999 +/- 0.0004,3.3858 +/- 0.0180,1.0000 +/- 0.0005,13.4266 +/- 7.2663,14.5441 +/- 8.6680,0.9997 +/- 0.0009,0.8623 +/- 0.0029,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,172.2830 +/- 113.8309,14689.7558 +/- 15599.8319
