Model,Seeds,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,FEM residual rel. RMS,FEM energy rel. err.
QP-thermo-hard HistoryGNO,5,56.4602 +/- 23.1193,1.5699 +/- 0.1781,1.0096 +/- 0.0189,2.4614 +/- 0.1705,1.0473 +/- 0.0939,13.3819 +/- 5.2268,14.9896 +/- 6.3433,0.9998 +/- 0.0005,0.7303 +/- 0.0709,0.0255 +/- 0.0509,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,110.2177 +/- 89.7602,5844.2892 +/- 6521.2376
