Model,Seed,Train final loss,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,FEM residual rel. RMS,FEM energy rel. err.
QP-thermo-hard HistoryGNO,20260517,372.115,25.0236,1.65816,1.00012,2.54566,1.00025,11.6676,12.7343,1.00007,0.765755,4.79104e-07,0,0,0,37.2773,397.79
QP-thermo-hard HistoryGNO,20260518,869.864,52.0676,1.65827,1.00013,2.54581,1.00025,11.7555,12.7662,1.00007,0.765766,5.80374e-08,0,0,0,49.481,1628.04
QP-thermo-hard HistoryGNO,20260519,1712.61,55.2239,1.6591,1.00019,2.54691,1.00036,15.8855,17.8278,1.00011,0.765766,6.05501e-08,0,0,0,101.326,5536.54
QP-thermo-hard HistoryGNO,20260520,1867.48,52.8966,1.2136,1.04741,2.12037,1.23521,5.91402,6.27691,0.998815,0.588578,0.127277,0,0,0,284.053,18425.3
QP-thermo-hard HistoryGNO,20260521,5212.22,97.0894,1.66026,1.00028,2.54831,1.00054,21.687,25.3429,1.00018,0.765766,6.06358e-08,0,0,0,78.9519,3233.76
