Model,Seeds,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,QP eqp rel. L2,QP plastic-work rel. L2,QP von-Mises rel. L2,QP reversal scalar-inc. rel. L2,QP reversal eqp-inc. rel. L2,QP reversal work-inc. rel. L2,QP reversal yield MAE,QP inactive false plasticity,True-J2 consistency rel. RMS,True-J2 active consistency rel. RMS,True-J2 negative dgamma,True-J2 active QP frac.,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,HANO strain rel. L2,HANO stress rel. L2,FEM residual rel. RMS,FEM energy rel. err.,FEM tangent-solver rel. RMS,Newton initial residual rel. RMS,Newton final residual rel. RMS,Newton residual ratio,Newton residual decrease frac.,Newton step decrease frac.,Newton step 1 residual ratio,Newton step 2 residual ratio,Newton step 3 residual ratio,Newton step 1 decrease frac.,Newton step 2 decrease frac.,Newton step 3 decrease frac.,Newton correction rel. norm,Newton accepted damping,Newton convergence rate,Newton failure rate
True differentiable J2 QP-HistoryGNO,5,47.7202 +/- 17.5515,1.0338 +/- 0.0490,1.1825 +/- 0.1153,1.4938 +/- 0.3378,1.5371 +/- 0.3373,1.9747 +/- 1.0541,2.0049 +/- 1.1062,0.7561 +/- 0.0903,1.5039 +/- 0.3394,1.2514 +/- 0.4293,1.2583 +/- 0.4485,0.5358 +/- 0.2521,0.2929 +/- 0.1757,0.3561 +/- 0.2882,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.4660 +/- 0.3433,2.3844 +/- 1.3755,2.4303 +/- 1.4750,1.5688 +/- 0.4071,0.5176 +/- 0.0344,0.0315 +/- 0.0177,0.0000 +/- 0.0000,0.0021 +/- 0.0017,0.0008 +/- 0.0008,,,13.7545 +/- 10.1053,159.8457 +/- 185.1741,91.9518 +/- 32.2225,13.0195 +/- 9.4152,0.0000 +/- 0.0000,0.0000 +/- 0.0000,1.0000 +/- 0.0000,0.9944 +/- 0.0043,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,1.3853 +/- 1.0517,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000
