Model,Load path,Seeds,Disp. rel. L2,History rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,QP eqp rel. L2,QP plastic-work rel. L2,QP von-Mises rel. L2,QP reversal scalar-inc. rel. L2,QP reversal eqp-inc. rel. L2,QP reversal work-inc. rel. L2,QP reversal yield MAE,QP inactive false plasticity,True-J2 consistency rel. RMS,True-J2 active consistency rel. RMS,True-J2 negative dgamma,True-J2 active QP frac.,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,HANO strain rel. L2,HANO stress rel. L2,FEM residual rel. RMS,FEM energy rel. err.,FEM tangent-solver rel. RMS,Newton initial residual rel. RMS,Newton final residual rel. RMS,Newton residual ratio,Newton residual decrease frac.,Newton step decrease frac.,Newton step 1 residual ratio,Newton step 2 residual ratio,Newton step 3 residual ratio,Newton step 1 decrease frac.,Newton step 2 decrease frac.,Newton step 3 decrease frac.,Newton correction rel. norm,Newton accepted damping,Newton convergence rate,Newton failure rate
True differentiable J2 QP-HistoryGNO,monotonic,5,150.1147 +/- 113.6649,1.2854 +/- 0.1931,1.5290 +/- 0.3141,1.8919 +/- 0.5585,2.2973 +/- 0.6709,7.0752 +/- 5.8510,7.2109 +/- 6.0235,0.7387 +/- 0.0477,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.2729 +/- 0.1546,0.3649 +/- 0.2315,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.3893 +/- 0.2834,6.7819 +/- 5.8642,6.9631 +/- 6.1204,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0267 +/- 0.0171,0.0000 +/- 0.0000,0.0036 +/- 0.0042,0.0004 +/- 0.0004,,,9.8043 +/- 5.8845,67.8080 +/- 60.7998,136.4916 +/- 103.0864,9.5989 +/- 5.6890,0.0003 +/- 0.0002,0.0000 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000,,,1.0000 +/- 0.0000,,,2.4804 +/- 2.0471,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000
True differentiable J2 QP-HistoryGNO,unload_reload,5,136.4717 +/- 103.3660,1.1346 +/- 0.1071,1.5134 +/- 0.3314,1.6354 +/- 0.4075,2.2794 +/- 0.6677,4.4029 +/- 3.4267,4.4575 +/- 3.5047,0.6629 +/- 0.0505,1.5545 +/- 0.4283,3.5376 +/- 3.5032,3.5770 +/- 3.5768,0.6798 +/- 0.3221,0.2732 +/- 0.1550,0.3641 +/- 0.2314,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.3895 +/- 0.2836,5.5443 +/- 4.7279,5.6528 +/- 4.8973,1.7704 +/- 0.5624,0.4567 +/- 0.0728,0.0271 +/- 0.0168,0.0000 +/- 0.0000,0.0027 +/- 0.0034,0.0003 +/- 0.0002,,,9.1841 +/- 5.4907,63.0233 +/- 56.3702,127.3507 +/- 96.2628,8.9927 +/- 5.3088,0.0003 +/- 0.0002,0.0000 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000,,,1.0000 +/- 0.0000,,,2.1238 +/- 1.6834,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000
True differentiable J2 QP-HistoryGNO,cyclic,5,133.1715 +/- 100.6819,1.0866 +/- 0.0900,1.0987 +/- 0.0689,1.5693 +/- 0.3904,1.3813 +/- 0.2047,1.5440 +/- 0.6407,1.5183 +/- 0.6132,0.7155 +/- 0.0689,1.0054 +/- 0.1380,1.0927 +/- 0.1333,1.0865 +/- 0.1252,0.4837 +/- 0.0834,0.2717 +/- 0.1551,0.3639 +/- 0.2316,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.3883 +/- 0.2832,1.7070 +/- 0.8394,1.6782 +/- 0.8161,1.0982 +/- 0.0537,0.3968 +/- 0.1202,0.0269 +/- 0.0169,0.0000 +/- 0.0000,0.0006 +/- 0.0008,0.0002 +/- 0.0002,,,10.1800 +/- 6.1039,159.5888 +/- 149.6720,333.7962 +/- 251.5337,9.9726 +/- 5.9071,0.0003 +/- 0.0002,0.0000 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000,,,1.0000 +/- 0.0000,,,2.3104 +/- 1.4183,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000
True differentiable J2 QP-HistoryGNO,nonproportional,5,118.5526 +/- 89.8485,1.0111 +/- 0.0542,1.4523 +/- 0.2930,1.4227 +/- 0.2760,2.0629 +/- 0.5590,2.7764 +/- 1.9129,2.8003 +/- 1.9494,0.6125 +/- 0.0707,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.2740 +/- 0.1554,0.3636 +/- 0.2318,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.3898 +/- 0.2839,3.4348 +/- 2.7366,3.5006 +/- 2.8387,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0270 +/- 0.0165,0.0000 +/- 0.0000,0.0016 +/- 0.0021,0.0003 +/- 0.0002,,,7.8704 +/- 4.6947,55.6153 +/- 51.3099,110.0481 +/- 83.2524,7.7089 +/- 4.5424,0.0003 +/- 0.0002,0.0000 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000,,,1.0000 +/- 0.0000,,,1.8263 +/- 1.4339,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000
