Model,Seed,Train final loss,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,FEM residual rel. RMS,FEM energy rel. err.
QP-thermo-hard HistoryGNO,20260517,55.2838,16.0921,1.65895,1.00018,2.54665,1.00038,15.1362,17.0536,1.0001,0.765766,6.09526e-08,0,0,0,47.4588,1342.63
QP-thermo-hard HistoryGNO,20260518,308.202,28.0714,1.65787,1.00012,2.54532,1.00022,10.1651,10.9085,1.00005,0.765764,5.06894e-08,0,0,0,43.1845,585.27
QP-thermo-hard HistoryGNO,20260519,160.958,33.7378,1.65817,1.00013,2.54563,1.00026,11.6822,12.6003,1.00007,0.765766,5.713e-08,0,0,0,66.4201,1258.72
QP-thermo-hard HistoryGNO,20260520,160.164,15.0228,1.65855,1.00016,2.54611,1.00033,13.7011,15.1073,1.00009,0.765766,5.96373e-08,0,0,0,16.9733,90.3463
QP-thermo-hard HistoryGNO,20260521,144.45,20.3308,1.65955,1.00022,2.5474,1.00043,18.1157,20.6753,1.00014,0.765766,6.27694e-08,0,0,0,47.7882,2035.25
