Model,Seeds,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,QP eqp rel. L2,QP plastic-work rel. L2,QP von-Mises rel. L2,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,HANO strain rel. L2,HANO stress rel. L2,FEM residual rel. RMS,FEM energy rel. err.
QP plastic-memory corrector HistoryGNO,1,88.3414 +/- 0.0000,1.0022 +/- 0.0000,1.0000 +/- 0.0000,1.0078 +/- 0.0000,1.0000 +/- 0.0000,0.9988 +/- 0.0000,0.9989 +/- 0.0000,1.1792 +/- 0.0000,0.9987 +/- 0.0000,0.9988 +/- 0.0000,0.9998 +/- 0.0000,0.1381 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,,,86.0454 +/- 0.0000,4400.0347 +/- 0.0000
