Model,Seed,Train final loss,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,QP eqp rel. L2,QP plastic-work rel. L2,QP von-Mises rel. L2,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,FEM residual rel. RMS,FEM energy rel. err.
QP plastic-memory corrector HistoryGNO,20260517,1266.65,88.3411,1.00215,1.00003,1.00777,1.00003,0.998474,0.998584,1.17919,0.998251,0.998366,0.999825,0.138149,3.29314e-08,0,0,0,86.0543,4400.35
QP plastic-memory corrector HistoryGNO,20260518,4725.64,89.9362,1.76223,0.99885,2.69782,0.999148,1.12391,1.11104,1.18863,1.1751,1.1583,1.00642,0.715376,0.000205764,0,0,0,35.5081,450.886
QP plastic-memory corrector HistoryGNO,20260519,5784.53,183.074,1.95059,0.998818,2.99624,0.999175,1.99137,1.93183,1.20364,2.23927,2.17651,1.00769,0.780947,0.000325842,0,0,0,111.404,10814
QP plastic-memory corrector HistoryGNO,20260520,1910.18,34.8738,0.961369,1.0003,0.977926,1.00031,0.982809,0.983951,1.18023,0.980799,0.981922,0.99683,0.172849,8.36001e-06,0,0,0,196.907,15272.4
QP plastic-memory corrector HistoryGNO,20260521,10317.3,75.0963,2.20342,0.999998,3.3877,1,1.03661,1.03132,1.18631,1.05581,1.04827,1.00003,0.863117,8.74119e-07,0,0,0,99.4774,2800.52
