Model,Seed,Train final loss,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,QP eqp rel. L2,QP plastic-work rel. L2,QP von-Mises rel. L2,QP reversal scalar-inc. rel. L2,QP reversal eqp-inc. rel. L2,QP reversal work-inc. rel. L2,QP reversal yield MAE,QP inactive false plasticity,True-J2 consistency rel. RMS,True-J2 active consistency rel. RMS,True-J2 negative dgamma,True-J2 active QP frac.,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,FEM residual rel. RMS,FEM energy rel. err.
True differentiable J2 QP-HistoryGNO,20260517,875783,299.173,2.23199,1.01334,3.43194,1.07078,113.316,225.201,2.67522,1.00972,56.7053,112.85,0.587678,0.498955,0.0421965,5.54954e-07,0,0.992647,156.597,301.543,1.0118,0.860566,0.00868297,2.7005e-05,2.89618,0.00959838,784.778,314311
