Model,Seed,Train final loss,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,QP eqp rel. L2,QP plastic-work rel. L2,QP von-Mises rel. L2,QP reversal scalar-inc. rel. L2,QP reversal eqp-inc. rel. L2,QP reversal work-inc. rel. L2,QP reversal yield MAE,QP inactive false plasticity,True-J2 consistency rel. RMS,True-J2 active consistency rel. RMS,True-J2 negative dgamma,True-J2 active QP frac.,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,FEM residual rel. RMS,FEM energy rel. err.
True differentiable J2 QP-HistoryGNO,20260517,1.00462e+06,298.591,2.23503,1.01929,3.43645,1.08397,125.984,261.241,2.85869,1.00362,68.9724,152.675,0.580569,0.498457,0.0562969,6.30558e-07,0,0.989924,175.975,348.542,1.01887,0.861293,0.0103797,2.84218e-05,3.04813,0.00874045,812.811,353010
