case,load_path,metric,mean,std
strict,cyclic,displacement_loss,0.8418149948120117,0.17136796856413625
strict,cyclic,displacement_relative_l2,0.9132478713989258,0.08827942558368809
strict,cyclic,eq_plastic_strain_increment_relative_l2,2.07001371383667,0.4898964023156621
strict,cyclic,eq_plastic_strain_relative_l2,2.8232460021972656,0.8832937238459994
strict,cyclic,final_displacement_relative_l2,0.9352131247520447,0.22968498785193348
strict,cyclic,final_eq_plastic_strain_relative_l2,4.177021741867065,1.245435018912559
strict,cyclic,final_history_relative_l2,3.753471279144287,0.3941242593512982
strict,cyclic,final_plastic_multiplier_increment_relative_l2,1232.4147216796875,373.49769710317594
strict,cyclic,final_plastic_work_relative_l2,9.257561302185058,1.7409088166035909
strict,cyclic,final_von_mises_relative_l2,0.7965004563331604,0.29294047041594123
strict,cyclic,final_yield_flag_mae,0.6962696552276612,0.04806473873242431
strict,cyclic,history_increment_relative_l2,1.0159563541412353,0.002235702028381082
strict,cyclic,history_loss,1.1977909564971925,0.21598527712399598
strict,cyclic,history_relative_l2,1.0902721285820007,0.0953819607471015
strict,cyclic,loss_elastic_overstress,1.7527382283333282e-06,3.0657068533003108e-06
strict,cyclic,loss_plastic_work_lower_bound,12.451430013775825,13.359902946882375
strict,cyclic,loss_yield_surface,0.15581369400024414,0.015547966621284378
strict,cyclic,plastic_multiplier_increment_relative_l2,4.074920701980591,1.0978695957493854
strict,cyclic,plastic_work_increment_relative_l2,3.70153546333313,0.6554759982430804
strict,cyclic,plastic_work_relative_l2,6.485837364196778,1.230138040736256
strict,cyclic,predicted_elastic_overstress_relative_violation,0.0010859254049137234,0.0015855716149473014
strict,cyclic,predicted_eq_plastic_strain_monotonic_violation,0.0,0.0
strict,cyclic,predicted_max_eq_plastic_strain,0.8359368443489075,0.2062162432220525
strict,cyclic,predicted_mean_plastic_work,0.25119297206401825,0.042857409994843734
strict,cyclic,predicted_negative_plastic_multiplier_violation,0.0,0.0
strict,cyclic,predicted_plastic_work_lower_bound_relative_violation,1.095127409696579,0.9186343429556871
strict,cyclic,predicted_plastic_work_monotonic_violation,0.0,0.0
strict,cyclic,predicted_yield_flag_bounds_violation,0.0,0.0
strict,cyclic,predicted_yield_surface_relative_rms,0.5578043818473816,0.032392902766382355
strict,cyclic,reversal_eqp_increment_relative_l2,366.72267456054686,90.71269999538903
strict,cyclic,reversal_fraction,0.5,0.0
strict,cyclic,reversal_history_increment_relative_l2,1.020620059967041,0.004640557189460668
strict,cyclic,reversal_plastic_work_increment_relative_l2,865.819580078125,149.63770450278105
strict,cyclic,reversal_yield_flag_mae,0.6823848128318787,0.042690270846583826
strict,cyclic,target_elastic_overstress_relative_violation,0.0,0.0
strict,cyclic,target_eq_plastic_strain_monotonic_violation,0.0,0.0
strict,cyclic,target_max_eq_plastic_strain,0.30415916442871094,0.0
strict,cyclic,target_mean_plastic_work,0.029572630301117897,0.0
strict,cyclic,target_negative_plastic_multiplier_violation,0.0,0.0
strict,cyclic,target_path_newton_residual_relative,1.5379942655563354,0.0
strict,cyclic,target_path_newton_residual_rms,0.013303408399224281,0.0
strict,cyclic,target_plastic_work_lower_bound_relative_violation,1.3680184984821153e-08,0.0
strict,cyclic,target_plastic_work_monotonic_violation,0.0,0.0
strict,cyclic,target_yield_flag_bounds_violation,0.0,0.0
strict,cyclic,target_yield_surface_relative_rms,4.053076452237292e-08,0.0
strict,cyclic,total_loss,4.2201934337615965,0.7438876336284432
strict,cyclic,von_mises_relative_l2,0.551116406917572,0.07395447766709129
strict,cyclic,yield_flag_mae,0.5412234187126159,0.011951003851683559
strict,monotonic,displacement_loss,0.8839671730995178,0.41475893542452763
strict,monotonic,displacement_relative_l2,0.9195175409317017,0.19609853860787868
strict,monotonic,eq_plastic_strain_increment_relative_l2,3.132950711250305,0.9299419238283877
strict,monotonic,eq_plastic_strain_relative_l2,5.5360064029693605,1.579970196167489
strict,monotonic,final_displacement_relative_l2,0.9264417290687561,0.2205103649421043
strict,monotonic,final_eq_plastic_strain_relative_l2,4.42129693031311,1.3048071399575736
strict,monotonic,final_history_relative_l2,0.8320642590522767,0.16949581250958684
strict,monotonic,final_plastic_multiplier_increment_relative_l2,5.2362429141998295,1.8390991814612723
strict,monotonic,final_plastic_work_relative_l2,9.945685386657715,1.859304999463833
strict,monotonic,final_von_mises_relative_l2,0.44056503772735595,0.06628112003419183
strict,monotonic,final_yield_flag_mae,0.29231404364109037,0.050858936637496986
strict,monotonic,history_increment_relative_l2,0.9763071656227111,0.02514775218414773
strict,monotonic,history_loss,0.6238948822021484,0.20235242541334247
strict,monotonic,history_relative_l2,0.7799650311470032,0.12469729027120849
strict,monotonic,loss_elastic_overstress,1.8177816491515843e-05,3.1809557396240654e-05
strict,monotonic,loss_plastic_work_lower_bound,5.492058002948761,5.601419967267638
strict,monotonic,loss_yield_surface,0.6081420540809631,0.05527607142946639
strict,monotonic,plastic_multiplier_increment_relative_l2,7.6777698516845705,2.043697870403755
strict,monotonic,plastic_work_increment_relative_l2,6.703891563415527,1.24228522382583
strict,monotonic,plastic_work_relative_l2,13.441910552978516,2.4176331552164774
strict,monotonic,predicted_elastic_overstress_relative_violation,0.001085895369760692,0.0015855385546466227
strict,monotonic,predicted_eq_plastic_strain_monotonic_violation,0.0,0.0
strict,monotonic,predicted_max_eq_plastic_strain,0.8359373807907104,0.20621682013785164
strict,monotonic,predicted_mean_plastic_work,0.2511928081512451,0.04285748271250026
strict,monotonic,predicted_negative_plastic_multiplier_violation,0.0,0.0
strict,monotonic,predicted_plastic_work_lower_bound_relative_violation,1.0951268717646598,0.9186348568502538
strict,monotonic,predicted_plastic_work_monotonic_violation,0.0,0.0
strict,monotonic,predicted_yield_flag_bounds_violation,0.0,0.0
strict,monotonic,predicted_yield_surface_relative_rms,0.5578043222427368,0.032392729652245156
strict,monotonic,reversal_eqp_increment_relative_l2,0.0,0.0
strict,monotonic,reversal_fraction,0.0,0.0
strict,monotonic,reversal_history_increment_relative_l2,0.0,0.0
strict,monotonic,reversal_plastic_work_increment_relative_l2,0.0,0.0
strict,monotonic,reversal_yield_flag_mae,0.0,0.0
strict,monotonic,target_elastic_overstress_relative_violation,0.0,0.0
strict,monotonic,target_eq_plastic_strain_monotonic_violation,0.0,0.0
strict,monotonic,target_max_eq_plastic_strain,0.3055512607097626,0.0
strict,monotonic,target_mean_plastic_work,0.011179580353200436,0.0
strict,monotonic,target_negative_plastic_multiplier_violation,0.0,0.0
strict,monotonic,target_path_newton_residual_relative,1.4683066606521606,0.0
strict,monotonic,target_path_newton_residual_rms,0.013224412687122822,0.0
strict,monotonic,target_plastic_work_lower_bound_relative_violation,0.0,0.0
strict,monotonic,target_plastic_work_monotonic_violation,0.0,0.0
strict,monotonic,target_yield_flag_bounds_violation,0.0,0.0
strict,monotonic,target_yield_surface_relative_rms,5.758003496225683e-08,0.0
strict,monotonic,total_loss,7.494382095336914,1.9249730631888406
strict,monotonic,von_mises_relative_l2,0.6591346144676209,0.09773841809074431
strict,monotonic,yield_flag_mae,0.3667852580547333,0.03271482756322196
strict,nonproportional,displacement_loss,0.8247648239135742,0.11468526253270879
strict,nonproportional,displacement_relative_l2,0.9060975790023804,0.061253797053185934
strict,nonproportional,eq_plastic_strain_increment_relative_l2,2.1656704187393188,0.5581094580614723
strict,nonproportional,eq_plastic_strain_relative_l2,3.0487974166870115,0.9457842551946224
strict,nonproportional,final_displacement_relative_l2,0.9271894812583923,0.15923057758238596
strict,nonproportional,final_eq_plastic_strain_relative_l2,4.305322313308716,1.2763342819678856
strict,nonproportional,final_history_relative_l2,2.9172558307647707,0.3156171346539438
strict,nonproportional,final_plastic_multiplier_increment_relative_l2,1543.964208984375,467.92529290820215
strict,nonproportional,final_plastic_work_relative_l2,9.605426502227782,1.8002820692456154
strict,nonproportional,final_von_mises_relative_l2,0.6303911209106445,0.22689487527418908
strict,nonproportional,final_yield_flag_mae,0.6757288575172424,0.04303466690162799
strict,nonproportional,history_increment_relative_l2,1.027488923072815,0.008357375742034533
strict,nonproportional,history_loss,0.8662181854248047,0.1811769904022189
strict,nonproportional,history_relative_l2,0.9259248852729798,0.09424076233060576
strict,nonproportional,loss_elastic_overstress,3.796474857153953e-06,6.6399409106177065e-06
strict,nonproportional,loss_plastic_work_lower_bound,10.88403325676918,11.354975081760825
strict,nonproportional,loss_yield_surface,0.17491539418697358,0.018389744381786716
strict,nonproportional,plastic_multiplier_increment_relative_l2,4.83668327331543,1.2986475702495268
strict,nonproportional,plastic_work_increment_relative_l2,4.381159067153931,0.7982423610955011
strict,nonproportional,plastic_work_relative_l2,7.039378452301025,1.3265632345267604
strict,nonproportional,predicted_elastic_overstress_relative_violation,0.0010859146248549223,0.0015855610013886052
strict,nonproportional,predicted_eq_plastic_strain_monotonic_violation,0.0,0.0
strict,nonproportional,predicted_max_eq_plastic_strain,0.835939085483551,0.2062173682220268
strict,nonproportional,predicted_mean_plastic_work,0.2511929780244827,0.04285684257348893
strict,nonproportional,predicted_negative_plastic_multiplier_violation,0.0,0.0
strict,nonproportional,predicted_plastic_work_lower_bound_relative_violation,1.0951259106397628,0.9186358405564597
strict,nonproportional,predicted_plastic_work_monotonic_violation,0.0,0.0
strict,nonproportional,predicted_yield_flag_bounds_violation,0.0,0.0
strict,nonproportional,predicted_yield_surface_relative_rms,0.5578040480613708,0.032392568136174804
strict,nonproportional,reversal_eqp_increment_relative_l2,0.0,0.0
strict,nonproportional,reversal_fraction,0.0,0.0
strict,nonproportional,reversal_history_increment_relative_l2,0.0,0.0
strict,nonproportional,reversal_plastic_work_increment_relative_l2,0.0,0.0
strict,nonproportional,reversal_yield_flag_mae,0.0,0.0
strict,nonproportional,target_elastic_overstress_relative_violation,0.0,0.0
strict,nonproportional,target_eq_plastic_strain_monotonic_violation,0.0,0.0
strict,nonproportional,target_max_eq_plastic_strain,0.3306017518043518,0.0
strict,nonproportional,target_mean_plastic_work,0.02634011022746563,0.0
strict,nonproportional,target_negative_plastic_multiplier_violation,0.0,0.0
strict,nonproportional,target_path_newton_residual_relative,1.537671446800232,0.0
strict,nonproportional,target_path_newton_residual_rms,0.017239205539226532,0.0
strict,nonproportional,target_plastic_work_lower_bound_relative_violation,1.5110506623727815e-08,0.0
strict,nonproportional,target_plastic_work_monotonic_violation,0.0,0.0
strict,nonproportional,target_yield_flag_bounds_violation,0.0,0.0
strict,nonproportional,target_yield_surface_relative_rms,4.140971299193552e-08,0.0
strict,nonproportional,total_loss,4.487994527816772,0.8411704543573493
strict,nonproportional,von_mises_relative_l2,0.486514014005661,0.029561032851228533
strict,nonproportional,yield_flag_mae,0.48770639300346375,0.0012591762181256483
strict,unload_reload,displacement_loss,0.830178415775299,0.2608670246509667
