Model,Seeds,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,QP eqp rel. L2,QP plastic-work rel. L2,QP von-Mises rel. L2,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,HANO strain rel. L2,HANO stress rel. L2,FEM residual rel. RMS,FEM energy rel. err.
QP-aware active-zone thermo-hard HistoryGNO,5,95.8955 +/- 46.8229,1.2471 +/- 0.4787,1.0269 +/- 0.0537,1.5141 +/- 0.9406,1.0452 +/- 0.0903,2.1699 +/- 2.3422,2.1463 +/- 2.2948,0.9393 +/- 0.2317,1.8099 +/- 1.6198,1.8091 +/- 1.6182,0.9887 +/- 0.0223,0.2860 +/- 0.2887,0.0010 +/- 0.0021,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,,,83.0567 +/- 25.8953,3079.0710 +/- 1980.7672
