Model,Seeds,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,QP eqp rel. L2,QP plastic-work rel. L2,QP von-Mises rel. L2,QP reversal scalar-inc. rel. L2,QP reversal eqp-inc. rel. L2,QP reversal work-inc. rel. L2,QP reversal yield MAE,QP inactive false plasticity,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,HANO strain rel. L2,HANO stress rel. L2,FEM residual rel. RMS,FEM energy rel. err.
Dual-head active-QP HistoryGNO,1,83.1747 +/- 0.0000,0.9989 +/- 0.0000,1.0000 +/- 0.0000,1.0048 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,1.1791 +/- 0.0000,0.9998 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.4135 +/- 0.0000,0.0031 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.9998 +/- 0.0000,0.1406 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,,,87.1735 +/- 0.0000,4364.2891 +/- 0.0000
