Case,Family,Mesh,Nodes,Elements,Protocol,Train paths,Eval path,Model,Seeds,Source,Disp. rel. L2,Disp. rel. L2 mean,History rel. L2,History rel. L2 mean,QP hist. rel. L2,QP hist. rel. L2 mean,QP hist-inc. rel. L2,QP hist-inc. rel. L2 mean,Reversal hist-inc. rel. L2,Reversal hist-inc. rel. L2 mean,Reversal yield MAE,Reversal yield MAE mean,Yield RMS,Yield RMS mean,Plastic-work viol. target-norm.,Plastic-work viol. target-norm. mean,FEM residual rel. RMS,FEM residual rel. RMS mean,FEM energy rel. err.,FEM energy rel. err. mean
curved_hole_20x15,curved_hole,20x15,1055--1059,483--485,strict,monotonic,unload_reload,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\curved_hole_20x15\strict\summary.json,"49.55 +/- 22.7; med 46.21, IQR 46.8",49.5510940552,"1.109 +/- 0.156; med 1.235, IQR 0.285",1.1093123436,"1.944 +/- 0.166; med 2.068, IQR 0.219",1.94407625198,"1.192 +/- 0.383; med 1, IQR 0.000274",1.19160228968,"1 +/- 0.00026; med 1, IQR 4.23e-05",1.00013543367,"0.5498 +/- 0.0222; med 0.5678, IQR 0.0454",0.549849796295,"0.059 +/- 0.0759; med 6.754e-06, IQR 0.111",0.0590017454652,"0 +/- 0; med 0, IQR 0",0,"48.34 +/- 23.6; med 41.95, IQR 8.21",48.3376270294,"27.47 +/- 19.1; med 22.2, IQR 9.52",27.4747045517
curved_hole_20x15,curved_hole,20x15,1055--1059,483--485,upper_bound,"monotonic,unload_reload,cyclic,nonproportional",cyclic,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\curved_hole_20x15\upper_bound\summary.json,"14.31 +/- 5.7; med 13.9, IQR 9.14",14.3062459946,"1.057 +/- 0.000299; med 1.057, IQR 0.000126",1.05708303452,"1.815 +/- 0.000321; med 1.815, IQR 0.000135",1.81547503471,"1 +/- 3.74e-05; med 1, IQR 2.86e-05",1.00015361309,"1 +/- 4.24e-05; med 1, IQR 2.48e-05",1.00014176369,"0.4392 +/- 1.5e-06; med 0.4392, IQR 1.28e-06",0.439176803827,"7.853e-08 +/- 3.85e-08; med 7.008e-08, IQR 2.21e-08",7.85298354344e-08,"0 +/- 0; med 0, IQR 0",0,"36.57 +/- 17.5; med 35.98, IQR 20.9",36.567640686,"1308 +/- 1.09e+03; med 1229, IQR 1.06e+03",1308.07919312
curved_hole_20x15,curved_hole,20x15,1055--1059,483--485,upper_bound,"monotonic,unload_reload,cyclic,nonproportional",monotonic,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\curved_hole_20x15\upper_bound\summary.json,"17.44 +/- 7.01; med 16.83, IQR 11.2",17.4378572464,"1.775 +/- 0.000357; med 1.775, IQR 0.000151",1.77516996861,"2.834 +/- 0.00044; med 2.834, IQR 0.000182",2.83441843987,"0.9998 +/- 3.58e-05; med 0.9998, IQR 2.43e-05",0.999798488617,"0 +/- 0; med 0, IQR 0",0,"0 +/- 0; med 0, IQR 0",0,"7.853e-08 +/- 3.86e-08; med 7.047e-08, IQR 2.21e-08",7.85342471943e-08,"0 +/- 0; med 0, IQR 0",0,"35.14 +/- 16.8; med 34.74, IQR 20.2",35.1362812042,"15.53 +/- 7.85; med 11.28, IQR 2.4",15.5290390015
curved_hole_20x15,curved_hole,20x15,1055--1059,483--485,upper_bound,"monotonic,unload_reload,cyclic,nonproportional",nonproportional,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\curved_hole_20x15\upper_bound\summary.json,"12.76 +/- 5.19; med 12.34, IQR 8.3",12.7572400093,"1.079 +/- 0.000248; med 1.079, IQR 0.000103",1.078815341,"1.814 +/- 0.000258; med 1.814, IQR 0.000106",1.81390032768,"0.9999 +/- 1.88e-05; med 0.9999, IQR 9e-06",0.999875485897,"0 +/- 0; med 0, IQR 0",0,"0 +/- 0; med 0, IQR 0",0,"7.835e-08 +/- 3.85e-08; med 7.011e-08, IQR 2.22e-08",7.83538723681e-08,"0 +/- 0; med 0, IQR 0",0,"28.43 +/- 13.5; med 27.78, IQR 16.1",28.4260608673,"17.77 +/- 12.1; med 13.15, IQR 2.52",17.7746977806
curved_hole_20x15,curved_hole,20x15,1055--1059,483--485,upper_bound,"monotonic,unload_reload,cyclic,nonproportional",unload_reload,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\curved_hole_20x15\upper_bound\summary.json,"14.26 +/- 5.78; med 13.81, IQR 9.24",14.2635449409,"1.236 +/- 0.000275; med 1.236, IQR 0.000116",1.23632760048,"2.071 +/- 0.000306; med 2.071, IQR 0.000128",2.0710545063,"1 +/- 3.26e-05; med 1, IQR 1.39e-05",0.999990308285,"1 +/- 1.77e-05; med 1, IQR 4.89e-06",1.0000135541,"0.568 +/- 1.08e-06; med 0.568, IQR 8.94e-07",0.568040204048,"7.843e-08 +/- 3.84e-08; med 7.006e-08, IQR 2.21e-08",7.84252947028e-08,"0 +/- 0; med 0, IQR 0",0,"32.97 +/- 15.7; med 32.39, IQR 18.8",32.9683259964,"15.94 +/- 9.31; med 12.84, IQR 1.43",15.9429195404
multi_hole_14x11,multi_hole,14x11,530--532,231--233,curriculum,"monotonic,unload_reload",cyclic,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\multi_hole_14x11\curriculum\summary.json,"78.3 +/- 14.6; med 70.9, IQR 21.3",78.2967201233,"1.172 +/- 0.00687; med 1.174, IQR 0.00261",1.17207996845,"1.946 +/- 0.0105; med 1.95, IQR 0.0042",1.94630761147,"0.9998 +/- 0.00066; med 1, IQR 0.00018",0.999785780907,"1 +/- 0.000238; med 0.9999, IQR 0.000446",1.00011634827,"0.4563 +/- 0.000452; med 0.4561, IQR 0.000169",0.456294447184,"1.137e-05 +/- 1.36e-05; med 9.588e-06, IQR 9.34e-06",1.13654941075e-05,"0 +/- 0; med 0, IQR 0",0,"75.14 +/- 54.1; med 54.78, IQR 71.6",75.1435810089,"4357 +/- 5.91e+03; med 1510, IQR 1.59e+03",4356.61027832
multi_hole_14x11,multi_hole,14x11,530--532,231--233,curriculum,"monotonic,unload_reload",monotonic,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\multi_hole_14x11\curriculum\summary.json,"84.34 +/- 15.8; med 76.44, IQR 23.2",84.3379272461,"1.739 +/- 0.00862; med 1.742, IQR 0.00349",1.73900518417,"2.636 +/- 0.0131; med 2.639, IQR 0.00513",2.63555545807,"1.002 +/- 0.00376; med 1, IQR 0.00056",1.00201433897,"0 +/- 0; med 0, IQR 0",0,"0 +/- 0; med 0, IQR 0",0,"1.137e-05 +/- 1.36e-05; med 9.589e-06, IQR 9.34e-06",1.13653696246e-05,"0 +/- 0; med 0, IQR 0",0,"72.2 +/- 52; med 52.59, IQR 68.6",72.2005012512,"66.59 +/- 39.6; med 50.15, IQR 80.9",66.5868320465
multi_hole_14x11,multi_hole,14x11,530--532,231--233,curriculum,"monotonic,unload_reload",nonproportional,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\multi_hole_14x11\curriculum\summary.json,"63.14 +/- 11.9; med 57.25, IQR 17.4",63.1370429993,"0.9234 +/- 0.00442; med 0.925, IQR 0.00189",0.923366332054,"1.59 +/- 0.00797; med 1.593, IQR 0.00346",1.58992817402,"1.002 +/- 0.00318; med 1.001, IQR 0.000728",1.00185070038,"0 +/- 0; med 0, IQR 0",0,"0 +/- 0; med 0, IQR 0",0,"1.137e-05 +/- 1.36e-05; med 9.589e-06, IQR 9.34e-06",1.13653295728e-05,"0 +/- 0; med 0, IQR 0",0,"58.03 +/- 41.7; med 42.27, IQR 55",58.0340909958,"82.1 +/- 71.7; med 54.18, IQR 64",82.1013105392
multi_hole_14x11,multi_hole,14x11,530--532,231--233,curriculum,"monotonic,unload_reload",unload_reload,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\multi_hole_14x11\curriculum\summary.json,"81.06 +/- 15.2; med 73.49, IQR 22.3",81.0632362366,"1.368 +/- 0.00674; med 1.37, IQR 0.00272",1.36781129837,"2.162 +/- 0.0107; med 2.165, IQR 0.00438",2.16205883026,"1.001 +/- 0.00246; med 1, IQR 0.000701",1.00135806799,"1.002 +/- 0.00352; med 1, IQR 0.00109",1.00210460424,"0.592 +/- 0.00166; med 0.5926, IQR 0.000544",0.591993844509,"1.137e-05 +/- 1.36e-05; med 9.59e-06, IQR 9.34e-06",1.13654488231e-05,"0 +/- 0; med 0, IQR 0",0,"67.54 +/- 48.6; med 49.2, IQR 64.1",67.5352645874,"75.96 +/- 53.6; med 53.54, IQR 81.2",75.959482193
multi_hole_14x11,multi_hole,14x11,530--532,231--233,strict,monotonic,cyclic,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\multi_hole_14x11\strict\summary.json,"75.09 +/- 20.2; med 71.13, IQR 21.7",75.089730835,"1.171 +/- 0.00707; med 1.174, IQR 0.0106",1.17057433128,"1.943 +/- 0.0127; med 1.949, IQR 0.016",1.94290533066,"0.9998 +/- 0.000503; med 1, IQR 0.00048",0.999784708023,"1.001 +/- 0.00116; med 0.9999, IQR 0.000455",1.0005643487,"0.4564 +/- 0.000497; med 0.4562, IQR 0.000652",0.456429898739,"1.514e-05 +/- 1.41e-05; med 1.109e-05, IQR 2.5e-05",1.51404572421e-05,"0 +/- 0; med 0, IQR 0",0,"82.11 +/- 66.3; med 55.14, IQR 71.4",82.1117599487,"5233 +/- 7.66e+03; med 1507, IQR 1.6e+03",5233.47981873
multi_hole_14x11,multi_hole,14x11,530--532,231--233,strict,monotonic,monotonic,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\multi_hole_14x11\strict\summary.json,"80.88 +/- 21.9; med 76.48, IQR 23.4",80.8781860352,"1.737 +/- 0.00905; med 1.741, IQR 0.013",1.73703958988,"2.632 +/- 0.0154; med 2.638, IQR 0.0198",2.63158378601,"1.002 +/- 0.00231; med 1.001, IQR 0.00474",1.00213465691,"0 +/- 0; med 0, IQR 0",0,"0 +/- 0; med 0, IQR 0",0,"1.514e-05 +/- 1.41e-05; med 1.109e-05, IQR 2.5e-05",1.51403781288e-05,"0 +/- 0; med 0, IQR 0",0,"78.89 +/- 63.7; med 52.94, IQR 68.4",78.8927272797,"79.86 +/- 58.7; med 51.5, IQR 81.7",79.859810257
multi_hole_14x11,multi_hole,14x11,530--532,231--233,strict,monotonic,nonproportional,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\multi_hole_14x11\strict\summary.json,"60.53 +/- 16.5; med 57.18, IQR 17.5",60.5296592712,"0.9224 +/- 0.00468; med 0.9243, IQR 0.0068",0.922386312485,"1.587 +/- 0.0103; med 1.592, IQR 0.012",1.58696680069,"1.002 +/- 0.00245; med 1.001, IQR 0.00405",1.00221304893,"0 +/- 0; med 0, IQR 0",0,"0 +/- 0; med 0, IQR 0",0,"1.514e-05 +/- 1.41e-05; med 1.109e-05, IQR 2.5e-05",1.51404665644e-05,"0 +/- 0; med 0, IQR 0",0,"63.43 +/- 51.2; med 42.54, IQR 54.9",63.4330158234,"97.9 +/- 101; med 54.97, IQR 64.5",97.8966745377
multi_hole_14x11,multi_hole,14x11,530--532,231--233,strict,monotonic,unload_reload,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\multi_hole_14x11\strict\summary.json,"77.73 +/- 21.1; med 73.48, IQR 22.5",77.7338386536,"1.366 +/- 0.00706; med 1.369, IQR 0.0102",1.3662886858,"2.158 +/- 0.0132; med 2.164, IQR 0.0161",2.15847220421,"1.001 +/- 0.00157; med 1.001, IQR 0.00289",1.00142809153,"1.002 +/- 0.00257; med 1.001, IQR 0.00502",1.00245304108,"0.5917 +/- 0.00151; med 0.5924, IQR 0.00239",0.591662478447,"1.514e-05 +/- 1.41e-05; med 1.109e-05, IQR 2.5e-05",1.51404977544e-05,"0 +/- 0; med 0, IQR 0",0,"73.81 +/- 59.6; med 49.52, IQR 64",73.8078819275,"93.18 +/- 82.9; med 54.68, IQR 81.8",93.1769237518
multi_hole_14x11,multi_hole,14x11,530--532,231--233,upper_bound,"monotonic,unload_reload,cyclic,nonproportional",cyclic,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\multi_hole_14x11\upper_bound\summary.json,"73.14 +/- 35.7; med 63.14, IQR 50.4",73.1373046875,"1.077 +/- 0.121; med 1.174, IQR 0.246",1.07650984526,"1.845 +/- 0.138; med 1.948, IQR 0.201",1.84472692013,"1.112 +/- 0.14; med 1, IQR 0.238",1.11245634556,"1.005 +/- 0.00911; med 1, IQR 0.000692",1.00470664501,"0.4678 +/- 0.0143; med 0.4562, IQR 0.0292",0.467773735523,"0.03359 +/- 0.0439; med 1.15e-05, IQR 0.0599",0.0335890783453,"0 +/- 0; med 0, IQR 0",0,"43.54 +/- 24.2; med 39.94, IQR 47.6",43.5398967743,"1407 +/- 1.14e+03; med 1426, IQR 1.39e+03",1406.92970886
multi_hole_14x11,multi_hole,14x11,530--532,231--233,upper_bound,"monotonic,unload_reload,cyclic,nonproportional",monotonic,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\multi_hole_14x11\upper_bound\summary.json,"78.72 +/- 38.4; med 67.87, IQR 54.6",78.7195533752,"1.567 +/- 0.216; med 1.741, IQR 0.436",1.56743798256,"2.489 +/- 0.19; med 2.638, IQR 0.341",2.48898024559,"1.334 +/- 0.41; med 1.001, IQR 0.788",1.33437134027,"0 +/- 0; med 0, IQR 0",0,"0 +/- 0; med 0, IQR 0",0,"0.03359 +/- 0.0439; med 1.15e-05, IQR 0.0599",0.0335890752945,"0 +/- 0; med 0, IQR 0",0,"41.81 +/- 23.2; med 38.36, IQR 45.7",41.8083763123,"41.03 +/- 25.8; med 30.76, IQR 31.7",41.0296403885
multi_hole_14x11,multi_hole,14x11,530--532,231--233,upper_bound,"monotonic,unload_reload,cyclic,nonproportional",nonproportional,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\multi_hole_14x11\upper_bound\summary.json,"58.89 +/- 28.7; med 50.72, IQR 41",58.885300827,"0.8529 +/- 0.0893; med 0.9245, IQR 0.181",0.852854251862,"1.511 +/- 0.108; med 1.591, IQR 0.148",1.51147444248,"1.353 +/- 0.432; med 1.001, IQR 0.833",1.35250767469,"0 +/- 0; med 0, IQR 0",0,"0 +/- 0; med 0, IQR 0",0,"0.03359 +/- 0.0439; med 1.15e-05, IQR 0.0599",0.0335890747676,"0 +/- 0; med 0, IQR 0",0,"33.63 +/- 18.7; med 30.86, IQR 36.8",33.6272312164,"32.94 +/- 21.9; med 23.99, IQR 15.2",32.9366924286
multi_hole_14x11,multi_hole,14x11,530--532,231--233,upper_bound,"monotonic,unload_reload,cyclic,nonproportional",unload_reload,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\multi_hole_14x11\upper_bound\summary.json,"75.65 +/- 36.9; med 65.2, IQR 52.5",75.6546928406,"1.243 +/- 0.157; med 1.37, IQR 0.317",1.24342961311,"2.047 +/- 0.152; med 2.164, IQR 0.245",2.04671108723,"1.315 +/- 0.387; med 1, IQR 0.741",1.31501828432,"1 +/- 0.000507; med 1, IQR 0.000613",1.00042047501,"0.568 +/- 0.0304; med 0.5924, IQR 0.0619",0.568040657043,"0.03359 +/- 0.0439; med 1.15e-05, IQR 0.0599",0.0335890746881,"0 +/- 0; med 0, IQR 0",0,"39.12 +/- 21.8; med 35.91, IQR 42.8",39.122520256,"38.9 +/- 26.2; med 29.42, IQR 22.4",38.9000226974
multi_hole_16x12,multi_hole,16x12,672--674,299--299,curriculum,"monotonic,unload_reload",cyclic,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\multi_hole_16x12\curriculum\summary.json,"40.01 +/- 12.4; med 41.93, IQR 17.1",40.0121856689,"0.9499 +/- 0.00015; med 0.95, IQR 0.000181",0.94990375042,"1.648 +/- 0.000164; med 1.648, IQR 0.000191",1.64842915535,"1 +/- 2.66e-05; med 1, IQR 5.16e-05",1.00015223026,"1 +/- 5.12e-05; med 1, IQR 6.03e-05",1.00019283295,"0.3579 +/- 2.37e-05; med 0.3579, IQR 2.38e-06",0.357871985435,"2.364e-07 +/- 3.65e-07; med 4.653e-08, IQR 3.17e-08",2.36368032347e-07,"0 +/- 0; med 0, IQR 0",0,"55.9 +/- 22; med 58.28, IQR 26.2",55.9019054413,"2221 +/- 1.76e+03; med 1539, IQR 606",2220.83383789
multi_hole_16x12,multi_hole,16x12,672--674,299--299,curriculum,"monotonic,unload_reload",monotonic,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\multi_hole_16x12\curriculum\summary.json,"33.55 +/- 10.5; med 35.28, IQR 13.9",33.5502628326,"1.141 +/- 0.000136; med 1.141, IQR 0.000166",1.14122929573,"1.783 +/- 0.000149; med 1.783, IQR 0.000161",1.78324551582,"1 +/- 2.12e-05; med 1, IQR 1.66e-05",0.99997907877,"0 +/- 0; med 0, IQR 0",0,"0 +/- 0; med 0, IQR 0",0,"2.363e-07 +/- 3.65e-07; med 4.663e-08, IQR 3.07e-08",2.36331069203e-07,"0 +/- 0; med 0, IQR 0",0,"53.64 +/- 21.2; med 55.95, IQR 25.2",53.6399421692,"32.26 +/- 20.9; med 16.03, IQR 36.3",32.2556285858
multi_hole_16x12,multi_hole,16x12,672--674,299--299,curriculum,"monotonic,unload_reload",nonproportional,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\multi_hole_16x12\curriculum\summary.json,"29.04 +/- 9.1; med 30.61, IQR 12",29.0430028915,"0.6399 +/- 0.000102; med 0.6399, IQR 0.000139",0.639884138107,"1.243 +/- 9.15e-05; med 1.243, IQR 9.62e-05",1.24327876568,"1 +/- 2.11e-05; med 1, IQR 2.04e-05",1.00000559092,"0 +/- 0; med 0, IQR 0",0,"0 +/- 0; med 0, IQR 0",0,"2.365e-07 +/- 3.65e-07; med 4.697e-08, IQR 3.12e-08",2.36455880298e-07,"0 +/- 0; med 0, IQR 0",0,"43.18 +/- 16.9; med 45.01, IQR 19.9",43.1760501862,"31.83 +/- 22.3; med 17.67, IQR 28.5",31.8309282303
multi_hole_16x12,multi_hole,16x12,672--674,299--299,curriculum,"monotonic,unload_reload",unload_reload,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\multi_hole_16x12\curriculum\summary.json,"39.42 +/- 12.3; med 41.41, IQR 16.5",39.4152984619,"1.09 +/- 0.000135; med 1.09, IQR 0.000166",1.08966145515,"1.815 +/- 0.00015; med 1.815, IQR 0.000161",1.81495537758,"1 +/- 1.9e-05; med 1, IQR 2.45e-05",1.00000118017,"1 +/- 1.34e-05; med 1, IQR 1.66e-05",1.00001736879,"0.49 +/- 2.3e-06; med 0.49, IQR 4.17e-07",0.489967793226,"2.364e-07 +/- 3.65e-07; med 4.71e-08, IQR 3.12e-08",2.36385232455e-07,"0 +/- 0; med 0, IQR 0",0,"50.23 +/- 19.7; med 52.34, IQR 23.5",50.2326442719,"39.47 +/- 30.8; med 17.66, IQR 44.1",39.4723619461
multi_hole_16x12,multi_hole,16x12,672--674,299--299,strict,monotonic,cyclic,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\multi_hole_16x12\strict\summary.json,"40.29 +/- 12.2; med 42.39, IQR 16",40.2936038971,"0.9499 +/- 0.000125; med 0.9499, IQR 0.000217",0.94990824461,"1.648 +/- 0.000118; med 1.648, IQR 0.000148",1.64844536781,"1 +/- 2.74e-05; med 1, IQR 3.71e-05",1.00014834404,"1 +/- 3.61e-05; med 1, IQR 4.05e-05",1.00019614697,"0.3579 +/- 8.47e-06; med 0.3579, IQR 2.03e-06",0.357864946127,"1.314e-07 +/- 1.39e-07; med 5.904e-08, IQR 4.74e-08",1.31430483208e-07,"0 +/- 0; med 0, IQR 0",0,"55.85 +/- 21.8; med 58.28, IQR 26.4",55.8510765076,"2208 +/- 1.72e+03; med 1555, IQR 592",2207.80581665
multi_hole_16x12,multi_hole,16x12,672--674,299--299,strict,monotonic,monotonic,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\multi_hole_16x12\strict\summary.json,"33.79 +/- 10.3; med 35.65, IQR 13",33.7876346588,"1.141 +/- 0.000111; med 1.141, IQR 0.000201",1.1412375927,"1.783 +/- 0.000102; med 1.783, IQR 0.000127",1.78326430321,"1 +/- 1.81e-05; med 1, IQR 2.31e-05",0.999974954128,"0 +/- 0; med 0, IQR 0",0,"0 +/- 0; med 0, IQR 0",0,"1.313e-07 +/- 1.39e-07; med 5.882e-08, IQR 4.82e-08",1.3130929517e-07,"0 +/- 0; med 0, IQR 0",0,"53.59 +/- 21; med 55.95, IQR 25.4",53.590171814,"32.3 +/- 20.4; med 16.54, IQR 35.2",32.2979728699
multi_hole_16x12,multi_hole,16x12,672--674,299--299,strict,monotonic,nonproportional,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\multi_hole_16x12\strict\summary.json,"29.25 +/- 8.94; med 30.93, IQR 11.2",29.2487953186,"0.6399 +/- 9.04e-05; med 0.6399, IQR 0.000154",0.639886260033,"1.243 +/- 6e-05; med 1.243, IQR 5.26e-05",1.24329211712,"1 +/- 2.54e-05; med 1, IQR 1.92e-05",1.0000013113,"0 +/- 0; med 0, IQR 0",0,"0 +/- 0; med 0, IQR 0",0,"1.312e-07 +/- 1.39e-07; med 5.848e-08, IQR 4.71e-08",1.31198840592e-07,"0 +/- 0; med 0, IQR 0",0,"43.14 +/- 16.7; med 45.01, IQR 20.1",43.1359920502,"31.77 +/- 21.7; med 17.92, IQR 27.4",31.7714813232
multi_hole_16x12,multi_hole,16x12,672--674,299--299,strict,monotonic,unload_reload,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\multi_hole_16x12\strict\summary.json,"39.69 +/- 12.1; med 41.86, IQR 15.5",39.6938354492,"1.09 +/- 0.00011; med 1.09, IQR 0.000199",1.08966915607,"1.815 +/- 0.000101; med 1.815, IQR 0.000118",1.81497476101,"1 +/- 2.27e-05; med 1, IQR 1.29e-05",0.999998140335,"1 +/- 1.05e-05; med 1, IQR 7.87e-06",1.00001269579,"0.49 +/- 8.68e-07; med 0.49, IQR 4.17e-07",0.48996719718,"1.312e-07 +/- 1.39e-07; med 5.879e-08, IQR 4.77e-08",1.31156810568e-07,"0 +/- 0; med 0, IQR 0",0,"50.19 +/- 19.6; med 52.34, IQR 23.7",50.1871315002,"39.47 +/- 30.2; med 19.01, IQR 43.5",39.4687879562
multi_hole_16x12,multi_hole,16x12,672--674,299--299,upper_bound,"monotonic,unload_reload,cyclic,nonproportional",cyclic,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\multi_hole_16x12\upper_bound\summary.json,"14.91 +/- 5.45; med 14.84, IQR 4.06",14.9070512772,"0.8762 +/- 0.0686; med 0.8846, IQR 0.134",0.87620126009,"1.55 +/- 0.109; med 1.586, IQR 0.137",1.54980018139,"1.043 +/- 0.0542; med 1.001, IQR 0.0879",1.04346609116,"1.04 +/- 0.0557; med 1, IQR 0.0915",1.03956593275,"0.3995 +/- 0.04; med 0.3888, IQR 0.0822",0.399458807707,"0.01395 +/- 0.0202; med 0.0001381, IQR 0.0177",0.0139450746616,"0 +/- 0; med 0, IQR 0",0,"38.94 +/- 6.14; med 37.91, IQR 9.1",38.9359298706,"1035 +/- 331; med 1068, IQR 264",1035.42383423
multi_hole_16x12,multi_hole,16x12,672--674,299--299,upper_bound,"monotonic,unload_reload,cyclic,nonproportional",monotonic,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\multi_hole_16x12\upper_bound\summary.json,"12.48 +/- 4.52; med 12.12, IQR 2.96",12.4817964554,"1.049 +/- 0.0936; med 1.081, IQR 0.167",1.04867814779,"1.685 +/- 0.106; med 1.72, IQR 0.147",1.68488798141,"1.163 +/- 0.172; med 1.081, IQR 0.313",1.16298427582,"0 +/- 0; med 0, IQR 0",0,"0 +/- 0; med 0, IQR 0",0,"0.01395 +/- 0.0202; med 0.0001381, IQR 0.0177",0.0139450599188,"0 +/- 0; med 0, IQR 0",0,"37.31 +/- 5.88; med 36.42, IQR 8.71",37.3121181488,"11.1 +/- 7.01; med 8.809, IQR 5.95",11.1041244507
multi_hole_16x12,multi_hole,16x12,672--674,299--299,upper_bound,"monotonic,unload_reload,cyclic,nonproportional",nonproportional,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\multi_hole_16x12\upper_bound\summary.json,"10.79 +/- 3.89; med 10.38, IQR 2.43",10.7905567169,"0.6091 +/- 0.0287; med 0.6124, IQR 0.054",0.609144580364,"1.186 +/- 0.0779; med 1.222, IQR 0.0574",1.18563079834,"1.18 +/- 0.194; med 1.081, IQR 0.344",1.17997761965,"0 +/- 0; med 0, IQR 0",0,"0 +/- 0; med 0, IQR 0",0,"0.01395 +/- 0.0202; med 0.0001381, IQR 0.0177",0.0139450591699,"0 +/- 0; med 0, IQR 0",0,"30.12 +/- 4.51; med 29.29, IQR 6.69",30.117881012,"12.13 +/- 6.9; med 7.785, IQR 8.09",12.1345499992
multi_hole_16x12,multi_hole,16x12,672--674,299--299,upper_bound,"monotonic,unload_reload,cyclic,nonproportional",unload_reload,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\multi_hole_16x12\upper_bound\summary.json,"14.66 +/- 5.32; med 14.34, IQR 3.65",14.6576125145,"1.003 +/- 0.0869; med 1.031, IQR 0.157",1.00286886692,"1.709 +/- 0.118; med 1.754, IQR 0.153",1.70926032066,"1.18 +/- 0.193; med 1.082, IQR 0.356",1.18046156168,"1.017 +/- 0.023; med 1, IQR 0.0233",1.01659162045,"0.4934 +/- 0.00296; med 0.4941, IQR 0.00646",0.493426430225,"0.01395 +/- 0.0202; med 0.0001381, IQR 0.0177",0.0139450605076,"0 +/- 0; med 0, IQR 0",0,"35 +/- 5.43; med 34.06, IQR 8.02",34.9961277008,"13.39 +/- 9.73; med 9.782, IQR 8.74",13.3930813313
multi_hole_18x14,multi_hole,18x14,885--887,400--400,curriculum,"monotonic,unload_reload",cyclic,hgo_qp_thermo_hard,5,10_results\reports\level4_multigeometry_multipath_qp_hgo\multi_hole_18x14\curriculum\summary.json,"74.76 +/- 34.7; med 72.81, IQR 65",74.7645133972,"1.07 +/- 0.123; med 1.133, IQR 0.0115",1.06981133223,"1.795 +/- 0.153; med 1.875, IQR 0.0168",1.79461455345,"0.9996 +/- 0.00169; med 1, IQR 7.45e-05",0.999594783783,"0.9997 +/- 0.00099; med 1, IQR 0.000107",0.999696826935,"0.4672 +/- 0.0101; med 0.4617, IQR 0.00189",0.467161297798,"0.03308 +/- 0.0662; med 7.069e-07, IQR 2.9e-05",0.0330837123971,"0 +/- 0; med 0, IQR 0",0,"61.9 +/- 52.1; med 38.09, IQR 7.09",61.9030986786,"6085 +/- 8.93e+03; med 1754, IQR 1.92e+03",6085.16915283
