Ablation,Ablation id,Solver mode,Newton damping,Newton steps,Line search,Regularization,Model,Load path,Metric,Metric label,Case mean,Case std,Case median,Case IQR,Cases,Case list
Multi-step line-search Newton,multi_step_line_search_newton,dense_newton,1.0,3,True,1e-06,hgo_qp_true_j2,nonproportional,fem_residual_relative_rms,FEM residual rel RMS,11.146,3.75143,8.26366,3.32446,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Multi-step line-search Newton,multi_step_line_search_newton,dense_newton,1.0,3,True,1e-06,hgo_qp_true_j2,nonproportional,fem_solver_linearized_residual_relative_rms,FEM tangent-solver rel RMS,89.9596,56.6228,69.3729,55.4863,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Multi-step line-search Newton,multi_step_line_search_newton,dense_newton,1.0,3,True,1e-06,hgo_qp_true_j2,nonproportional,qp_history_increment_relative_l2,QP history-inc rel L2,2.51298,0.540254,2.9,0.497165,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Multi-step line-search Newton,multi_step_line_search_newton,dense_newton,1.0,3,True,1e-06,hgo_qp_true_j2,nonproportional,qp_history_relative_l2,QP history rel L2,1.34723,0.0556836,1.36147,0.0367,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Multi-step line-search Newton,multi_step_line_search_newton,dense_newton,1.0,3,True,1e-06,hgo_qp_true_j2,unload_reload,displacement_relative_l2,rollout disp rel L2,112.173,67.8279,85.0965,65.6542,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Multi-step line-search Newton,multi_step_line_search_newton,dense_newton,1.0,3,True,1e-06,hgo_qp_true_j2,unload_reload,fem_energy_relative_error,FEM energy rel err,37.2083,24.784,16.1921,14.6949,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Multi-step line-search Newton,multi_step_line_search_newton,dense_newton,1.0,3,True,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_accepted_damping,Newton accepted damping,1,0,1,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Multi-step line-search Newton,multi_step_line_search_newton,dense_newton,1.0,3,True,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_convergence_rate,Newton convergence rate,1,0,1,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Multi-step line-search Newton,multi_step_line_search_newton,dense_newton,1.0,3,True,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_correction_relative_norm,Newton correction rel norm,1.40589,0.214305,1.01139,0.170516,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Multi-step line-search Newton,multi_step_line_search_newton,dense_newton,1.0,3,True,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_failure_rate,Newton failure rate,0,0,0,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Multi-step line-search Newton,multi_step_line_search_newton,dense_newton,1.0,3,True,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_final_residual_relative_rms,Newton final residual rel RMS,7.5805e-09,2.07557e-09,2.46935e-09,9.2444e-10,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Multi-step line-search Newton,multi_step_line_search_newton,dense_newton,1.0,3,True,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_initial_residual_relative_rms,Newton initial residual rel RMS,12.15,4.08298,8.95895,3.35572,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Multi-step line-search Newton,multi_step_line_search_newton,dense_newton,1.0,3,True,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_residual_decrease_fraction,Newton residual decrease,1,0,1,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Multi-step line-search Newton,multi_step_line_search_newton,dense_newton,1.0,3,True,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_residual_ratio,Newton residual ratio,7.98105e-10,1.68717e-10,3.62796e-10,2.49737e-10,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Multi-step line-search Newton,multi_step_line_search_newton,dense_newton,1.0,3,True,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_step_residual_decrease_fraction,Newton step residual decrease,0.995722,0.00133008,0.997216,0.0003895,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Multi-step line-search Newton,multi_step_line_search_newton,dense_newton,1.0,3,True,1e-06,hgo_qp_true_j2,unload_reload,fem_residual_relative_rms,FEM residual rel RMS,12.9297,4.28487,9.62311,3.69951,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Multi-step line-search Newton,multi_step_line_search_newton,dense_newton,1.0,3,True,1e-06,hgo_qp_true_j2,unload_reload,fem_solver_linearized_residual_relative_rms,FEM tangent-solver rel RMS,104.643,63.5549,78.2317,61.7683,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Multi-step line-search Newton,multi_step_line_search_newton,dense_newton,1.0,3,True,1e-06,hgo_qp_true_j2,unload_reload,qp_history_increment_relative_l2,QP history-inc rel L2,2.42838,0.273728,2.56041,0.323595,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Multi-step line-search Newton,multi_step_line_search_newton,dense_newton,1.0,3,True,1e-06,hgo_qp_true_j2,unload_reload,qp_history_relative_l2,QP history rel L2,1.58622,0.039065,1.69991,0.07925,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,displacement_relative_l2,rollout disp rel L2,102.788,37.5467,109.504,42.5169,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_energy_relative_error,FEM energy rel err,204.723,129.95,96.9749,76.6468,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_newton_accepted_damping,Newton accepted damping,1,0,1,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_newton_convergence_rate,Newton convergence rate,1,0,1,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_newton_correction_relative_norm,Newton correction rel norm,1.84482,0.423247,1.37009,0.748945,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_newton_failure_rate,Newton failure rate,0,0,0,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_newton_final_residual_relative_rms,Newton final residual rel RMS,0.000302319,3.51001e-05,0.000241136,4.59695e-05,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_newton_initial_residual_relative_rms,Newton initial residual rel RMS,12.6757,3.79045,9.35106,4.97356,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_newton_residual_decrease_fraction,Newton residual decrease,0.999971,1.13725e-05,0.999976,4.5e-06,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_newton_residual_ratio,Newton residual ratio,2.93017e-05,1.11041e-05,2.40653e-05,4.3556e-06,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_newton_step_residual_decrease_fraction,Newton step residual decrease,0.999971,1.13725e-05,0.999976,4.5e-06,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_residual_relative_rms,FEM residual rel RMS,13.3895,4.41167,9.5685,5.19937,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_solver_linearized_residual_relative_rms,FEM tangent-solver rel RMS,223.316,110.625,213.705,114.642,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,qp_history_increment_relative_l2,QP history-inc rel L2,1.5137,0.121388,1.60378,0.14458,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,qp_history_relative_l2,QP history rel L2,1.51997,0.0455911,1.5654,0.1168,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,displacement_relative_l2,rollout disp rel L2,116.655,44.8652,128.322,48.7226,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_energy_relative_error,FEM energy rel err,54.1092,19.3352,36.803,25.2129,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_newton_accepted_damping,Newton accepted damping,1,0,1,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_newton_convergence_rate,Newton convergence rate,1,0,1,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_newton_correction_relative_norm,Newton correction rel norm,1.82757,0.576672,1.4748,0.657759,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_newton_failure_rate,Newton failure rate,0,0,0,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_newton_final_residual_relative_rms,Newton final residual rel RMS,0.000291941,3.55034e-05,0.000234802,4.59705e-05,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_newton_initial_residual_relative_rms,Newton initial residual rel RMS,12.1287,3.63978,8.95077,4.79244,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_newton_residual_decrease_fraction,Newton residual decrease,0.999971,1.13725e-05,0.999976,4e-06,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_newton_residual_ratio,Newton residual ratio,2.96426e-05,1.13625e-05,2.43629e-05,4.2406e-06,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_newton_step_residual_decrease_fraction,Newton step residual decrease,0.999971,1.13725e-05,0.999976,4e-06,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_residual_relative_rms,FEM residual rel RMS,12.8096,4.22886,9.20114,4.99377,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_solver_linearized_residual_relative_rms,FEM tangent-solver rel RMS,107.676,40.234,117.312,44.8051,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,qp_history_increment_relative_l2,QP history-inc rel L2,2.47871,0.168021,2.80308,0.185755,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,qp_history_relative_l2,QP history rel L2,1.84312,0.0690048,1.88155,0.15493,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,displacement_relative_l2,rollout disp rel L2,91.88,37.3533,103.19,39.2704,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_energy_relative_error,FEM energy rel err,44.3223,16.5294,30.4751,22.1006,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_accepted_damping,Newton accepted damping,1,0,1,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_convergence_rate,Newton convergence rate,1,0,1,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_correction_relative_norm,Newton correction rel norm,1.38344,0.403371,1.15416,0.495703,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_failure_rate,Newton failure rate,0,0,0,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_final_residual_relative_rms,Newton final residual rel RMS,0.000233902,2.72214e-05,0.000187876,3.6299e-05,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_initial_residual_relative_rms,Newton initial residual rel RMS,9.81981,2.96229,7.26176,3.89421,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_residual_decrease_fraction,Newton residual decrease,0.999971,1.13725e-05,0.999976,4.5e-06,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_residual_ratio,Newton residual ratio,2.93198e-05,1.11017e-05,2.44509e-05,4.2972e-06,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_step_residual_decrease_fraction,Newton step residual decrease,0.999971,1.13725e-05,0.999976,4.5e-06,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_residual_relative_rms,FEM residual rel RMS,10.377,3.44361,7.47309,4.06122,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_solver_linearized_residual_relative_rms,FEM tangent-solver rel RMS,85.9511,34.6631,95.0322,37.3214,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,qp_history_increment_relative_l2,QP history-inc rel L2,2.53557,0.422444,2.94987,0.529405,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,qp_history_relative_l2,QP history rel L2,1.36006,0.0596332,1.39304,0.018595,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,displacement_relative_l2,rollout disp rel L2,106.805,38.6614,115.633,43.4214,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_energy_relative_error,FEM energy rel err,50.2136,17.187,34.4765,22.9029,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_accepted_damping,Newton accepted damping,1,0,1,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_convergence_rate,Newton convergence rate,1,0,1,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_correction_relative_norm,Newton correction rel norm,1.64006,0.42277,1.31125,0.536951,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_failure_rate,Newton failure rate,0,0,0,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_final_residual_relative_rms,Newton final residual rel RMS,0.000272614,3.13213e-05,0.000218201,4.0927e-05,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_initial_residual_relative_rms,Newton initial residual rel RMS,11.392,3.40049,8.31597,4.4902,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_residual_decrease_fraction,Newton residual decrease,0.999971,1.13725e-05,0.999976,4.5e-06,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_residual_ratio,Newton residual ratio,2.94243e-05,1.1088e-05,2.4081e-05,4.5434e-06,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_step_residual_decrease_fraction,Newton step residual decrease,0.999971,1.13725e-05,0.999976,4.5e-06,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_residual_relative_rms,FEM residual rel RMS,12.0321,3.9503,8.52948,4.68755,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_solver_linearized_residual_relative_rms,FEM tangent-solver rel RMS,100.201,36.0396,109.92,39.9802,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,qp_history_increment_relative_l2,QP history-inc rel L2,2.4644,0.162323,2.77917,0.218445,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,qp_history_relative_l2,QP history rel L2,1.60033,0.0391623,1.65504,0.101605,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,displacement_relative_l2,rollout disp rel L2,94.3736,41.587,116.038,33.5048,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_energy_relative_error,FEM energy rel err,156.307,92.2797,159.346,103.801,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_newton_accepted_damping,Newton accepted damping,1,0,1,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_newton_convergence_rate,Newton convergence rate,1,0,1,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_newton_correction_relative_norm,Newton correction rel norm,1.957,0.598164,1.74831,0.48454,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_newton_failure_rate,Newton failure rate,0,0,0,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_newton_final_residual_relative_rms,Newton final residual rel RMS,0.000324716,5.97847e-05,0.000263038,4.7643e-05,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_newton_initial_residual_relative_rms,Newton initial residual rel RMS,11.8775,4.39043,10.5785,3.66338,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_newton_residual_decrease_fraction,Newton residual decrease,0.999967,9.45163e-06,0.99997,2e-06,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_newton_residual_ratio,Newton residual ratio,3.32795e-05,9.25216e-06,2.99685e-05,2.0327e-06,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_newton_step_residual_decrease_fraction,Newton step residual decrease,0.999967,9.45163e-06,0.99997,2e-06,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_residual_relative_rms,FEM residual rel RMS,12.3201,4.599,11.2623,4.2964,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_solver_linearized_residual_relative_rms,FEM tangent-solver rel RMS,206.296,125.793,225.731,97.4144,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,qp_history_increment_relative_l2,QP history-inc rel L2,1.5486,0.16493,1.71471,0.13981,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,qp_history_relative_l2,QP history rel L2,1.48623,0.0477094,1.5125,0.109345,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,displacement_relative_l2,rollout disp rel L2,105.697,45.7777,124.917,36.6161,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_energy_relative_error,FEM energy rel err,41.2592,20.943,35.3643,13.3194,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_newton_accepted_damping,Newton accepted damping,1,0,1,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_newton_convergence_rate,Newton convergence rate,1,0,1,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_newton_correction_relative_norm,Newton correction rel norm,1.99438,0.822716,1.44749,0.473569,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_newton_failure_rate,Newton failure rate,0,0,0,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_newton_final_residual_relative_rms,Newton final residual rel RMS,0.000312362,5.81218e-05,0.00025597,4.7717e-05,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_newton_initial_residual_relative_rms,Newton initial residual rel RMS,11.3145,4.20659,10.1237,3.21663,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_newton_residual_decrease_fraction,Newton residual decrease,0.999966,9.07377e-06,0.99997,1.5e-06,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_newton_residual_ratio,Newton residual ratio,3.35069e-05,9.20307e-06,2.98301e-05,1.85815e-06,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_newton_step_residual_decrease_fraction,Newton step residual decrease,0.999966,9.07377e-06,0.99997,1.5e-06,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_residual_relative_rms,FEM residual rel RMS,11.7302,4.40155,10.7636,3.78285,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_solver_linearized_residual_relative_rms,FEM tangent-solver rel RMS,97.6998,40.7128,111.37,31.7206,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,qp_history_increment_relative_l2,QP history-inc rel L2,2.54847,0.23828,2.84171,0.35204,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
