load_path,calibrated_field_coverage_95,calibrated_field_crps,calibrated_field_ece,calibrated_field_interval_width_95,calibrated_field_nll,calibrated_field_sharpness,calibrated_field_spread_scale,calibrated_history_coverage_95,calibrated_history_ece,calibrated_history_nll,calibrated_history_posterior_std,calibrated_history_spread_scale,calibrated_material_parameter_coverage_95,calibrated_material_parameter_ece,calibrated_material_parameter_nll,calibrated_material_parameter_posterior_std,calibrated_material_parameter_spread_scale,field_coverage_95,field_crps,field_ece,field_interval_width_95,field_nll,field_sharpness,history_coverage_95,history_ece,history_final_relative_l2,history_nll,history_posterior_std,history_relative_l2,inversion_final_loss,material_parameter_coverage_95,material_parameter_ece,material_parameter_mae,material_parameter_nll,material_parameter_posterior_std,material_parameter_relative_l2,posterior_calibration_num_calibration,posterior_calibration_num_test,rollout_displacement_relative_l2,sparse_observation_relative_l2,sparse_observation_rmse
monotonic,0.8551432490348816,0.02748630940914154,0.07469074428081512,0.22660724818706512,-1.6343975067138672,0.07594286650419235,2001.624267578125,0.878222644329071,0.11057128012180328,13.036086082458496,1.3531378507614136,4651.6796875,1.0,0.15000002086162567,1.1408500671386719,12.553274154663086,717.0320434570312,0.0,0.03523983061313629,0.7874999642372131,0.00012749263260047883,99615.1484375,4.16214534197934e-05,0.011181640438735485,0.7775512933731079,0.20268209278583527,218900.90625,0.00037440526648424566,0.5316916704177856,3030.279052734375,0.02083333395421505,0.7770833373069763,7.683969020843506,29318.490234375,0.019915230572223663,0.3967943787574768,4.0,4.0,1.7307534217834473,2.1992993354797363,0.052139412611722946
unload_reload,0.9117838740348816,0.0493154339492321,0.0978190153837204,0.4059981107711792,-0.8197684288024902,0.13841915130615234,3506.748046875,0.8599609732627869,0.11223143339157104,1959.1907958984375,5.244731426239014,10000.0,1.0,0.16041667759418488,1.1469053030014038,11.264236450195312,617.7080688476562,0.00032552084303461015,0.04207875579595566,0.7872558832168579,0.00011184043250977993,140110.4375,3.745483627426438e-05,0.00864257849752903,0.7796875238418579,0.2009967565536499,3144302.75,0.00047909049317240715,0.9083521962165833,2209.822509765625,0.0,0.7874999642372131,7.683115005493164,35890.609375,0.01774745061993599,0.39656898379325867,4.0,4.0,1.5382981300354004,1.9783308506011963,0.04613831639289856
cyclic,0.9772135615348816,0.08840449899435043,0.14202477037906647,0.9302757978439331,-0.49159833788871765,0.31453874707221985,8262.0400390625,0.8873047232627869,0.11616209149360657,671.6660766601562,3.208068609237671,10000.0,1.0,0.17083334922790527,1.2423827648162842,12.999034881591797,720.0974731445312,0.00032552084303461015,0.04174654185771942,0.7872965335845947,9.307480650022626e-05,148482.421875,3.244085382902995e-05,0.01206054724752903,0.77606201171875,4.947309970855713,2957107.25,0.00047808626550249755,1.0614135265350342,1893.646728515625,0.0,0.7874999642372131,7.426164150238037,41865.109375,0.015397872775793076,0.38042452931404114,4.0,4.0,1.2258273363113403,2.136641263961792,0.04217157140374184
nonproportional,0.9622396230697632,0.09057434648275375,0.14861656725406647,1.0119366645812988,-0.4256564974784851,0.3298185467720032,9357.7041015625,0.8460685610771179,0.12051409482955933,3545.021728515625,10.046947479248047,10000.0,1.0,0.17083334922790527,1.2721678018569946,11.143404960632324,651.177490234375,0.0008138021221384406,0.05274934694170952,0.7868896722793579,0.00010313684470020235,243722.359375,3.40063743351493e-05,0.010131048038601875,0.7783139944076538,2.7772300243377686,3514134.75,0.0008936630911193788,0.9106364250183105,4499.1025390625,0.0,0.7874999642372131,6.661693572998047,38914.15625,0.016745802015066147,0.35921430587768555,4.0,4.0,1.340620994567871,1.5659165382385254,0.06569508463144302
random_amplitude,0.9524739980697632,0.08751159906387329,0.12721356749534607,0.9928199052810669,-0.4849812686443329,0.31938111782073975,7241.400390625,0.8754960298538208,0.111235111951828,2373.8740234375,12.351309776306152,10000.0,0.9166666865348816,0.0937500149011612,0.744856059551239,6.316291809082031,333.39068603515625,0.0,0.050792038440704346,0.7874999642372131,0.00013311470684129745,183136.921875,4.606954462360591e-05,0.013492063619196415,0.7750123739242554,0.24023953080177307,2181487.0,0.000889505841769278,0.9131677746772766,4481.31396484375,0.0,0.7874999642372131,7.686416149139404,22122.177734375,0.020098935812711716,0.3890340328216553,4.0,4.0,1.4551492929458618,3.4866883754730225,0.06353190541267395
pre_stress,0.9479166865348816,0.02297353744506836,0.0993652492761612,0.17685025930404663,-1.9547183513641357,0.06322690844535828,1646.1317138671875,0.9478830695152283,0.14191026985645294,410.74383544921875,10.45559310913086,5656.55419921875,1.0,0.18125000596046448,1.5416778326034546,12.1307373046875,663.7210083007812,0.00016276042151730508,0.030363304540514946,0.7873779535293579,0.00010911318531725556,70576.28125,3.834685776382685e-05,0.047681450843811035,0.7416834831237793,0.23678278923034668,178754.390625,0.0012856341199949384,0.5355413556098938,3034.64794921875,0.0,0.7874999642372131,5.535611629486084,20905.966796875,0.018028542399406433,0.32238486409187317,4.0,4.0,2.0188026428222656,1.7395520210266113,0.05430075153708458
