Model,Seed,Train final loss,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,FEM residual rel. RMS,FEM energy rel. err.
QP-thermo-hard HistoryGNO,20260517,1193.19,71.1334,1.17351,0.999584,1.94857,0.999656,2.80362,2.82581,1.00034,0.456198,1.10875e-05,0,0,0,55.1412,1506.91
QP-thermo-hard HistoryGNO,20260518,404.052,70.6839,1.15877,0.997812,1.92053,1.0001,3.95713,4.22673,1.00287,0.457299,3.60261e-05,0,0,0,20.7552,230.08
QP-thermo-hard HistoryGNO,20260519,4167.51,92.4322,1.16641,0.99864,1.93765,0.998852,3.34928,3.42321,0.99985,0.456658,2.67546e-05,0,0,0,30.5143,1184.26
QP-thermo-hard HistoryGNO,20260520,2180.1,41.6891,1.17718,1.0001,1.95415,1.00018,4.54295,4.70138,0.99989,0.455988,6.61298e-08,0,0,0,202.263,20462.6
QP-thermo-hard HistoryGNO,20260521,1015.79,99.51,1.177,0.999962,1.95362,1.00014,4.57869,4.78582,0.99988,0.456006,1.76787e-06,0,0,0,101.885,2783.6
