Model,Load path,Seeds,Disp. rel. L2,History rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,QP eqp rel. L2,QP plastic-work rel. L2,QP von-Mises rel. L2,QP reversal scalar-inc. rel. L2,QP reversal eqp-inc. rel. L2,QP reversal work-inc. rel. L2,QP reversal yield MAE,QP inactive false plasticity,True-J2 consistency rel. RMS,True-J2 active consistency rel. RMS,True-J2 negative dgamma,True-J2 active QP frac.,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,HANO strain rel. L2,HANO stress rel. L2,FEM residual rel. RMS,FEM energy rel. err.,FEM tangent-solver rel. RMS,Newton initial residual rel. RMS,Newton final residual rel. RMS,Newton residual ratio,Newton residual decrease frac.,Newton step decrease frac.,Newton step 1 residual ratio,Newton step 2 residual ratio,Newton step 3 residual ratio,Newton step 1 decrease frac.,Newton step 2 decrease frac.,Newton step 3 decrease frac.,Newton correction rel. norm,Newton accepted damping,Newton convergence rate,Newton failure rate
True differentiable J2 QP-HistoryGNO,monotonic,5,60.3731 +/- 27.7356,1.2975 +/- 0.1988,1.7206 +/- 0.4169,1.9128 +/- 0.5128,2.7643 +/- 0.9587,4.0999 +/- 2.9363,4.2381 +/- 3.1451,0.7838 +/- 0.0779,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.3105 +/- 0.1641,0.3524 +/- 0.2742,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.4959 +/- 0.2982,7.5998 +/- 5.5867,7.8762 +/- 6.0994,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0331 +/- 0.0178,0.0000 +/- 0.0000,0.0048 +/- 0.0040,0.0005 +/- 0.0005,,,12.3846 +/- 8.2759,27.5133 +/- 18.7249,3.2082 +/- 1.5421,,,,,,,,,,,,,,,
True differentiable J2 QP-HistoryGNO,unload_reload,5,58.0207 +/- 26.6122,1.1089 +/- 0.0938,1.6908 +/- 0.4065,1.6319 +/- 0.3599,2.6809 +/- 0.9118,5.2109 +/- 3.8690,5.4301 +/- 4.1687,0.6921 +/- 0.0943,1.5898 +/- 0.3626,3.3577 +/- 2.9465,3.5065 +/- 3.2174,0.4563 +/- 0.3169,0.3099 +/- 0.1638,0.3529 +/- 0.2734,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.4942 +/- 0.2975,7.4190 +/- 5.4312,7.7933 +/- 6.0119,1.8963 +/- 0.5098,0.5293 +/- 0.0634,0.0334 +/- 0.0177,0.0000 +/- 0.0000,0.0059 +/- 0.0048,0.0006 +/- 0.0005,,,11.5274 +/- 7.6836,25.8689 +/- 17.6352,2.9408 +/- 1.5513,,,,,,,,,,,,,,,
True differentiable J2 QP-HistoryGNO,cyclic,5,56.1233 +/- 25.5955,1.0466 +/- 0.0459,1.2117 +/- 0.1216,1.5373 +/- 0.2993,1.6082 +/- 0.3357,1.8670 +/- 0.9853,1.8875 +/- 1.0374,0.7591 +/- 0.0637,1.5377 +/- 0.3022,1.2993 +/- 0.5301,1.3084 +/- 0.5590,0.5252 +/- 0.2157,0.3119 +/- 0.1644,0.3523 +/- 0.2735,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.4973 +/- 0.2985,2.3752 +/- 1.3771,2.4132 +/- 1.4918,1.6734 +/- 0.4516,0.5277 +/- 0.0467,0.0337 +/- 0.0179,0.0000 +/- 0.0000,0.0016 +/- 0.0013,0.0006 +/- 0.0005,,,12.8537 +/- 8.5602,157.8123 +/- 180.0298,3.3304 +/- 1.6251,,,,,,,,,,,,,,,
True differentiable J2 QP-HistoryGNO,nonproportional,5,45.1065 +/- 20.7696,0.9110 +/- 0.0517,1.8990 +/- 0.5198,1.3150 +/- 0.1795,2.8423 +/- 0.9991,3.2722 +/- 2.2293,3.3910 +/- 2.4026,0.6045 +/- 0.1299,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.3120 +/- 0.1642,0.3526 +/- 0.2734,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.4964 +/- 0.2979,6.1052 +/- 4.3937,6.3783 +/- 4.8490,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0335 +/- 0.0178,0.0000 +/- 0.0000,0.0044 +/- 0.0035,0.0005 +/- 0.0005,,,9.9128 +/- 6.5951,21.0237 +/- 13.8601,2.6413 +/- 1.2482,,,,,,,,,,,,,,,
