Model,Seed,Train final loss,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,QP eqp rel. L2,QP plastic-work rel. L2,QP von-Mises rel. L2,QP reversal scalar-inc. rel. L2,QP reversal eqp-inc. rel. L2,QP reversal work-inc. rel. L2,QP reversal yield MAE,QP inactive false plasticity,True-J2 consistency rel. RMS,True-J2 active consistency rel. RMS,True-J2 negative dgamma,True-J2 active QP frac.,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,FEM residual rel. RMS,FEM energy rel. err.,FEM tangent-solver rel. RMS,Newton initial residual rel. RMS,Newton final residual rel. RMS,Newton residual ratio,Newton residual decrease frac.,Newton step decrease frac.,Newton step 1 residual ratio,Newton step 2 residual ratio,Newton step 3 residual ratio,Newton step 1 decrease frac.,Newton step 2 decrease frac.,Newton step 3 decrease frac.,Newton correction rel. norm,Newton accepted damping,Newton convergence rate,Newton failure rate
True differentiable J2 QP-HistoryGNO,20260517,14368.5,160.026,1.13126,1.12256,1.76048,1.58034,1.48289,1.44194,0.748662,0.919866,1.07755,1.06949,0.365942,0.360885,0.242686,3.29199e-08,0,0.501195,1.84923,1.79876,1.08577,0.384335,0.0382418,6.14346e-10,3.77805e-05,2.45192e-05,9.77664,126.397,393.8,9.56773,1.19597,0.125001,0.874999,0.499999,0.500001,0.250001,0.125001,0.499999,0.749999,0.874999,4.25741,0.5,0,0
True differentiable J2 QP-HistoryGNO,20260518,8962.21,182.365,1.41464,1.01355,2.28502,1.05375,2.82315,2.72744,0.844016,1.00719,1.2798,1.25726,0.474638,0.496136,0.0187013,3.75228e-08,0,0.987193,3.01656,2.92724,1.01417,0.721767,0.00646064,6.40355e-10,3.938e-05,1.3301e-05,13.2894,207.572,450.756,12.985,1.62314,0.125001,0.874999,0.499999,0.500001,0.250001,0.125001,0.499999,0.749999,0.874999,13.219,0.5,0,0
True differentiable J2 QP-HistoryGNO,20260519,84376.7,8.61574,0.994807,1.0002,0.989301,1.00041,1,1,0.595722,1,1,1,0.525362,0,0.663513,0,0,0,1,1,1.00005,0.269126,0,0,0,0,3.08769,4.5933,12.969,2.96092,0.370117,0.125,0.875,0.499999,0.500001,0.250001,0.125,0.499999,0.749999,0.875,0.359753,0.5,0,0
True differentiable J2 QP-HistoryGNO,20260520,3188.49,46.7461,0.996502,1.00005,0.992759,1.00009,1,1,0.750095,1,1,1,0.525362,0,0.794133,0,0,0,1,1,1,0.269126,0,0,0,0,2.63316,21.3961,118.459,2.61297,0.326621,0.125,0.875,0.5,0.5,0.25,0.125,0.5,0.75,0.875,0.110625,0.5,0,0
True differentiable J2 QP-HistoryGNO,20260521,17004.9,29.3129,1.14918,1.12236,1.81607,1.46824,1.26634,1.24147,0.723916,1.15609,1.01411,1.01053,0.42029,0.365872,0.228614,2.68427e-08,0,0.534665,1.46114,1.4197,1.10032,0.518215,0.0450999,1.43805e-09,8.8436e-05,7.32773e-05,12.9875,150.428,73.9762,12.7557,1.59447,0.125,0.875,0.499999,0.500001,0.250001,0.125,0.499999,0.749999,0.875,1.64001,0.5,0,0
