Model,Seeds,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,QP eqp rel. L2,QP plastic-work rel. L2,QP von-Mises rel. L2,QP reversal scalar-inc. rel. L2,QP reversal eqp-inc. rel. L2,QP reversal work-inc. rel. L2,QP reversal yield MAE,QP inactive false plasticity,True-J2 consistency rel. RMS,True-J2 active consistency rel. RMS,True-J2 negative dgamma,True-J2 active QP frac.,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,HANO strain rel. L2,HANO stress rel. L2,FEM residual rel. RMS,FEM energy rel. err.,FEM tangent-solver rel. RMS,Newton initial residual rel. RMS,Newton final residual rel. RMS,Newton residual ratio,Newton residual decrease frac.,Newton step decrease frac.,Newton step 1 residual ratio,Newton step 2 residual ratio,Newton step 3 residual ratio,Newton step 1 decrease frac.,Newton step 2 decrease frac.,Newton step 3 decrease frac.,Newton correction rel. norm,Newton accepted damping,Newton convergence rate,Newton failure rate
True differentiable J2 QP-HistoryGNO,5,85.4132 +/- 71.4241,1.1373 +/- 0.1531,1.0517 +/- 0.0579,1.5687 +/- 0.5057,1.2206 +/- 0.2513,1.5145 +/- 0.6789,1.4822 +/- 0.6442,0.7325 +/- 0.0797,1.0166 +/- 0.0768,1.0743 +/- 0.1067,1.0675 +/- 0.0984,0.4623 +/- 0.0619,0.2446 +/- 0.2055,0.3895 +/- 0.2911,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.4046 +/- 0.3723,1.6654 +/- 0.7465,1.6291 +/- 0.7140,1.0401 +/- 0.0438,0.4325 +/- 0.1713,0.0180 +/- 0.0196,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,,,8.3549 +/- 4.6543,102.0772 +/- 77.5512,209.9922 +/- 177.4540,8.1765 +/- 4.5647,1.0221 +/- 0.5706,0.1250 +/- 0.0000,0.8750 +/- 0.0000,0.5000 +/- 0.0000,0.5000 +/- 0.0000,0.2500 +/- 0.0000,0.1250 +/- 0.0000,0.5000 +/- 0.0000,0.7500 +/- 0.0000,0.8750 +/- 0.0000,3.9174 +/- 4.8779,0.5000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000
