Model,Load path,Seeds,Disp. rel. L2,History rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,QP eqp rel. L2,QP plastic-work rel. L2,QP von-Mises rel. L2,QP reversal scalar-inc. rel. L2,QP reversal eqp-inc. rel. L2,QP reversal work-inc. rel. L2,QP reversal yield MAE,QP inactive false plasticity,True-J2 consistency rel. RMS,True-J2 active consistency rel. RMS,True-J2 negative dgamma,True-J2 active QP frac.,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,HANO strain rel. L2,HANO stress rel. L2,FEM residual rel. RMS,FEM energy rel. err.,FEM tangent-solver rel. RMS,Newton initial residual rel. RMS,Newton final residual rel. RMS,Newton residual ratio,Newton residual decrease frac.,Newton step decrease frac.,Newton step 1 residual ratio,Newton step 2 residual ratio,Newton step 3 residual ratio,Newton step 1 decrease frac.,Newton step 2 decrease frac.,Newton step 3 decrease frac.,Newton correction rel. norm,Newton accepted damping,Newton convergence rate,Newton failure rate
True differentiable J2 QP-HistoryGNO,monotonic,5,154.8141 +/- 53.6085,1.2441 +/- 0.2256,1.5179 +/- 0.3457,1.8103 +/- 0.6102,2.2760 +/- 0.7493,5.8334 +/- 4.2579,5.8984 +/- 4.3210,0.7000 +/- 0.0843,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.2544 +/- 0.1635,0.3791 +/- 0.2337,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.3654 +/- 0.2941,6.1342 +/- 4.2162,6.2572 +/- 4.3408,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0266 +/- 0.0215,0.0000 +/- 0.0000,0.0002 +/- 0.0002,0.0000 +/- 0.0000,,,8.8836 +/- 4.1114,64.7992 +/- 39.8856,141.8526 +/- 49.0752,8.5166 +/- 3.9114,0.0004 +/- 0.0003,0.0000 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000,,,1.0000 +/- 0.0000,,,2.8591 +/- 2.9879,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000
True differentiable J2 QP-HistoryGNO,unload_reload,5,140.7274 +/- 48.6680,1.1162 +/- 0.1430,1.4923 +/- 0.3682,1.5788 +/- 0.4518,2.2539 +/- 0.7541,3.6879 +/- 2.4149,3.7053 +/- 2.4338,0.6367 +/- 0.0742,1.6197 +/- 0.5065,3.6367 +/- 2.2407,3.6362 +/- 2.2429,0.6680 +/- 0.3023,0.2547 +/- 0.1649,0.3796 +/- 0.2339,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.3661 +/- 0.2950,5.0482 +/- 3.3626,5.1141 +/- 3.4352,1.9622 +/- 0.7818,0.4852 +/- 0.0925,0.0267 +/- 0.0215,0.0000 +/- 0.0000,0.0002 +/- 0.0002,0.0000 +/- 0.0000,,,8.3130 +/- 3.8492,59.3789 +/- 37.2349,132.0142 +/- 45.5790,7.9681 +/- 3.6613,0.0003 +/- 0.0003,0.0000 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000,,,1.0000 +/- 0.0000,,,2.4475 +/- 2.4975,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000
True differentiable J2 QP-HistoryGNO,cyclic,5,137.5254 +/- 47.5321,1.0982 +/- 0.1031,1.1011 +/- 0.0576,1.5366 +/- 0.4195,1.3719 +/- 0.2219,1.3750 +/- 0.3713,1.3480 +/- 0.3458,0.7132 +/- 0.0859,1.0190 +/- 0.0984,1.0746 +/- 0.0695,1.0673 +/- 0.0630,0.4399 +/- 0.0881,0.2548 +/- 0.1658,0.3797 +/- 0.2339,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.3682 +/- 0.2973,1.6143 +/- 0.5474,1.5792 +/- 0.5202,1.0690 +/- 0.0848,0.3959 +/- 0.1082,0.0266 +/- 0.0216,0.0000 +/- 0.0000,0.0001 +/- 0.0001,0.0000 +/- 0.0000,,,9.2722 +/- 4.2983,142.7164 +/- 80.0032,345.4407 +/- 118.2558,8.8859 +/- 4.0880,0.0004 +/- 0.0003,0.0000 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000,,,1.0000 +/- 0.0000,,,2.4642 +/- 2.0689,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000
True differentiable J2 QP-HistoryGNO,nonproportional,5,122.1971 +/- 42.2570,0.9977 +/- 0.0804,1.4298 +/- 0.3240,1.3788 +/- 0.3051,2.0401 +/- 0.6327,2.3715 +/- 1.2792,2.3743 +/- 1.2836,0.5928 +/- 0.0796,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.2545 +/- 0.1650,0.3795 +/- 0.2341,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.3668 +/- 0.2956,3.1684 +/- 1.8674,3.2076 +/- 1.9101,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0268 +/- 0.0215,0.0000 +/- 0.0000,0.0001 +/- 0.0001,0.0000 +/- 0.0000,,,7.1479 +/- 3.3087,52.1403 +/- 32.0127,114.0338 +/- 39.3892,6.8521 +/- 3.1476,0.0003 +/- 0.0002,0.0000 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000,,,1.0000 +/- 0.0000,,,2.1015 +/- 2.1242,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000
