Ablation,Ablation id,Solver mode,Newton damping,Newton steps,Line search,Regularization,Model,Load path,Metric,Metric label,Mean,Std,Median,IQR,Seeds,Source
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,final_displacement_relative_l2,final disp rel L2,64.166,46.1961,34.8234,89.5425,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,qp_history_relative_l2,QP history rel L2,1.30396,0.186189,1.39304,0.232921,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,qp_history_increment_relative_l2,QP history-inc rel L2,2.6677,0.94001,2.94987,1.07602,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,qp_reversal_eqp_increment_relative_l2,QP reversal eqp-inc rel L2,0,0,0,0,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,qp_reversal_plastic_work_increment_relative_l2,QP reversal work-inc rel L2,0,0,0,0,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,qp_reversal_yield_flag_mae,QP reversal yield MAE,0,0,0,0,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_residual_relative_rms,FEM residual rel RMS,8.95702,5.25863,7.47309,7.51273,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_energy_relative_error,FEM energy rel err,25.3502,19.9762,15.391,32.9543,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_solver_linearized_residual_relative_rms,FEM tangent-solver rel RMS,46.2253,31.1526,23.8209,59.2004,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_initial_residual_relative_rms,Newton initial residual rel RMS,8.54431,5.05065,7.26176,7.31289,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_final_residual_relative_rms,Newton final residual rel RMS,0.000217794,0.000196836,0.000166856,7.81929e-05,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_residual_ratio,Newton residual ratio,2.62247e-05,1.70597e-05,2.6965e-05,1.65675e-05,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_residual_decrease_fraction,Newton residual decrease,0.999974,1.70816e-05,0.999973,1.66297e-05,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_step_residual_decrease_fraction,Newton step residual decrease,0.999974,1.70816e-05,0.999973,1.66297e-05,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_step1_residual_ratio,Newton step1 residual ratio,2.62247e-05,1.70597e-05,2.6965e-05,1.65675e-05,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_step1_residual_decrease_fraction,Newton step1 residual decrease,0.999974,1.70816e-05,0.999973,1.66297e-05,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_correction_relative_norm,Newton correction rel norm,1.03714,1.06168,0.621584,0.264968,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_accepted_damping,Newton accepted damping,1,0,1,0,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_convergence_rate,Newton convergence rate,1,0,1,0,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_failure_rate,Newton failure rate,0,0,0,0,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,displacement_relative_l2,rollout disp rel L2,63.082,42.7242,33.2242,83.8906,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,final_displacement_relative_l2,final disp rel L2,79.6576,57.2711,43.3493,111.508,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,qp_history_relative_l2,QP history rel L2,1.60751,0.374968,1.78005,0.482165,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,qp_history_increment_relative_l2,QP history-inc rel L2,2.53074,0.862248,2.77917,0.991004,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,qp_reversal_eqp_increment_relative_l2,QP reversal eqp-inc rel L2,2.63646,2.00901,1.74407,0.481278,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
