seed,load_path,sparse_observation_relative_l2,rollout_displacement_relative_l2,material_parameter_relative_l2,material_parameter_mae,material_parameter_coverage_95,material_parameter_ece,material_parameter_nll,material_parameter_posterior_std,calibrated_material_parameter_coverage_95,calibrated_material_parameter_ece,calibrated_material_parameter_nll,calibrated_material_parameter_spread_scale,calibrated_material_parameter_posterior_std,history_relative_l2,history_final_relative_l2,history_coverage_95,history_ece,history_nll,history_posterior_std,calibrated_history_coverage_95,calibrated_history_ece,calibrated_history_nll,calibrated_history_spread_scale,calibrated_history_posterior_std,field_coverage_95,field_ece,field_nll,field_crps,field_sharpness,field_interval_width_95,calibrated_field_coverage_95,calibrated_field_ece,calibrated_field_nll,calibrated_field_crps,calibrated_field_sharpness,calibrated_field_interval_width_95,calibrated_field_spread_scale,posterior_calibration_num_calibration,posterior_calibration_num_test,inversion_final_loss
20260517,cyclic,0.8671343327,0.8758760095,0.2172518373,3.782760382,0.4375,0.4489583075,242795,3.328568935,1,0.1395833343,6.729620934,4239.486816,16206.70605,1.145651102,4.884818554,0.08173828572,0.7169677615,954161.1875,0.02645506896,0.97265625,0.07221680135,3178.364014,10000,310.1339111,0.1422526091,0.6777587533,38656.61719,0.02446479723,0.002548858058,0.005690846127,1,0.1469075531,3.110048771,4.588838577,11.99089622,28.24256134,4060.027832,4,4,1244.753296
20260518,cyclic,0.9057908058,0.8796001673,0.1880623549,3.467695951,0.02083333395,0.7718750238,179404.7188,0.1464304775,1,0.2020833492,3.190187931,3176.599365,604.7575073,1.205803156,4.709622383,0.0164550785,0.7719970942,3250804.75,0.001461294014,0.8158203363,0.1148925573,244881.5781,10000,15.01874447,0.0029296875,0.7851806879,68176.86719,0.0252959244,5.422080721e-05,0.0001555848285,0.9518229365,0.1424316764,-0.8784770966,0.08887408674,0.2903587818,0.8291230202,4122.226562,4,4,1126.952148
20260519,cyclic,0.9529387951,0.9598875642,0.1802869439,3.340536118,0.02083333395,0.7822916508,63045.61719,0.02475361153,1,0.2020833492,2.160919666,1267.321167,46.3622818,1.241795659,4.936422348,0.009423828684,0.7793823481,5094175,0.002005806891,0.7826172113,0.1075927615,56402.29297,10000,17.91420555,0.00146484375,0.7863606811,93558.99219,0.02652533352,2.32673101e-05,6.740362733e-05,0.9029948115,0.117154941,-0.2609762847,0.06571649015,0.1965010464,0.5593547821,7999.128418,4,4,1006.405396
20260520,cyclic,0.8823917508,0.8949609399,0.1813151836,3.402854919,0.08333333582,0.7197916508,6415.530762,0.8366873264,1,0.2020833492,2.591414452,532.4232788,877.5505371,1.105285168,4.395421028,0.06733398885,0.7225586176,3401373.25,0.007949195802,0.7974609733,0.1036620885,29339.72852,10000,148.7017059,0.02376302145,0.7673177719,78636.6875,0.02524728142,0.0003254599287,0.000778274145,0.9925130606,0.1644857079,1.076902866,2.024675369,4.844275475,11.52238083,7711.664062,4,4,681.1864624
20260521,cyclic,0.8927698731,0.9095851779,0.1496454179,2.930884123,0.04166666791,0.7510416508,20495.19336,0.01690102182,0.9583333731,0.1500000358,1.949808836,387.6035461,8.391988754,1.256724477,4.945016861,0.04936523363,0.7399657965,5616976.5,0.001351866522,0.8447265625,0.1196289062,4466358,10000,19.24334526,0.00537109375,0.7835530639,82232.09375,0.02588770352,6.030233271e-05,0.000175680485,0.9837239981,0.1819010675,-1.09427309,0.04757459089,0.155975461,0.4564137459,2368.937988,4,4,852.6875
20260517,nonproportional,0.8306716681,0.8199331164,0.1201268807,1.829189062,0.1666666716,0.6260416508,21337.36133,1.41208601,1,0.2020833492,4.052498817,1183.397949,3330.60498,1.031103134,2.742981195,0.02948588692,0.7591356039,2162697.75,0.008982338943,0.880141139,0.1268396974,6238.595215,10000,168.1502533,0.0458984375,0.7418863773,83531.07812,0.02982815914,0.001102772425,0.002307900693,0.99609375,0.1814127862,1.427809119,5.359642029,11.14163971,23.22153282,5107.298828,4,4,1787.686157
20260518,nonproportional,0.7419647574,0.8087177277,0.2433052659,4.174990654,0.1666666716,0.6208333373,1059474.875,1.178317547,1,0.181250006,3.508237839,5553.002441,45.53222275,0.977976799,2.764707088,0.03553427383,0.7537298203,4190060,0.007385685109,0.8093749881,0.1044858843,1291670.625,10000,5.112373829,0.0595703125,0.7283365726,69178.73438,0.02882987261,0.002388104331,0.004830052145,0.7350260615,0.1351562291,8.331488609,0.03384818882,0.09367281199,0.3013879657,2099.192383,4,4,1373.796143
20260519,nonproportional,0.873707056,0.9202093482,0.2022262663,3.670282841,0.08333333582,0.7250000238,19442.50977,0.1515218467,1,0.212500006,2.803188801,1051.34314,87.17101288,0.9814974666,2.737270355,0.01491935458,0.7753024101,3568745.25,0.003293328919,0.8318548203,0.1253528148,184686.9062,10000,9.938580513,0.008138021454,0.7809081674,91810.39844,0.03185120225,0.000174805522,0.0004939145292,0.9807943106,0.1767741144,0.7070474625,0.4802923203,1.772835493,5.316702843,10000,4,4,1744.674316
20260520,nonproportional,0.8492438197,0.8675801754,0.1964642107,3.31650424,0.02083333395,0.7666666508,14490.05371,0.02266489714,1,0.1916666776,1.875373721,741.9100952,21.44682312,1.038721204,2.780436993,0.009425402619,0.7786164284,5851757,0.0003449793148,0.7560483813,0.1516128927,262984.7188,10000,4.387993813,0.000325520843,0.7872965336,106891.3125,0.03068825603,2.374465657e-05,7.275999815e-05,0.9752604365,0.1566732079,-0.8739732504,0.05669532716,0.2187041938,0.6734648943,8122.85498,4,4,1806.198608
20260521,nonproportional,0.7723910809,0.7840101123,0.2133754939,3.687836647,0.0625,0.7406249642,16548.30273,0.02600172907,1,0.1916666776,2.495662451,658.541626,25.21282959,0.9928895831,2.779300451,0.05297378823,0.736176908,4833566.5,0.002265572082,0.8395161033,0.09546369314,3924239.25,10000,14.01074219,0.007161458489,0.7818441391,83560.90625,0.02969502285,6.528607628e-05,0.0001859129261,0.9794921875,0.1635091454,-0.6043399572,0.07618150115,0.2533636689,0.7222537994,2964.339844,4,4,1270.992798
20260517,pre_stress,0.8060623407,0.9073450565,0.1925338209,3.010248899,0.02083333395,0.7718750238,13448.74414,0.01884114556,0.8333333731,0.09583331645,1.594832778,161.2874298,3.106185913,0.6845000982,0.2636709511,0.04314516112,0.7480342984,1338938,0.002444584854,0.9316532016,0.1008064449,41234.10938,10000,26.95120621,0.005045573227,0.7833496332,14331.30273,0.01257328689,8.011211321e-05,0.0002394953044,0.946940124,0.135172531,-0.7073747516,0.05608360097,0.2070148885,0.6166075468,2295.92627,4,4,387.6363831
20260518,pre_stress,0.9899499416,0.8687276244,0.1871412992,2.708964348,0.08333333582,0.7250000238,28235.67773,0.9358820915,0.9583333731,0.1604167074,1.737486601,559.2044067,632.6154175,0.6501652002,0.2537956834,0.06723789871,0.7277343273,1315792.125,0.006593084428,0.9280241728,0.1330141127,14952.5,10000,72.03961945,0.03434244916,0.7606445551,9183.78125,0.01232367754,0.0007644587895,0.001722482848,0.956705749,0.1263183802,-0.9175781012,0.9400307536,1.967659354,4.138484001,1985.593628,4,4,360.3505249
20260519,pre_stress,0.8404772282,0.8356661201,0.237873137,3.725063801,0.04166666791,0.7510416508,1974.067383,0.05304050446,1,0.2020833492,1.363534927,198.1362915,10.13323879,0.5399124622,0.2433536053,0.07595766336,0.7144657373,839975.1875,0.005222267471,0.9203628898,0.1343749911,673.5586548,10000,56.20643234,0.002115885494,0.7857503295,13473.6543,0.01115111634,2.920376937e-05,8.381849329e-05,0.9876302481,0.1946777552,-1.097294569,0.0474620536,0.1646300852,0.4847333431,4920.678711,4,4,274.9425354
20260520,pre_stress,0.9731189609,0.8977067471,0.1501530409,2.177568436,0,0.7874999642,4934.100586,0.05316188186,0.9166666865,0.09375,0.761272788,132.0145111,7.806302547,0.5601891875,0.2527247071,0.05917338654,0.730065465,1094015.375,0.001933881664,0.9176411033,0.125478819,5521.73291,10000,32.26221085,0.002766927239,0.7853841782,15390.64844,0.01234635711,4.003431241e-05,0.0001187990347,0.9720052481,0.173518911,-1.39709568,0.03556333855,0.1289323568,0.3836835325,2654.407227,4,4,385.5785522
20260521,pre_stress,0.7320139408,0.8540096879,0.1724894196,2.591751814,0.125,0.7093750238,55660.55859,1.048345089,0.9166666865,0.1145833433,2.067547798,566.9425049,248.1811218,0.5748276711,0.236301586,0.1617943496,0.6346269846,1451740.75,0.002702076221,0.8882056475,0.08573587239,709731.625,10000,9.538661957,0.05403646082,0.7505533695,7476.468262,0.01168730669,0.001296714763,0.003158283187,0.9401041865,0.06241862476,-1.462399483,0.1837030053,0.5587989092,1.407613754,984.4290161,4,4,201.3948212
