Model,Seed,Train final loss,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,FEM residual rel. RMS,FEM energy rel. err.
QP-thermo-hard HistoryGNO,20260517,547.975,45.8676,1.06213,0.995543,1.74768,0.996405,3.86965,4.03945,1.00271,0.411793,3.65502e-05,0,0,0,64.5273,1890.83
QP-thermo-hard HistoryGNO,20260518,3799.74,63.8546,1.06225,0.996625,1.74761,0.997286,2.83089,2.93084,1.00327,0.41184,3.83306e-05,0,0,0,15.9811,89.576
QP-thermo-hard HistoryGNO,20260519,5553.92,48.4499,1.0772,1.00003,1.76901,1.00008,4.65034,4.88161,0.999907,0.409309,1.13218e-06,0,0,0,123.116,5883.51
QP-thermo-hard HistoryGNO,20260520,5136.26,87.623,1.06986,0.999015,1.75589,0.999931,4.32469,4.53886,1.00142,0.410604,2.46157e-05,0,0,0,289.338,26890.1
QP-thermo-hard HistoryGNO,20260521,2644.21,75.3664,1.07846,1.00015,1.77043,1.00027,8.57053,9.51915,0.99983,0.409283,6.23753e-08,0,0,0,123.851,2947.51
