Model,Seeds,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,QP eqp rel. L2,QP plastic-work rel. L2,QP von-Mises rel. L2,QP reversal scalar-inc. rel. L2,QP reversal eqp-inc. rel. L2,QP reversal work-inc. rel. L2,QP reversal yield MAE,QP inactive false plasticity,True-J2 consistency rel. RMS,True-J2 active consistency rel. RMS,True-J2 negative dgamma,True-J2 active QP frac.,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,HANO strain rel. L2,HANO stress rel. L2,FEM residual rel. RMS,FEM energy rel. err.,FEM tangent-solver rel. RMS
True differentiable J2 QP-HistoryGNO,1,809.9762 +/- 0.0000,1.1764 +/- 0.0000,1.0006 +/- 0.0000,1.7650 +/- 0.0000,1.0009 +/- 0.0000,9.9230 +/- 0.0000,11.0406 +/- 0.0000,1.0853 +/- 0.0000,1.0000 +/- 0.0000,6.7515 +/- 0.0000,7.9574 +/- 0.0000,0.4904 +/- 0.0000,0.5001 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,1.0000 +/- 0.0000,13.1766 +/- 0.0000,15.2637 +/- 0.0000,1.0005 +/- 0.0000,0.5588 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,,,36.5397 +/- 0.0000,3377.4976 +/- 0.0000,2.1035 +/- 0.0000
