seed,load_path,sparse_observation_relative_l2,rollout_displacement_relative_l2,material_parameter_relative_l2,material_parameter_mae,material_parameter_coverage_95,material_parameter_ece,material_parameter_nll,material_parameter_posterior_std,calibrated_material_parameter_coverage_95,calibrated_material_parameter_ece,calibrated_material_parameter_nll,calibrated_material_parameter_spread_scale,calibrated_material_parameter_posterior_std,history_relative_l2,history_final_relative_l2,history_coverage_95,history_ece,history_nll,history_posterior_std,calibrated_history_coverage_95,calibrated_history_ece,calibrated_history_nll,calibrated_history_spread_scale,calibrated_history_posterior_std,field_coverage_95,field_ece,field_nll,field_crps,field_sharpness,field_interval_width_95,calibrated_field_coverage_95,calibrated_field_ece,calibrated_field_nll,calibrated_field_crps,calibrated_field_sharpness,calibrated_field_interval_width_95,calibrated_field_spread_scale,posterior_calibration_num_calibration,posterior_calibration_num_test,inversion_final_loss
20260517,cyclic,0.8700740933,0.86339885,0.2115704864,3.920553207,0.02083333395,0.7666666508,21030.78906,0.08840563893,0.875,0.05416667461,3.330309629,109.3400955,8.399196625,0.8718802333,1.875843406,0.1044921875,0.6845825315,197049.1094,0.008588406257,0.8424804807,0.1244872957,1001.279297,10000,146.7830658,0.0009765625,0.7868489027,74810.17969,0.02617377602,2.067232708e-05,6.179131742e-05,0.8893229365,0.07337237895,-1.018206358,0.03391739726,0.09567492455,0.2825427651,8177.901855,4,4,1147.345093
20260518,cyclic,1.29052341,1.223796368,0.1684699953,2.882678032,0.04166666791,0.7614583373,2446.118164,0.05460374057,0.9583333731,0.108333379,0.4846668243,115.7947617,7.499312401,0.8519687653,1.761467099,0.1048339829,0.6841186285,147472.875,0.003986326046,0.8997070193,0.09663085639,1857.837524,10000,38.91709518,0.000325520843,0.7872152328,152181.6562,0.03910462558,5.785887879e-06,1.714979226e-05,0.8834635615,0.0494465977,-1.516210914,0.02938069217,0.07007358968,0.2095504105,10000,4,4,2746.199219
20260519,cyclic,1.212444067,1.139435768,0.07394634932,1.308044672,0.02083333395,0.7718750238,69329.15625,0.01921237633,0.9166666865,0.02500000596,18.17028427,85.86447906,1.979180336,0.8909854889,3.916471958,0.01152343769,0.7786499262,126108.8047,0.002082746942,0.8974609375,0.1155517399,37.73102951,10000,6.42162466,0.0001627604215,0.7873372436,131922.8594,0.03565924615,7.318665212e-06,2.081782077e-05,0.6155599356,0.213606745,3.485624313,0.04908202216,0.08982145786,0.2582780123,10000,4,4,2595.23291
20260520,cyclic,0.7898298502,0.8365397453,0.2334643006,4.169500351,0,0.7874999642,3195.632812,0.05404638499,0.9583333731,0.0354166925,0.2612335086,133.0044708,4.326575279,0.9217589498,3.205690861,0.02568359487,0.762426734,288149.0938,0.001464417204,0.8478515744,0.1144775301,2310.462891,10000,10.40681934,0.000325520843,0.7872152328,70526.26562,0.0264448151,2.43313516e-05,6.949728413e-05,0.769205749,0.1359700263,1.492927432,0.03371027112,0.09592374414,0.2770521343,3698.807861,4,4,1439.718994
20260521,cyclic,1.054482102,1.048341393,0.2131514698,4.060685635,0.02083333395,0.7822916508,1166.670166,0.0903878212,0.9583333731,0.07708336413,0.1700527668,74.485466,6.465100288,0.9309476018,4.520838261,0.009619140998,0.7790405154,139394.4219,0.001118651591,0.9487304688,0.1403320432,2.333650827,10000,11.36779499,0.001790364622,0.7862793207,101030.4062,0.02993687615,5.594181857e-05,0.0001702642039,0.95703125,0.144140631,-0.6496661901,0.06703771651,0.2360030711,0.7016800642,4464.008789,4,4,2679.263184
20260517,nonproportional,0.9895020127,0.9498074055,0.2430343777,4.371377945,0,0.7874999642,1892.554688,0.1225050837,1,0.07708334923,0.4678685665,96.80943298,13.34851456,0.9518451691,0.9168381691,0.09188508242,0.6971018314,276877.8438,0.001349667669,0.762802422,0.1391885132,8455.164062,10000,19.23454666,0.0009765625,0.786726892,128114.9688,0.03500017151,1.620851617e-05,4.768689905e-05,0.8821614981,0.1113769412,-0.5723457932,0.0578866154,0.1879948825,0.5731607676,10000,4,4,2488.063721
20260518,nonproportional,1.204135418,1.120888114,0.2483120859,4.553273678,0.02083333395,0.7770833373,3665.448242,0.04409994185,0.9166666865,0.1041666716,0.8008925319,140.7677155,6.632461071,0.8699956536,1.099095821,0.08709677309,0.7009954453,437208.9688,0.002190357307,0.8541330695,0.1119959652,7120.784668,10000,30.66112518,0,0.7874999642,178427.25,0.04104970023,4.48217952e-06,1.292551315e-05,0.7548828125,0.1266113222,-1.299784541,0.03368773684,0.05283775553,0.1539485157,10000,4,4,3607.760498
20260519,nonproportional,1.018028975,0.9206761718,0.1525412649,2.406167507,0,0.7874999642,207432.25,0.06905300915,0.625,0.2354166508,74.82653809,73.84201813,0.7547669411,0.6887671947,2.126556635,0.005443548318,0.782484889,198058.5781,0.0008880851674,0.8482862711,0.1200100631,31.87856865,10000,7.368420124,0.00048828125,0.7870930433,120376.2422,0.03517321497,1.332030843e-05,3.850338544e-05,0.4837239683,0.342187494,21.12479782,0.02968201414,0.03097483329,0.08757319301,5868.291504,4,4,1725.324829
20260520,nonproportional,0.9868465066,0.8883283734,0.2535198331,4.652107239,0,0.7874999642,3917.137207,0.07439371943,0.875,0.04374999553,0.5210477114,96.37722778,7.374464035,0.7367880344,1.70563972,0.02177419327,0.766494453,280762.0625,0.001246550237,0.8105846643,0.1228578538,2403.393066,10000,7.654687405,0.00048828125,0.7872558832,112065.4688,0.03422760591,2.166265404e-05,6.292774924e-05,0.9368489981,0.1384277344,-0.9934289455,0.04622898623,0.1549161971,0.458096385,6876.290039,4,4,1422.24646
20260521,nonproportional,1.066401482,1.051422119,0.2719466686,4.901735783,0,0.7874999642,1564.157593,0.07808220387,1,0.1708333492,0.8067438602,128.3052826,11.17594147,0.725412488,2.511320829,0.008316531777,0.7805947661,233302.4531,0.001053740503,0.8978830576,0.115650177,19.70642281,10000,12.09024239,0.002115885494,0.7859537601,140945.5312,0.03618504107,4.795740097e-05,0.0001429430995,0.966471374,0.1623698175,-0.4318678975,0.1048698127,0.3433950543,1.007406592,6495.366699,4,4,1543.292236
