Model,Metric,Rule,Lower,Upper,Outlier count,Outlier seeds,Mean,Std,Median,IQR,Min,Max
QP-thermo-hard HistoryGNO,Cyclic history rel. L2,1.5*IQR,1.10524,1.15112,1,20260520=0.824864,1.06981,0.122555,1.1335,0.0114696,0.824864,1.13433
QP-thermo-hard HistoryGNO,History-increment rel. L2,1.5*IQR,1.00001,1.00017,2,20260517=0.995546; 20260520=1.00053,0.99927,0.00187003,1.00009,3.99351e-05,0.995546,1.00053
QP-thermo-hard HistoryGNO,QP history rel. L2,1.5*IQR,1.83318,1.90026,1,20260520=1.48964,1.79461,0.152625,1.8745,0.0167679,1.48964,1.87549
QP-thermo-hard HistoryGNO,QP history-inc. rel. L2,1.5*IQR,1.00001,1.00031,2,20260517=0.996302; 20260520=1.00119,0.999595,0.00169394,1.00016,7.45058e-05,0.996302,1.00119
QP-thermo-hard HistoryGNO,Reversal hist-inc. rel. L2,1.5*IQR,0.999929,1.00036,1,20260517=0.997721,0.999697,0.000990488,1.00017,0.00010705,0.997721,1.00031
QP-thermo-hard HistoryGNO,Reversal yield-flag MAE,1.5*IQR,0.458828,0.466402,1,20260520=0.487224,0.467161,0.0100579,0.461686,0.00189352,0.461667,0.487224
QP-thermo-hard HistoryGNO,Yield-surface RMS,1.5*IQR,-4.33231e-05,7.24838e-05,1,20260520=0.165389,0.0330837,0.0661525,7.06867e-07,2.89517e-05,6.55617e-08,0.165389
QP-thermo-hard HistoryGNO,FEM residual rel. RMS,1.5*IQR,23.1558,51.5054,1,20260520=165.839,61.9031,52.081,38.0887,7.08742,30.9263,165.839
QP-thermo-hard HistoryGNO,FEM energy rel. err.,1.5*IQR,-1811.36,5875.92,1,20260520=23884.4,6085.17,8933.36,1753.51,1921.82,723.348,23884.4
