load_path,displacement_loss,displacement_relative_l2,eq_plastic_strain_increment_relative_l2,eq_plastic_strain_relative_l2,final_displacement_relative_l2,final_eq_plastic_strain_relative_l2,final_history_relative_l2,final_plastic_multiplier_increment_relative_l2,final_plastic_work_relative_l2,final_von_mises_relative_l2,final_yield_flag_mae,history_increment_relative_l2,history_loss,history_relative_l2,loss_elastic_overstress,loss_plastic_work_lower_bound,loss_yield_surface,plastic_multiplier_increment_relative_l2,plastic_work_increment_relative_l2,plastic_work_relative_l2,predicted_elastic_overstress_relative_violation,predicted_eq_plastic_strain_monotonic_violation,predicted_max_eq_plastic_strain,predicted_mean_plastic_work,predicted_negative_plastic_multiplier_violation,predicted_plastic_work_lower_bound_absolute_violation,predicted_plastic_work_lower_bound_relative_violation,predicted_plastic_work_lower_bound_target_normalized_violation,predicted_plastic_work_monotonic_violation,predicted_yield_flag_bounds_violation,predicted_yield_surface_relative_rms,reversal_eqp_increment_relative_l2,reversal_fraction,reversal_history_increment_relative_l2,reversal_plastic_work_increment_relative_l2,reversal_yield_flag_mae,target_elastic_overstress_relative_violation,target_eq_plastic_strain_monotonic_violation,target_max_eq_plastic_strain,target_mean_plastic_work,target_negative_plastic_multiplier_violation,target_path_newton_residual_relative,target_path_newton_residual_rms,target_plastic_work_lower_bound_absolute_violation,target_plastic_work_lower_bound_relative_violation,target_plastic_work_lower_bound_target_normalized_violation,target_plastic_work_monotonic_violation,target_yield_flag_bounds_violation,target_yield_surface_relative_rms,total_loss,von_mises_relative_l2,yield_flag_mae,total_loss_ratio,total_loss_delta,displacement_relative_l2_ratio,displacement_relative_l2_delta,history_relative_l2_ratio,history_relative_l2_delta,history_increment_relative_l2_ratio,history_increment_relative_l2_delta,eq_plastic_strain_relative_l2_ratio,eq_plastic_strain_relative_l2_delta,eq_plastic_strain_increment_relative_l2_ratio,eq_plastic_strain_increment_relative_l2_delta,plastic_work_relative_l2_ratio,plastic_work_relative_l2_delta,plastic_work_increment_relative_l2_ratio,plastic_work_increment_relative_l2_delta,plastic_multiplier_increment_relative_l2_ratio,plastic_multiplier_increment_relative_l2_delta,yield_flag_mae_ratio,yield_flag_mae_delta,von_mises_relative_l2_ratio,von_mises_relative_l2_delta,predicted_yield_surface_relative_rms_ratio,predicted_yield_surface_relative_rms_delta,predicted_elastic_overstress_relative_violation_ratio,predicted_elastic_overstress_relative_violation_delta,predicted_plastic_work_lower_bound_relative_violation_ratio,predicted_plastic_work_lower_bound_relative_violation_delta
monotonic,0.627493679523468,0.7921449542045593,0.9506627917289734,0.9512979984283447,0.8032006025314331,0.9499256014823914,0.2668636739253998,0.9451626539230347,0.9780141115188599,0.6576847434043884,0.01075268816202879,0.8394060730934143,0.11026407033205032,0.3320603370666504,1.2746460163215071e-16,0.0,2.6803938453667797e-05,0.9506627917289734,0.9796356558799744,0.9766548871994019,1.0657472682140678e-09,0.0,0.011197388172149658,0.0004287834744900465,0.0,0.0,0.0,0.0,0.0,0.0,0.0022424941416829824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3055512607097626,0.011179580353200436,0.0,1.4683066606521606,0.013224412687122822,0.0,0.0,0.0,0.0,0.0,5.758003496225683e-08,1.2695472240447998,0.5779617428779602,0.0846693217754364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unload_reload,0.6921992301940918,0.8319851160049438,0.9862609505653381,0.9676111936569214,0.8038173913955688,0.9507522583007812,0.2579251825809479,0.9547331929206848,0.9783535599708557,0.6582992672920227,0.005376344081014395,1.0791970491409302,0.7480257749557495,0.8648847937583923,2.005953590083001e-15,0.0,0.0031670958269387484,0.9863206744194031,0.9925875067710876,0.9841359853744507,7.620265529695303e-10,0.0,0.011197615414857864,0.00042036367813125253,0.0,0.0,0.0,0.0,0.0,0.0,0.002242935122922063,68.46149444580078,0.3333333432674408,1.0000572204589844,63.673397064208984,0.9784946441650391,0.0,0.0,0.304943710565567,0.01852869801223278,0.0,1.5678738355636597,0.015093673951923847,0.0,0.0,0.0,0.0,0.0,4.271387155085904e-08,3.761347770690918,0.5832948088645935,0.4741220772266388,2.9627474263676445,2.491800546646118,1.0502940296329861,0.03984016180038452,2.604601324562273,0.5328244566917419,1.2856674305009828,0.23979097604751587,1.0171483544121063,0.01631319522857666,1.0374456212508563,0.035598158836364746,1.0076599198684206,0.007481098175048828,1.013221089711643,0.012951850891113281,1.0375084446353249,0.03565788269042969,5.5996914500404955,0.3894527554512024,1.0092273685107207,0.005333065986633301,1.0001966476660444,4.409812390804291e-07,0.7150161916403508,-3.037207152445376e-10,0.0,0.0
cyclic,0.7604042887687683,0.872011661529541,0.9987951517105103,0.9775841236114502,0.8001915216445923,0.9525971412658691,3.4299728870391846,12.781827926635742,0.9796074628829956,0.3543713092803955,0.9623655676841736,1.132173776626587,1.340722918510437,1.1578959226608276,2.1753237571171292e-15,0.0,0.005343728698790073,0.9989744424819946,0.9993556141853333,0.9902907013893127,1.2777837676836157e-09,0.0,0.011198324151337147,0.0004185642465017736,0.0,0.0,0.0,0.0,0.0,0.0,0.0022323336452245712,5.797125339508057,0.5,1.1180779933929443,3.1570773124694824,0.9516103863716125,0.0,0.0,0.30415916442871094,0.029572630301117897,0.0,1.5379942655563354,0.013303408399224281,1.6437000371904986e-10,1.3680184984821153e-08,1.3680184984821153e-08,0.0,0.0,4.053076452237292e-08,5.280735492706299,0.6292293667793274,0.6825275421142578,4.159542388570456,4.011188268661499,1.1008233491876251,0.07986670732498169,3.487004599493668,0.8258355855941772,1.3487795870409334,0.2927677035331726,1.0276318516663898,0.02628612518310547,1.050630318552805,0.048132359981536865,1.0139617528859268,0.013635814189910889,1.0201298903189115,0.019719958305358887,1.0508189141021884,0.04831165075302124,8.06109613024286,0.5978582203388214,1.0887041824707637,0.05126762390136719,0.9954691090292945,-1.0160496458411217e-05,1.198955705347356,2.1203649946954783e-10,0.0,0.0
nonproportional,0.7642855048179626,0.8742342591285706,0.994185209274292,0.9753499627113342,0.8254287838935852,0.9522067904472351,2.6188771724700928,15.853561401367188,0.9792550802230835,0.4029120206832886,0.9139785170555115,1.232995867729187,0.8243702054023743,0.90794837474823,1.5693178466523027e-15,0.0,0.004547317512333393,0.9943735003471375,0.9971022605895996,0.9891979098320007,1.5997970725933897e-09,0.0,0.011197962798178196,0.0004159061354584992,0.0,0.0,0.0,0.0,0.0,0.0,0.0022876434959471226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3306017518043518,0.02634011022746563,0.0,1.537671446800232,0.017239205539226532,1.505881253027752e-10,1.5110506623727815e-08,1.5110506623727815e-08,0.0,0.0,4.140971299193552e-08,4.148227214813232,0.6371473670005798,0.5272742509841919,3.2674855540992853,2.8786799907684326,1.103629145762144,0.08208930492401123,2.734287336960658,0.5758880376815796,1.4688908113153138,0.3935897946357727,1.0252833121931573,0.024051964282989502,1.0457811307268734,0.043522417545318604,1.0128428401854073,0.012543022632598877,1.01782969474905,0.017466604709625244,1.045979193672519,0.04371070861816406,6.227453343522122,0.4426049292087555,1.102404051569062,0.05918562412261963,1.0201335439076133,4.514935426414013e-05,1.501103610872265,5.340498043793218e-10,0.0,0.0
