Model,Load path,Seeds,Disp. rel. L2,History rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,QP eqp rel. L2,QP plastic-work rel. L2,QP von-Mises rel. L2,QP reversal scalar-inc. rel. L2,QP reversal eqp-inc. rel. L2,QP reversal work-inc. rel. L2,QP reversal yield MAE,QP inactive false plasticity,True-J2 consistency rel. RMS,True-J2 active consistency rel. RMS,True-J2 negative dgamma,True-J2 active QP frac.,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,HANO strain rel. L2,HANO stress rel. L2,FEM residual rel. RMS,FEM energy rel. err.,FEM tangent-solver rel. RMS,Newton initial residual rel. RMS,Newton final residual rel. RMS,Newton residual ratio,Newton residual decrease frac.,Newton step decrease frac.,Newton step 1 residual ratio,Newton step 2 residual ratio,Newton step 3 residual ratio,Newton step 1 decrease frac.,Newton step 2 decrease frac.,Newton step 3 decrease frac.,Newton correction rel. norm,Newton accepted damping,Newton convergence rate,Newton failure rate
True differentiable J2 QP-HistoryGNO,monotonic,5,114.3857 +/- 47.2960,1.1484 +/- 0.1218,1.5796 +/- 0.2521,1.7517 +/- 0.3091,2.5900 +/- 0.4620,10.8605 +/- 7.6045,11.7515 +/- 8.4502,0.7164 +/- 0.0938,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.3533 +/- 0.0972,0.2909 +/- 0.1460,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.5423 +/- 0.2576,14.2690 +/- 9.8519,15.6960 +/- 11.3177,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0393 +/- 0.0098,0.0000 +/- 0.0000,0.0162 +/- 0.0278,0.0007 +/- 0.0012,,,18.3194 +/- 8.9450,33.3218 +/- 27.3459,104.6585 +/- 43.1899,17.2655 +/- 8.4198,0.0000 +/- 0.0000,0.0000 +/- 0.0000,1.0000 +/- 0.0000,0.9970 +/- 0.0007,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,1.7293 +/- 1.2871,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000
True differentiable J2 QP-HistoryGNO,unload_reload,5,103.0452 +/- 42.5925,1.0178 +/- 0.0611,1.6310 +/- 0.2855,1.5471 +/- 0.2231,2.6393 +/- 0.4709,9.0722 +/- 6.1382,9.8220 +/- 6.8292,0.6466 +/- 0.0639,2.0545 +/- 0.2499,6.9405 +/- 4.9758,7.5409 +/- 5.6626,0.4203 +/- 0.2748,0.3561 +/- 0.0954,0.2889 +/- 0.1455,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.5469 +/- 0.2563,13.1114 +/- 8.7921,14.4262 +/- 10.1008,1.9724 +/- 0.1328,0.5269 +/- 0.0269,0.0394 +/- 0.0096,0.0000 +/- 0.0000,0.0146 +/- 0.0253,0.0007 +/- 0.0012,,,17.4781 +/- 8.2508,30.2305 +/- 25.2841,95.9632 +/- 39.5323,16.4455 +/- 7.7709,0.0000 +/- 0.0000,0.0000 +/- 0.0000,1.0000 +/- 0.0000,0.9971 +/- 0.0007,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,1.5408 +/- 1.1456,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000
True differentiable J2 QP-HistoryGNO,cyclic,5,97.5880 +/- 40.3028,0.9973 +/- 0.0334,1.2667 +/- 0.1220,1.4753 +/- 0.1798,1.6564 +/- 0.2028,2.9216 +/- 1.6227,3.0857 +/- 1.7856,0.7290 +/- 0.0546,1.5121 +/- 0.3299,1.5439 +/- 0.4828,1.6030 +/- 0.5463,0.4813 +/- 0.2513,0.3568 +/- 0.0952,0.2888 +/- 0.1451,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.5471 +/- 0.2561,3.6727 +/- 2.1305,3.9204 +/- 2.4104,1.6312 +/- 0.4613,0.4950 +/- 0.0667,0.0392 +/- 0.0096,0.0000 +/- 0.0000,0.0038 +/- 0.0063,0.0007 +/- 0.0012,,,19.6253 +/- 9.1923,329.3056 +/- 293.2003,196.7153 +/- 81.3649,18.4538 +/- 8.6555,0.0000 +/- 0.0000,0.0000 +/- 0.0000,1.0000 +/- 0.0000,0.9971 +/- 0.0007,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,1.7678 +/- 1.1948,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000
True differentiable J2 QP-HistoryGNO,nonproportional,5,91.9737 +/- 38.0512,0.8782 +/- 0.0488,1.8696 +/- 0.3617,1.3443 +/- 0.1478,2.9615 +/- 0.5450,6.9376 +/- 4.5685,7.5026 +/- 5.0852,0.5626 +/- 0.0353,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.3566 +/- 0.0953,0.2885 +/- 0.1456,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.5487 +/- 0.2559,11.8415 +/- 7.8188,13.0060 +/- 8.9687,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0393 +/- 0.0098,0.0000 +/- 0.0000,0.0134 +/- 0.0229,0.0007 +/- 0.0012,,,15.1456 +/- 7.0201,27.7713 +/- 23.2723,85.4576 +/- 35.2536,14.2398 +/- 6.6152,0.0000 +/- 0.0000,0.0000 +/- 0.0000,1.0000 +/- 0.0000,0.9970 +/- 0.0007,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,1.3656 +/- 1.0187,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000
