Model,Seed,Train final loss,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,QP eqp rel. L2,QP plastic-work rel. L2,QP von-Mises rel. L2,QP reversal scalar-inc. rel. L2,QP reversal eqp-inc. rel. L2,QP reversal work-inc. rel. L2,QP reversal yield MAE,QP inactive false plasticity,True-J2 consistency rel. RMS,True-J2 active consistency rel. RMS,True-J2 negative dgamma,True-J2 active QP frac.,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,FEM residual rel. RMS,FEM energy rel. err.,FEM tangent-solver rel. RMS,Newton initial residual rel. RMS,Newton final residual rel. RMS,Newton residual ratio,Newton residual decrease frac.,Newton step decrease frac.,Newton step 1 residual ratio,Newton step 2 residual ratio,Newton step 3 residual ratio,Newton step 1 decrease frac.,Newton step 2 decrease frac.,Newton step 3 decrease frac.,Newton correction rel. norm,Newton accepted damping,Newton convergence rate,Newton failure rate
True differentiable J2 QP-HistoryGNO,20260517,15542.9,154.822,1.022,1.20841,1.69099,1.60054,5.28835,5.74568,0.814842,1.42251,2.30459,2.48344,0.181688,0.465139,0.11831,7.61161e-08,0,0.869374,6.87379,7.69007,1.52136,0.423347,0.0319843,3.62588e-08,0.00179476,0.000227183,30.7201,880.396,298.804,28.2051,2.45859e-08,1.18895e-09,1,0.996013,3.02742e-05,1.86099e-07,1.18895e-09,0.99997,1,1,4.0552,1,1,0
True differentiable J2 QP-HistoryGNO,20260518,24543.6,80.9752,0.935196,1.21008,1.36501,1.59703,2.61187,2.74989,0.699729,1.41005,1.69374,1.7486,0.440629,0.319511,0.396788,6.08776e-08,0,0.445499,3.48329,3.61614,1.42662,0.457103,0.0462445,1.15554e-08,0.000571977,0.000150168,18.5222,287.322,168.134,16.8014,2.56336e-09,1.52826e-10,1,0.997212,9.92772e-06,3.10604e-08,1.52826e-10,0.99999,1,1,0.880861,1,1,0
True differentiable J2 QP-HistoryGNO,20260519,10697.7,49.3647,1.01941,1.49683,1.49658,1.95278,1.48378,1.49007,0.69047,2.12271,1.04364,1.04358,0.653791,0.366389,0.235117,3.59707e-08,0,0.512482,1.82859,1.85064,2.52582,0.548054,0.0444008,1.10676e-09,5.47831e-05,3.21357e-05,12.6534,124.503,96.3482,12.1621,1.76257e-08,1.71604e-09,1,0.996428,3.01052e-05,2.11868e-07,1.71604e-09,0.99997,1,1,1.83955,1,1,0
True differentiable J2 QP-HistoryGNO,20260520,1660.45,68.1064,1.02092,1.14509,1.19462,1.34816,0.997981,0.997751,0.669727,1.12197,0.999834,0.999511,0.865522,0.196275,0.512556,2.19397e-08,0,0.141702,1.04804,1.04437,1.19716,0.598218,0.0240865,0,0,0,7.04707,42.7595,134.554,6.6978,1.53724e-09,2.13551e-10,1,0.997975,2.25457e-05,6.74627e-08,2.13551e-10,0.999977,1,1,0.910308,1,1,0
True differentiable J2 QP-HistoryGNO,20260521,34865.6,134.672,0.988934,1.27307,1.62921,1.78357,4.22589,4.44511,0.770219,1.48324,1.67778,1.73967,0.264664,0.436609,0.181343,6.52562e-08,0,0.766526,5.12996,5.40083,1.48506,0.448195,0.0495029,3.31204e-07,0.0163942,0.00297143,29.1837,311.547,285.737,28.4025,2.53103e-09,8.50692e-11,1,0.997674,7.30024e-06,2.06409e-08,8.50692e-11,0.999993,1,1,1.15294,1,1,0
