Model,Seed,Train final loss,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,QP eqp rel. L2,QP plastic-work rel. L2,QP von-Mises rel. L2,QP reversal scalar-inc. rel. L2,QP reversal eqp-inc. rel. L2,QP reversal work-inc. rel. L2,QP reversal yield MAE,QP inactive false plasticity,True-J2 consistency rel. RMS,True-J2 active consistency rel. RMS,True-J2 negative dgamma,True-J2 active QP frac.,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,FEM residual rel. RMS,FEM energy rel. err.,FEM tangent-solver rel. RMS,Newton initial residual rel. RMS,Newton final residual rel. RMS,Newton residual ratio,Newton residual decrease frac.,Newton step decrease frac.,Newton step 1 residual ratio,Newton step 1 decrease frac.,Newton correction rel. norm,Newton accepted damping,Newton convergence rate,Newton failure rate
True differentiable J2 QP-HistoryGNO,20260517,3.03379e+06,1634.42,1.17636,1.00043,1.76494,1.00066,9.59477,10.6124,1.08158,1.00001,4.26669,5.1662,0.490385,0.500059,2.67606e-07,2.67606e-07,0,1,9.13198,10.9104,1.00033,0.558824,1.97819e-07,0,0,0,56.5906,4920.65,2163.01,52.5473,0.000684947,1.43737e-05,0.999986,0.999986,1.43737e-05,0.999986,15.4262,1,1,0
