Model,Load path,Seeds,Disp. rel. L2,History rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,QP eqp rel. L2,QP plastic-work rel. L2,QP von-Mises rel. L2,QP reversal scalar-inc. rel. L2,QP reversal eqp-inc. rel. L2,QP reversal work-inc. rel. L2,QP reversal yield MAE,QP inactive false plasticity,True-J2 consistency rel. RMS,True-J2 active consistency rel. RMS,True-J2 negative dgamma,True-J2 active QP frac.,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,HANO strain rel. L2,HANO stress rel. L2,FEM residual rel. RMS,FEM energy rel. err.,FEM tangent-solver rel. RMS,Newton initial residual rel. RMS,Newton final residual rel. RMS,Newton residual ratio,Newton residual decrease frac.,Newton step decrease frac.,Newton step 1 residual ratio,Newton step 2 residual ratio,Newton step 3 residual ratio,Newton step 1 decrease frac.,Newton step 2 decrease frac.,Newton step 3 decrease frac.,Newton correction rel. norm,Newton accepted damping,Newton convergence rate,Newton failure rate
True differentiable J2 QP-HistoryGNO,monotonic,1,2442.2349 +/- 0.0000,1.6009 +/- 0.0000,0.9999 +/- 0.0000,2.4016 +/- 0.0000,0.9999 +/- 0.0000,46.5521 +/- 0.0000,52.7708 +/- 0.0000,1.1972 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.5001 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,1.0000 +/- 0.0000,42.8540 +/- 0.0000,52.7718 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,,,65.3092 +/- 0.0000,1121.8562 +/- 0.0000,2212.9998 +/- 0.0000,60.4212 +/- 0.0000,0.0008 +/- 0.0000,0.0000 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000,,,1.0000 +/- 0.0000,,,18.7070 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000
True differentiable J2 QP-HistoryGNO,cyclic,1,1634.4219 +/- 0.0000,1.1764 +/- 0.0000,1.0004 +/- 0.0000,1.7649 +/- 0.0000,1.0007 +/- 0.0000,9.5948 +/- 0.0000,10.6124 +/- 0.0000,1.0816 +/- 0.0000,1.0000 +/- 0.0000,4.2667 +/- 0.0000,5.1662 +/- 0.0000,0.4904 +/- 0.0000,0.5001 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,1.0000 +/- 0.0000,9.1320 +/- 0.0000,10.9104 +/- 0.0000,1.0003 +/- 0.0000,0.5588 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,,,56.5906 +/- 0.0000,4920.6479 +/- 0.0000,2163.0090 +/- 0.0000,52.5473 +/- 0.0000,0.0007 +/- 0.0000,0.0000 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000,,,1.0000 +/- 0.0000,,,15.4262 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000
