seed,load_path,sparse_observation_relative_l2,rollout_displacement_relative_l2,material_parameter_relative_l2,material_parameter_mae,material_parameter_coverage_95,material_parameter_ece,material_parameter_nll,material_parameter_posterior_std,calibrated_material_parameter_coverage_95,calibrated_material_parameter_ece,calibrated_material_parameter_nll,calibrated_material_parameter_spread_scale,calibrated_material_parameter_posterior_std,history_relative_l2,history_final_relative_l2,history_coverage_95,history_ece,history_nll,history_posterior_std,calibrated_history_coverage_95,calibrated_history_ece,calibrated_history_nll,calibrated_history_spread_scale,calibrated_history_posterior_std,field_coverage_95,field_ece,field_nll,field_crps,field_sharpness,field_interval_width_95,calibrated_field_coverage_95,calibrated_field_ece,calibrated_field_nll,calibrated_field_crps,calibrated_field_sharpness,calibrated_field_interval_width_95,calibrated_field_spread_scale,posterior_calibration_num_calibration,posterior_calibration_num_test,inversion_final_loss
20260517,cyclic,0.9312814474,0.9220062494,0.1986731589,3.376147032,0.04166666791,0.7458333373,2230.079102,0.08985310048,1,0.181250006,0.744572401,154.6933136,20.93731499,0.8080498576,2.708664417,0.044628907,0.7445434332,356069.8125,0.0007981600356,0.8217773438,0.1212158054,1069.717041,10000,6.771430492,0.000325520843,0.7872965336,86271.98438,0.02597414516,1.564325612e-05,4.534859181e-05,0.890299499,0.1007161289,0.9372093081,0.06188231334,0.1754947305,0.4891032577,10000,4,4,1346.330688
20260518,cyclic,5.531024933,3.230582476,0.1825830638,3.495107651,0,0.7874999642,2588.380127,0.2070196122,1,0.1916666776,0.6226030588,178.8648224,40.43976593,0.663770318,2.061986208,0.09208984673,0.6959961057,120293.6016,0.0009798278334,0.8256835938,0.1092040837,31.16703606,10000,10.0409584,0,0.7874999642,1060537.25,0.1037245914,1.51954664e-05,4.41789598e-05,0.8984375,0.05888670683,-0.7776252627,0.07051186264,0.1571709961,0.4490178525,10000,4,4,25217.08789
20260519,cyclic,0.8721126318,0.9213632345,0.2112396806,3.363576412,0.04166666791,0.7562500238,27193.48438,0.03573848307,0.9166666865,0.1145833433,1.544737577,451.0316467,19.52117157,0.8669746518,3.812082767,0.06162109599,0.7292846441,205970.4062,0.005146762822,0.8458984494,0.06760253012,299.0843506,10000,95.26643372,0.0006510416861,0.7868896723,86255.67188,0.02524372563,9.738492736e-06,2.847553333e-05,0.939127624,0.1179199219,-1.257518291,0.03892952949,0.1157667488,0.3400780559,10000,4,4,915.6416626
20260520,cyclic,0.864648819,0.8875184655,0.2058687955,3.433587074,0.02083333395,0.7718750238,17015.875,0.5238532424,0.9583333731,0.1500000358,1.360908985,484.0606384,6.729163647,0.7193087935,1.682414055,0.1061035171,0.6835327148,289093.4688,0.002964938758,0.8513671756,0.1250732392,108868,10000,4.202762127,0.004557291977,0.7838785648,78752.99219,0.02486243472,8.833024185e-05,0.0002096751705,0.8665364981,0.1040527225,-1.370849609,0.02702738345,0.06653535366,0.191259861,10000,4,4,783.7067261
20260521,cyclic,1.596406221,1.226390004,0.3801771998,7.428967953,0,0.7874999642,37449.11719,0.01633569412,0.9583333731,0.139583379,1.342536807,649.7208862,12.49875641,1.062833071,4.947854996,0.01606445387,0.7723510265,2873963.75,0.0005501163541,0.8862304688,0.1190917939,284.2391052,10000,5.238210201,0.0001627604215,0.7874592543,147387.8594,0.04177064821,3.508459849e-05,0.0001005545346,0.9765625,0.1504069269,-0.4263039827,0.09556674957,0.3396255374,0.9991485476,8220.857422,4,4,2547.937256
20260517,monotonic,0.806370616,0.7980442047,0.2950212061,5.138169765,0.02083333395,0.7718750238,5685.337891,0.06419657171,0.9166666865,0.08333334327,0.5917000771,168.1218719,4.325673103,0.7449569702,0.6629564762,0.04663085938,0.7424804568,1312226.25,0.0009721519309,0.8510742188,0.1129150242,773.3694458,10000,13.20901489,0.00146484375,0.7863199711,23400.23242,0.01440978795,2.222194416e-05,6.43687672e-05,0.8583984375,0.1118652225,3.397624969,0.02255064808,0.06640063226,0.1880443543,3096.512695,4,4,545.0706177
20260518,monotonic,5.406497955,5.342845917,0.1902767271,3.275932312,0,0.7874999642,2185.864746,0.2087966651,0.9583333731,0.1187500358,0.2621744871,109.7075729,22.34867477,0.7259585261,0.6116788387,0.007080078125,0.7810302973,69793.9375,0.0009593607974,0.7722656131,0.1431396455,4329.690918,10000,9.494876862,0,0.7874999642,1056186,0.09999682754,1.53285182e-05,4.374005948e-05,0.8619791865,0.06728513539,-0.837259233,0.07221159339,0.1360343844,0.3900191188,9381.102539,4,4,23355.89258
20260519,monotonic,0.821544826,0.8384645581,0.3169775903,5.79850769,0,0.7874999642,65099.30859,0.03729635477,1,0.212500006,2.620399475,1787.271729,54.50048447,0.6157106161,0.2866205871,0.0456054695,0.7429320812,251285.5312,0.0007461587084,0.8899413943,0.1187255681,936.081665,10000,6.08027029,0.001790364622,0.7861979008,19701.93164,0.01297496259,4.966265624e-05,0.0001461750799,0.9375,0.1087239832,-1.630934954,0.02997532114,0.09098649025,0.2712249756,1289.149902,4,4,962.0703735
20260520,monotonic,0.8428455591,0.8550791144,0.2674822807,4.479247093,0,0.7874999642,15141.05664,0.04745125026,1,0.212500006,1.713909864,695.8843384,39.93412018,0.7990553975,0.7327737212,0.023583984,0.7645140886,1224053.125,0.0006219887291,0.7678710818,0.1466308385,3700.239014,10000,7.41979599,0.0008138021221,0.7868489623,27044.44336,0.01446722075,1.319645435e-05,3.894367546e-05,0.7799479365,0.1316568851,6.088917732,0.01532364637,0.01992160454,0.05931159109,2187.264893,4,4,975.7228394
20260521,monotonic,1.695142746,1.731761575,0.3964322507,7.693642616,0,0.7874999642,25597.27734,0.02044666931,1,0.1604166925,1.139103293,668.7824097,12.49245739,0.5211886168,0.2003136724,0.01386718731,0.7745605111,160821.2969,0.0005021390389,0.8561523557,0.1169433445,28.31363869,4023.362305,2.146262407,0,0.7874999642,95467.96094,0.03525795788,4.441532656e-05,0.0001363075571,0.8362630606,0.07924802601,-1.613484383,0.02715455554,0.07291992754,0.2182579637,1796.045776,4,4,3337.788818
20260517,nonproportional,0.9297223687,0.8262248039,0.3525330126,6.521478176,0.04166666791,0.7614583373,3878.981934,0.07756938785,1,0.1395833492,0.8293899894,178.868988,18.25138664,0.8726956844,2.423819304,0.02938508056,0.7600932121,733351.5,0.0007224052679,0.8504031897,0.1190272272,2102.655273,10000,6.028596878,0.002604166744,0.7856689692,81205.82812,0.02991840243,6.511593529e-05,0.0001917333575,0.8037109375,0.1173339784,6.089559078,0.03056669794,0.07617687434,0.2180593014,1525.004517,4,4,1599.997681
20260518,nonproportional,4.582865715,2.459405422,0.2400662601,4.316086292,0,0.7874999642,2286.562012,0.1853263676,0.9583333731,0.0666666925,0.242894575,106.5341873,20.42148209,0.6003098488,1.27662003,0.08104838431,0.7067666054,210082.7188,0.0008959914558,0.7454636693,0.1563256234,36.18941879,10000,9.139269829,0,0.7874999642,859039,0.08829861134,1.332490319e-05,3.947938239e-05,0.9847005606,0.08375655115,-0.9140047431,0.07520816475,0.1410028636,0.4184805751,10000,4,4,22598.05859
20260519,nonproportional,0.8919120431,0.9059954882,0.3150070012,5.76124382,0.02083333395,0.7718750238,267678.7812,0.01662119478,1,0.212500006,3.285816908,2998.208984,63.67657471,0.9663436413,2.754821539,0.01612903178,0.7723412514,1681742.375,0.001722865505,0.8426411152,0.1187247932,6213.649902,10000,9.400909424,0.0009765625,0.7866455317,114257.9375,0.03093262389,4.109383372e-05,0.0001178069651,1,0.2060709745,-0.1230426654,0.170706436,0.5429682732,1.573562384,10000,4,4,1336.400391
20260520,nonproportional,0.901896894,0.880125463,0.2498066574,4.236276627,0.04166666791,0.7510416508,17289.70508,0.05525055528,1,0.2020833492,1.602773905,782.2905884,24.72479248,0.6886792779,1.307581663,0.08714717627,0.701058507,357765.8125,0.001329674968,0.7486895323,0.1566280127,1203.242554,10000,6.250323772,0.000325520843,0.7872152328,110005.2109,0.03124420904,1.014479676e-05,3.021280645e-05,0.859049499,0.05587562919,-1.571314216,0.02866417728,0.06006833166,0.1792472303,10000,4,4,1533.540405
20260521,nonproportional,1.427881718,1.341405749,0.3585925996,6.653705597,0,0.7874999642,32140.58203,0.01852536574,1,0.1604166776,1.125479221,571.3482056,11.32626152,0.8988059163,2.777160883,0.008417338133,0.7798891068,3665085,0.0006940080202,0.8367943168,0.119531244,3047.962891,10000,8.270717621,0.0006510416861,0.7871338129,237478.9062,0.05278082192,3.816443859e-05,0.0001160710381,0.974609375,0.1631022394,-0.2538223267,0.1096210703,0.4088990688,1.253309011,10000,4,4,5079.205078
20260517,pre_stress,0.8584239483,0.9116837382,0.3615020216,6.255400658,0,0.7874999642,5082.287109,0.07645284384,0.9583333731,0.0979167074,0.7164306045,175.5181274,14.01881313,0.869410634,0.8200775981,0.07293346524,0.716129005,2003042.25,0.0005022417754,0.8428427577,0.1137852669,1431.755005,10000,2.481213331,0.00048828125,0.787052393,16192.21094,0.01389412396,1.771991447e-05,5.452979531e-05,0.9186198115,0.1190592498,0.2334816456,0.01869002171,0.0584345758,0.1804017872,3926.29126,4,4,394.2910461
20260518,pre_stress,7.322592258,7.601314545,0.3168199062,5.423676491,0,0.7874999642,2375.365967,0.2248278856,0.9166666865,0.07291667163,0.2710406184,103.9492035,20.92362213,0.7526967525,0.6093000174,0.01935483888,0.7687625885,61298.02344,0.0009748860612,0.8093749881,0.1229334623,2881.300293,10000,9.377501488,0.0001627604215,0.7873372436,1126196.5,0.1040621027,1.61493208e-05,4.633674325e-05,0.927734375,0.04083658755,-0.8274142146,0.07471576333,0.1480764896,0.4313330054,9422.326172,4,4,25712.77734
20260519,pre_stress,0.836827457,0.861616075,0.2629309595,4.235793114,0.04166666791,0.7562500238,67075.39844,0.01523054764,1,0.1604166925,2.500812531,1201.193726,22.74008751,0.5965955853,0.2413048148,0.07152217627,0.7174899578,457922.0625,0.001091268961,0.9019153118,0.1243447512,1041.06311,10000,14.16917706,0.001139322994,0.7866047621,14461.67969,0.01179089677,2.331533688e-05,6.628633128e-05,0.9440104365,0.130859375,-1.759403229,0.02571728826,0.07759828866,0.2213800848,2876.803223,4,4,342.3563232
20260520,pre_stress,0.9287378788,0.8932497501,0.2410494536,4.015825272,0.02083333395,0.7666666508,33771.9375,0.5169411898,0.9583333731,0.1395833641,1.579223871,342.6210022,350.6005859,1.018078566,0.9525462389,0.05287298188,0.7363785505,1439692.75,0.002771126106,0.8344758153,0.1225302219,66471.92188,10000,53.36006546,0.001790364622,0.7861572504,14558.45605,0.01218547858,8.063983114e-05,0.0001915134198,0.9368489981,0.1223958433,-1.247868776,0.2992395163,0.701628089,1.652815819,4490.053711,4,4,359.8186646
20260521,pre_stress,1.946394682,2.024014711,0.3210349977,5.507559776,0,0.7874999642,16087.79297,0.020544108,1,0.181250006,1.226364851,545.7878418,11.37871552,0.5523571968,0.2395746857,0.03876008093,0.7500126362,202810.1406,0.001191117917,0.934879005,0.1350806504,57.51440811,5280.029297,5.055994987,0.0001627604215,0.7873372436,67312.75781,0.03043404967,4.339655425e-05,0.0001234664669,0.9466146231,0.1009114534,-1.931887507,0.02351826429,0.06581069529,0.1838304847,1502.605957,4,4,2305.748535
20260517,random_amplitude,0.7632178664,0.7932286859,0.3737696111,7.49219799,0,0.7874999642,16614.12891,0.03377525136,0.9583333731,0.139583379,1.252219796,418.7695312,15.76046371,0.8046791553,0.29363814,0.01770833321,0.7709077001,146770.9375,0.001128596603,0.8706349134,0.1141864955,1159.826416,10000,12.02263737,0.001302083372,0.7864827514,61240.86719,0.02512366138,3.943802585e-05,0.0001127940704,0.976236999,0.1470703334,-1.434296489,0.03432006761,0.1076642126,0.3078636825,2494.413818,4,4,1881.85437
20260518,random_amplitude,4.486587524,3.071036577,0.1715996861,3.323064327,0,0.7874999642,2156.950928,0.1951850355,0.9583333731,0.1083333641,0.2667395473,106.5916443,24.63243675,0.7108099461,0.6232509017,0.0678075403,0.7199652195,136443.7656,0.0009307835135,0.7714285851,0.1417906433,2923.209961,10000,10.00963497,0.0001627604215,0.7873779535,932024.6875,0.09297262877,1.537612479e-05,4.518083006e-05,0.9944661856,0.1108561605,-0.7785619497,0.08017291129,0.1759895533,0.5290789008,10000,4,4,22134.25195
