Model,Seeds,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,QP eqp rel. L2,QP plastic-work rel. L2,QP von-Mises rel. L2,QP reversal scalar-inc. rel. L2,QP reversal eqp-inc. rel. L2,QP reversal work-inc. rel. L2,QP reversal yield MAE,QP inactive false plasticity,True-J2 consistency rel. RMS,True-J2 active consistency rel. RMS,True-J2 negative dgamma,True-J2 active QP frac.,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,HANO strain rel. L2,HANO stress rel. L2,FEM residual rel. RMS,FEM energy rel. err.,FEM tangent-solver rel. RMS
True differentiable J2 QP-HistoryGNO,5,69.0275 +/- 38.2175,1.1544 +/- 0.0312,1.0634 +/- 0.1065,1.9286 +/- 0.0346,1.2172 +/- 0.3184,6.1642 +/- 1.7137,6.5637 +/- 1.9687,0.8858 +/- 0.0362,1.1610 +/- 0.2678,2.7712 +/- 0.7712,2.9537 +/- 0.8752,0.1425 +/- 0.0373,0.4910 +/- 0.0129,0.0370 +/- 0.0469,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.9667 +/- 0.0495,7.7600 +/- 1.9264,8.3126 +/- 2.1412,1.1772 +/- 0.3120,0.4566 +/- 0.0016,0.0103 +/- 0.0137,0.0000 +/- 0.0000,0.0147 +/- 0.0278,0.0013 +/- 0.0024,,,38.0569 +/- 12.9208,1166.2916 +/- 662.7324,6.7434 +/- 4.5568
