Model,Metric,Rule,Lower,Upper,Outlier count,Outlier seeds,Mean,Std,Median,IQR,Min,Max
Faithful HANO strain-stress spectral-window NO,Cyclic disp. rel. L2,1.5*IQR,115.526,170.941,1,20260517=63.4302,130.232,34.1592,143.372,13.8537,63.4302,157.892
Faithful HANO strain-stress spectral-window NO,Yield-surface RMS,1.5*IQR,-0.158055,0.704536,1,20260519=0.837052,0.331319,0.281193,0.266338,0.215648,0.00672403,0.837052
Faithful HANO strain-stress spectral-window NO,HANO strain rel. L2,1.5*IQR,-12.9633,95.1929,1,20260518=112.227,46.9279,35.6959,30.8937,27.0391,9.28856,112.227
Faithful HANO strain-stress spectral-window NO,FEM residual rel. RMS,1.5*IQR,272.913,997.827,1,20260518=2897.06,1048.38,934.685,724.236,181.228,349.863,2897.06
Faithful HANO strain-stress spectral-window NO,FEM energy rel. err.,1.5*IQR,53952.1,308360,2,20260517=47827.4; 20260518=2.02133e+06,525595,750077,196508,63602.1,47827.4,2.02133e+06
