Model,Seed,Train final loss,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,QP eqp rel. L2,QP plastic-work rel. L2,QP von-Mises rel. L2,QP reversal scalar-inc. rel. L2,QP reversal eqp-inc. rel. L2,QP reversal work-inc. rel. L2,QP reversal yield MAE,QP inactive false plasticity,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.
Dual-head reversal-active QP-HistoryGNO,20260517,2.30066e+07,3097.48,1.83877,0.999054,2.82015,0.999282,0.984823,0.985839,1.18024,1.00616,0.992536,0.993229,0.555587,0.414336,0.982238,0.983244,1.00613,0.741628,2.13644e-05,0,0,0
