load_path,calibrated_field_coverage_95,calibrated_field_crps,calibrated_field_ece,calibrated_field_interval_width_95,calibrated_field_sharpness,calibrated_field_spread_scale,calibrated_history_coverage_95,calibrated_history_ece,calibrated_history_posterior_std,calibrated_history_spread_scale,calibrated_material_parameter_coverage_95,calibrated_material_parameter_ece,calibrated_material_parameter_posterior_std,calibrated_material_parameter_spread_scale,field_coverage_95,field_crps,field_ece,field_interval_width_95,field_sharpness,history_coverage_95,history_ece,history_final_relative_l2,history_posterior_std,history_relative_l2,inversion_final_loss,material_parameter_coverage_95,material_parameter_ece,material_parameter_mae,material_parameter_posterior_std,material_parameter_relative_l2,rollout_displacement_relative_l2,sparse_observation_relative_l2,sparse_observation_rmse
cyclic,0.9629629850387573,0.09426575899124146,0.033796317875385284,0.43895336985588074,0.18863360583782196,1.7996957302093506,1.0,0.16250000894069672,0.8594701290130615,11.774945259094238,1.0,0.12083332240581512,3.1329123973846436,5.513730049133301,0.0,0.12837061285972595,0.7874999642372131,6.850395095625572e-08,2.9505665466444952e-08,0.13333334028720856,0.6541666388511658,32.30060958862305,1.1937689805563423e-06,0.7140741348266602,21986.638671875,0.0,0.7874999642372131,0.6959022879600525,5.561042737411981e-09,0.032780688256025314,20.713443756103516,188.37269592285156,0.14858238399028778
