Model,Seeds,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,QP eqp rel. L2,QP plastic-work rel. L2,QP von-Mises rel. L2,QP reversal scalar-inc. rel. L2,QP reversal eqp-inc. rel. L2,QP reversal work-inc. rel. L2,QP reversal yield MAE,QP inactive false plasticity,True-J2 consistency rel. RMS,True-J2 active consistency rel. RMS,True-J2 negative dgamma,True-J2 active QP frac.,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,HANO strain rel. L2,HANO stress rel. L2,FEM residual rel. RMS,FEM energy rel. err.
Faithful HANO strain-stress spectral-window NO,5,163.4487 +/- 58.1426,1.6503 +/- 0.5389,1.0091 +/- 0.0050,,,,,,,,,,,,,,,107.3237 +/- 41.4021,73.6309 +/- 57.1911,1.0293 +/- 0.0220,0.5276 +/- 0.0916,0.5204 +/- 0.2793,0.0056 +/- 0.0041,248.8066 +/- 179.4500,8.0385 +/- 8.4893,58.2590 +/- 46.0502,17.9363 +/- 4.7262,1187.7285 +/- 1232.2860,1497653.0922 +/- 2429437.0177
