rank,name,nx,ny,train_samples,eval_samples,physics_curriculum,loss_balancer,pde_weight,boundary_weight,energy_weight,objective,test_relative_l2,test_pde_residual_relative,test_boundary_relative,test_energy_error_relative,test_crps,test_sharpness,test_interval_width_95,test_gaussian_nll,ood_material_relative_l2,ood_loading_relative_l2,ood_material_sharpness_ratio,ood_loading_sharpness_ratio,w_data,w_pde_residual,w_boundary,w_energy,w_calibration
1,residual_adaptive_grid=5x4_n=8_curriculum=linear,5,4,8,4,linear,residual_adaptive,0.0,0.0,0.0,2.3344194114208223,1.0747979879379272,1.0658434629440308,0.22106242179870605,1.079853892326355,0.2907417416572571,0.9550007581710815,3.1833252906799316,0.9213505983352661,1.3103437423706055,1.0046472549438477,0.9860408529286828,0.9915322151302807,1.0,6.945483684539795,0.884846031665802,5.405541896820068,1.0
