load_path,calibrated_field_coverage_95,calibrated_field_crps,calibrated_field_ece,calibrated_field_interval_width_95,calibrated_field_sharpness,calibrated_field_spread_scale,calibrated_history_coverage_95,calibrated_history_ece,calibrated_history_posterior_std,calibrated_history_spread_scale,calibrated_material_parameter_coverage_95,calibrated_material_parameter_ece,calibrated_material_parameter_posterior_std,calibrated_material_parameter_spread_scale,field_coverage_95,field_crps,field_ece,field_interval_width_95,field_sharpness,history_coverage_95,history_ece,history_final_relative_l2,history_posterior_std,history_relative_l2,inversion_final_loss,material_parameter_coverage_95,material_parameter_ece,material_parameter_mae,material_parameter_posterior_std,material_parameter_relative_l2,posterior_calibration_num_calibration,posterior_calibration_num_test,rollout_displacement_relative_l2,sparse_observation_relative_l2,sparse_observation_rmse
cyclic,0.7407407164573669,0.1583685725927353,0.17638888955116272,0.5967957973480225,0.31410300731658936,10000.0,0.574999988079071,0.24166665971279144,0.1010441705584526,10000.0,0.6666666865348816,0.20416665077209473,0.7903017401695251,771.8699340820312,0.0,0.07156973332166672,0.7874999642372131,5.1116330723743886e-05,2.6902960598818026e-05,0.125,0.6624999642372131,34.72688293457031,9.502108696324285e-06,0.7816548943519592,7028.251953125,0.0,0.7874999642372131,0.717718780040741,0.005394017789512873,0.03751353546977043,1.0,1.0,10.831703186035156,58.53206253051758,0.0837634950876236
