load_path,metric,stat,recomputed_from_seed_json,summary_json,abs_diff,pass
nonproportional,calibrated_field_ece,std,0.0188905173354,0.0188905173354,0.000e+00,True
nonproportional,calibrated_field_ece,median,0.123307324946,0.123307324946,0.000e+00,True
nonproportional,calibrated_field_ece,iqr,0.0333658829331,0.0333658829331,0.000e+00,True
nonproportional,history_coverage_95,mean,0.0571484378452,0.0571484378452,0.000e+00,True
nonproportional,history_coverage_95,std,0.0374904867186,0.0374904867186,0.000e+00,True
nonproportional,history_coverage_95,median,0.0564453136176,0.0564453136176,0.000e+00,True
nonproportional,history_coverage_95,iqr,0.0464843707159,0.0464843707159,0.000e+00,True
nonproportional,calibrated_history_coverage_95,mean,0.97011718154,0.97011718154,0.000e+00,True
nonproportional,calibrated_history_coverage_95,std,0.0272802050501,0.0272802050501,0.000e+00,True
nonproportional,calibrated_history_coverage_95,median,0.95058593154,0.95058593154,0.000e+00,True
nonproportional,calibrated_history_coverage_95,iqr,0.0500000119209,0.0500000119209,0.000e+00,True
nonproportional,material_parameter_coverage_95,mean,0.0833333358169,0.0833333358169,0.000e+00,True
nonproportional,material_parameter_coverage_95,std,0.058925566855,0.058925566855,0.000e+00,True
nonproportional,material_parameter_coverage_95,median,0.0833333358169,0.0833333358169,0.000e+00,True
nonproportional,material_parameter_coverage_95,iqr,0,0,0.000e+00,True
nonproportional,calibrated_material_parameter_coverage_95,mean,1,1,0.000e+00,True
nonproportional,calibrated_material_parameter_coverage_95,std,0,0,0.000e+00,True
nonproportional,calibrated_material_parameter_coverage_95,median,1,1,0.000e+00,True
nonproportional,calibrated_material_parameter_coverage_95,iqr,0,0,0.000e+00,True
nonproportional,field_crps,mean,0.0268364984542,0.0268364984542,0.000e+00,True
nonproportional,field_crps,std,0.00465557396128,0.00465557396128,0.000e+00,True
nonproportional,field_crps,median,0.0268019903451,0.0268019903451,0.000e+00,True
nonproportional,field_crps,iqr,0.00473332498223,0.00473332498223,0.000e+00,True
nonproportional,calibrated_field_crps,mean,0.0427213091403,0.0427213091403,0.000e+00,True
nonproportional,calibrated_field_crps,std,0.00277393560024,0.00277393560024,4.337e-19,True
nonproportional,calibrated_field_crps,median,0.0442045945674,0.0442045945674,0.000e+00,True
nonproportional,calibrated_field_crps,iqr,0.00325280055404,0.00325280055404,0.000e+00,True
pre_stress,field_coverage_95,mean,0.00221354174428,0.00221354174428,0.000e+00,True
pre_stress,field_coverage_95,std,0.00193130181362,0.00193130181362,0.000e+00,True
pre_stress,field_coverage_95,median,0.001953125,0.001953125,0.000e+00,True
