Model,Metric,Mean,Std,Median,Q1,Q3,IQR,Min,Max,N
Faithful HANO strain-stress spectral-window NO,Cyclic disp. rel. L2,614.578,280.002,579.002,541.33,625.32,83.9897,227.472,1099.77,5
Faithful HANO strain-stress spectral-window NO,Cyclic history rel. L2,2.03424,0.899267,1.949,1.26839,2.66643,1.39804,0.913657,3.37373,5
Faithful HANO strain-stress spectral-window NO,History-increment rel. L2,1.00757,0.00558027,1.01052,1.00186,1.01123,0.00936437,1.00002,1.01421,5
Faithful HANO strain-stress spectral-window NO,Eqp increment rel. L2,97.793,50.1547,101.871,54.358,104.765,50.4069,42.918,185.053,5
Faithful HANO strain-stress spectral-window NO,Plastic-work inc. rel. L2,33.2229,32.3635,19.7198,5.48713,50.2742,44.7871,2.29268,88.3404,5
Faithful HANO strain-stress spectral-window NO,Reversal hist-inc. rel. L2,1.01148,0.00748378,1.00836,1.00711,1.00971,0.00260437,1.00599,1.02624,5
Faithful HANO strain-stress spectral-window NO,Reversal yield-flag MAE,0.516866,0.0556205,0.539586,0.470581,0.564923,0.0943426,0.433205,0.576035,5
Faithful HANO strain-stress spectral-window NO,Yield-surface RMS,0.714801,0.38031,0.843423,0.694965,0.87167,0.176704,0.0134902,1.15046,5
Faithful HANO strain-stress spectral-window NO,Plastic-work violation abs.,0.0014457,0.00113656,0.00162307,0.000350253,0.00164409,0.00129384,0.000235653,0.00337542,5
Faithful HANO strain-stress spectral-window NO,Plastic-work violation target-norm.,150.137,118.033,168.557,36.374,170.74,134.366,24.4727,350.539,5
Faithful HANO strain-stress spectral-window NO,Plastic-work violation pred-norm.,20.5976,25.8021,3.95004,1.80936,28.994,27.1846,0.482989,67.7516,5
Faithful HANO strain-stress spectral-window NO,HANO strain rel. L2,75.2182,57.2575,50.4007,44.6058,93.8881,49.2823,10.4872,176.709,5
Faithful HANO strain-stress spectral-window NO,HANO stress rel. L2,19.3487,4.93484,18.0156,17.4738,24.0012,6.52741,11.7787,25.4741,5
Faithful HANO strain-stress spectral-window NO,FEM residual rel. RMS,1738.81,1367.79,1253.1,1181.1,1333.02,151.927,515.023,4411.82,5
Faithful HANO strain-stress spectral-window NO,FEM energy rel. err.,1.6954e+06,2.24118e+06,695966,601497,920665,319168,112345,6.14654e+06,5
