Model,Seeds,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,FEM residual rel. RMS,FEM energy rel. err.
QP-thermo-hard HistoryGNO,5,119.1889 +/- 32.0976,1.8539 +/- 0.0568,0.9985 +/- 0.0029,2.7971 +/- 0.0765,0.9992 +/- 0.0018,7.3043 +/- 3.2110,7.5970 +/- 3.5593,0.9932 +/- 0.0121,0.8165 +/- 0.0217,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,192.8058 +/- 131.7592,16008.3000 +/- 19648.0790
