protocol,sparse_config,load_path,metric,stat,recomputed_from_seed_json,summary_json,abs_diff,rel_diff,pass
strict_path_ood,s2_t2,cyclic,history_relative_l2,mean,1.19384157658,1.19384157658,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,history_relative_l2,std,0.0577715498727,0.0577715498727,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,history_relative_l2,median,1.18534171581,1.18534171581,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,history_relative_l2,iqr,0.0640667676926,0.0640667676926,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,history_final_relative_l2,mean,4.83573036194,4.83573036194,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,history_final_relative_l2,std,0.0725950091022,0.0725950091022,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,history_final_relative_l2,median,4.82350540161,4.82350540161,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,history_final_relative_l2,iqr,0.0793232917786,0.0793232917786,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,history_coverage_95,mean,0.0489062506706,0.0489062506706,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,history_coverage_95,std,0.0318122002133,0.0318122002133,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,history_coverage_95,median,0.0487304702401,0.0487304702401,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,history_coverage_95,iqr,0.0208496078849,0.0208496078849,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,history_ece,mean,0.742446279526,0.742446279526,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,history_ece,std,0.0281791613868,0.0281791613868,3.469e-18,3.469e-18,True
strict_path_ood,s2_t2,cyclic,history_ece,median,0.741784691811,0.741784691811,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,history_ece,iqr,0.0198608636856,0.0198608636856,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,history_nll,mean,3221570.05,3221570.05,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,history_nll,std,1811757.84824,1811757.84824,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,history_nll,median,3460435.25,3460435.25,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,history_nll,iqr,1862826.375,1862826.375,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,calibrated_history_coverage_95,mean,0.876992201805,0.876992201805,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,calibrated_history_coverage_95,std,0.0718267270502,0.0718267270502,1.388e-17,1.388e-17,True
strict_path_ood,s2_t2,cyclic,calibrated_history_coverage_95,median,0.86865234375,0.86865234375,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,calibrated_history_coverage_95,iqr,0.0872070193291,0.0872070193291,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,calibrated_history_ece,mean,0.100073234737,0.100073234737,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,calibrated_history_ece,std,0.024915943281,0.024915943281,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,calibrated_history_ece,median,0.106811523438,0.106811523438,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,calibrated_history_ece,iqr,0.00957028567791,0.00957028567791,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,calibrated_history_nll,mean,964556.475128,964556.475128,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,calibrated_history_nll,std,1968791.82983,1968791.82983,2.328e-10,1.183e-16,True
strict_path_ood,s2_t2,cyclic,calibrated_history_nll,median,80090,80090,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,calibrated_history_nll,iqr,242447.507812,242447.507812,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,calibrated_history_spread_scale,mean,10000,10000,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,calibrated_history_spread_scale,std,0,0,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,calibrated_history_spread_scale,median,10000,10000,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,calibrated_history_spread_scale,iqr,0,0,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,field_coverage_95,mean,0.0463541689329,0.0463541689329,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,field_coverage_95,std,0.0731972742147,0.0731972742147,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,field_coverage_95,median,0.0068359375,0.0068359375,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,field_coverage_95,iqr,0.0431315116584,0.0431315116584,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,field_ece,mean,0.750821936131,0.750821936131,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,field_ece,std,0.0590997456303,0.0590997456303,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,field_ece,median,0.782251000404,0.782251000404,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,field_ece,iqr,0.0312093496323,0.0312093496323,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,field_nll,mean,67527.6648437,67527.6648437,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,field_nll,std,22822.4835837,22822.4835837,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,field_nll,median,72096.296875,72096.296875,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,field_nll,iqr,34425.3671875,34425.3671875,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,field_crps,mean,0.0255280923098,0.0255280923098,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,field_crps,std,0.000890217906764,0.000890217906764,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,field_crps,median,0.0253311544657,0.0253311544657,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,field_crps,iqr,0.000938970595598,0.000938970595598,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,calibrated_field_coverage_95,mean,0.948958349228,0.948958349228,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,calibrated_field_coverage_95,std,0.0659878030407,0.0659878030407,1.388e-17,1.388e-17,True
strict_path_ood,s2_t2,cyclic,calibrated_field_coverage_95,median,0.981119811535,0.981119811535,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,calibrated_field_coverage_95,iqr,0.0852864384651,0.0852864384651,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,calibrated_field_ece,mean,0.128668624163,0.128668624163,0.000e+00,0.000e+00,True
strict_path_ood,s2_t2,cyclic,calibrated_field_ece,std,0.0307655010425,0.0307655010425,3.469e-18,3.469e-18,True
strict_path_ood,s2_t2,cyclic,calibrated_field_ece,median,0.143896490335,0.143896490335,0.000e+00,0.000e+00,True
