Model,Seeds,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,FEM residual rel. RMS,FEM energy rel. err.
QP-thermo-hard HistoryGNO,1,1137.9246 +/- 0.0000,1.6675 +/- 0.0000,1.0010 +/- 0.0000,2.5578 +/- 0.0000,1.0019 +/- 0.0000,52.4302 +/- 0.0000,74.9248 +/- 0.0000,1.0008 +/- 0.0000,0.7658 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,951.2106 +/- 0.0000,233597.8594 +/- 0.0000
