Model,Metric,Rule,Lower,Upper,Outlier count,Outlier seeds,Mean,Std,Median,IQR,Min,Max
Faithful HANO strain-stress spectral-window NO,HANO strain rel. L2,1.5*IQR,-13.6212,124.188,1,20260518=160.616,64.2865,52.0628,40.1331,34.4523,10.1167,160.616
Faithful HANO strain-stress spectral-window NO,FEM residual rel. RMS,1.5*IQR,788.949,1840.34,2,20260517=578.941; 20260518=5996.21,2095.98,1971.9,1275.48,262.848,578.941,5996.21
Faithful HANO strain-stress spectral-window NO,FEM energy rel. err.,1.5*IQR,13689.5,1.15508e+06,1,20260518=7.37067e+06,1.81596e+06,2.7846e+06,446188,285347,94166.5,7.37067e+06
