load_path,displacement_loss,displacement_relative_l2,eq_plastic_strain_increment_relative_l2,eq_plastic_strain_relative_l2,final_displacement_relative_l2,final_eq_plastic_strain_relative_l2,final_history_relative_l2,final_plastic_multiplier_increment_relative_l2,final_plastic_work_relative_l2,final_von_mises_relative_l2,final_yield_flag_mae,history_increment_relative_l2,history_loss,history_relative_l2,plastic_multiplier_increment_relative_l2,plastic_work_increment_relative_l2,plastic_work_relative_l2,predicted_eq_plastic_strain_monotonic_violation,predicted_max_eq_plastic_strain,predicted_mean_plastic_work,predicted_negative_plastic_multiplier_violation,predicted_plastic_work_monotonic_violation,predicted_yield_flag_bounds_violation,target_eq_plastic_strain_monotonic_violation,target_max_eq_plastic_strain,target_mean_plastic_work,target_negative_plastic_multiplier_violation,target_path_newton_residual_relative,target_path_newton_residual_rms,target_plastic_work_monotonic_violation,target_yield_flag_bounds_violation,total_loss,von_mises_relative_l2,yield_flag_mae,total_loss_ratio,total_loss_delta,displacement_relative_l2_ratio,displacement_relative_l2_delta,history_relative_l2_ratio,history_relative_l2_delta,history_increment_relative_l2_ratio,history_increment_relative_l2_delta,eq_plastic_strain_relative_l2_ratio,eq_plastic_strain_relative_l2_delta,eq_plastic_strain_increment_relative_l2_ratio,eq_plastic_strain_increment_relative_l2_delta,plastic_work_relative_l2_ratio,plastic_work_relative_l2_delta,plastic_work_increment_relative_l2_ratio,plastic_work_increment_relative_l2_delta,plastic_multiplier_increment_relative_l2_ratio,plastic_multiplier_increment_relative_l2_delta,yield_flag_mae_ratio,yield_flag_mae_delta,von_mises_relative_l2_ratio,von_mises_relative_l2_delta
monotonic,1.1099095741907756,1.05234960714976,6.0702409744262695,11.82693354288737,1.0010282198588054,9.221151351928711,0.6715793212254842,6.322667757670085,39.393072764078774,0.3880786895751953,0.29064319531122845,0.9633294542630514,0.6001256704330444,0.7722582817077637,12.92707633972168,24.874711354573567,54.149497985839844,0.0,0.5288432439168295,0.22671392560005188,0.0,0.0,0.0,0.0,0.11093772699435551,0.00207948824390769,0.0,1.206887165705363,0.030963512137532234,0.0,0.0,71.9852294921875,0.6271887818972269,0.38474564750989276,,,,,,,,,,,,,,,,,,,,,,
unload_reload,1.125087300936381,1.0600518385569255,4.68972110748291,8.679597536722818,1.0014390150705974,9.220907847086588,0.6714088320732117,5.164519786834717,39.39331309000651,0.3880050679047902,0.29064347346623737,0.9811730980873108,0.9981242418289185,0.9983808596928915,9.819940884908041,19.585652033487957,40.7152214050293,0.0,0.5288454294204712,0.22671300172805786,0.0,0.0,0.0,0.0,0.11093475172917049,0.003605416820695003,0.0,1.2775133848190308,0.035049447789788246,0.0,0.0,45.846360524495445,0.5583476026852926,0.5026932160059611,0.6368856617935922,-26.138868967692055,1.0073190804223575,0.007702231407165527,1.2928069317496766,0.2261225779851278,1.0185228882448216,0.017843643824259403,0.7338840203378554,-3.147336006164551,0.7725757720724028,-1.3805198669433594,0.7519039496114327,-13.434276580810547,0.7873720323547336,-5.28905932108561,0.7596412852250136,-3.1071354548136387,1.3065598513184884,0.1179475684960683,0.8902385036229572,-0.06884117921193433
cyclic,1.103127082188924,1.0499736070632935,3.4830527305603027,6.1633656819661455,1.0011595884958904,8.97746499379476,7.4894460042317705,25379460146.701496,38.68607076009115,1.3875563144683838,0.7140294710795084,1.0303882757822673,1.3938332398732503,1.1782474517822266,6.81220277150472,13.20498275756836,27.22557322184245,0.0,0.5288379987080892,0.2267135481039683,0.0,0.0,0.0,0.0,0.11205873141686122,0.006008297981073459,0.0,1.3282368183135986,0.03273375704884529,0.0,0.0,22.712981541951496,0.6243025064468384,0.5844378471374512,0.3155228051945923,-49.27224795023601,0.9977421951124191,-0.0023760000864665454,1.5257168225851367,0.4059891700744629,1.0696115137167856,0.06705882151921594,0.52112964528094,-5.663567860921224,0.5737915093048681,-2.587188243865967,0.5027853301421551,-26.923924763997395,0.5308597382031707,-11.669728597005207,0.526971651785835,-6.11487356821696,1.5190239341756915,0.1996921996275584,0.9953980754540002,-0.0028862754503885535
nonproportional,1.099510629971822,1.048190951347351,3.961575190226237,6.589312553405762,1.0025078058242798,9.065373738606771,9.749000867207846,76396437504.0,38.267068227132164,1.0465255578358967,0.7235206166903178,0.9841544429461161,1.0528573989868164,1.0256882111231487,8.166547457377115,16.140543619791668,28.664783477783203,0.0,0.5288507143656412,0.22671244045098624,0.0,0.0,0.0,0.0,0.11067567269007365,0.005297257487351696,0.0,1.3027302424112956,0.04159782330195109,0.0,0.0,32.39205423990885,0.49989092350006104,0.5375874638557434,0.44998195419276027,-39.59317525227865,0.9960482184113011,-0.004158655802408928,1.3281673183937281,0.253429929415385,1.0216177223595804,0.020824988683064705,0.557144633434465,-5.2376209894816075,0.6526223929027243,-2.1086657842000327,0.5293637899520154,-25.48471450805664,0.6488736045905514,-8.734167734781899,0.6317397099515343,-4.760528882344564,1.3972541790532425,0.15284181634585065,0.7970342230738028,-0.1272978583971659
