Model,Metric,Rule,Lower,Upper,Outlier count,Outlier seeds,Mean,Std,Median,IQR,Min,Max
Thermo-hard HistoryGNO,Cyclic history rel. L2,1.5*IQR,1.16437,1.19157,1,20260521=1.16311,1.17637,0.00713368,1.18118,0.00680113,1.16311,1.1816
Thermo-hard HistoryGNO,Reversal hist-inc. rel. L2,1.5*IQR,0.992808,1.01335,1,20260518=1.12039,1.02562,0.047425,1.00117,0.00513506,1.00037,1.12039
Thermo-projected neural CDE,Cyclic disp. rel. L2,1.5*IQR,157.119,436.834,1,20260520=832.392,400.793,218.205,325.607,69.9287,252.012,832.392
Thermo-projected neural CDE,Cyclic history rel. L2,1.5*IQR,0.989588,0.997497,1,20260519=0.957131,0.986818,0.0148931,0.993609,0.00197732,0.957131,0.996262
Thermo-projected neural CDE,History-increment rel. L2,1.5*IQR,0.99986,1.00023,1,20260519=1.16251,1.03251,0.064999,1.00001,9.32813e-05,0.99993,1.16251
Thermo-projected neural CDE,Reversal hist-inc. rel. L2,1.5*IQR,0.999538,1.00081,1,20260519=1.36755,1.07357,0.146986,1.00015,0.000316739,0.999829,1.36755
Thermo-projected neural CDE,Reversal yield-flag MAE,1.5*IQR,0.543901,0.544078,1,20260519=0.53317,0.541834,0.00433219,0.544011,4.4167e-05,0.53317,0.544012
Thermo-projected neural CDE,Yield-surface RMS,1.5*IQR,-0.000311831,0.000521799,1,20260519=0.00570179,0.00118358,0.00226053,6.08005e-06,0.000208408,6.8054e-08,0.00570179
