Model,Seed,Train final loss,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,FEM residual rel. RMS,FEM energy rel. err.
QP-thermo-hard HistoryGNO,20260517,1301.21,23.9976,1.0555,0.999861,1.813,0.99993,4.75872,5.07828,0.999583,0.439533,6.75387e-06,0,0,0,29.6125,557.398
QP-thermo-hard HistoryGNO,20260518,4374.89,46.6481,0.837347,1.06681,1.63341,1.23073,4.21805,4.55261,1.00095,0.479726,0.11094,0,0,0,39.4272,2855.05
QP-thermo-hard HistoryGNO,20260519,4402.01,26.544,1.05711,1.00008,1.81553,1.00014,5.79936,6.24151,1.00014,0.439176,4.85979e-08,0,0,0,104.666,5488.52
QP-thermo-hard HistoryGNO,20260520,3692.19,73.5181,0.778234,1.00005,1.45074,1.00015,3.03269,3.18946,1.00005,0.479726,0.184062,0,0,0,46.6898,1619.25
QP-thermo-hard HistoryGNO,20260521,11149.1,78.6516,1.05755,1.00011,1.81599,1.0002,7.77186,8.60398,1.0002,0.439175,4.59553e-08,0,0,0,48.5054,1018.67
