Model,Metric,Mean,Std,Median,Q1,Q3,IQR,Min,Max,N
Faithful HANO strain-stress spectral-window NO,Cyclic disp. rel. L2,230.424,116.565,247.535,113.955,248.583,134.628,112.195,429.852,5
Faithful HANO strain-stress spectral-window NO,Cyclic history rel. L2,1.99716,0.711034,1.93525,1.43791,2.28592,0.848006,1.14536,3.18135,5
Faithful HANO strain-stress spectral-window NO,History-increment rel. L2,1.00433,0.00308509,1.00357,1.00227,1.00587,0.00360346,1.00052,1.00942,5
Faithful HANO strain-stress spectral-window NO,Eqp increment rel. L2,174.784,127.577,106.748,56.3505,326.182,269.832,52.3406,332.299,5
Faithful HANO strain-stress spectral-window NO,Plastic-work inc. rel. L2,76.2368,76.2768,23.039,12.4323,142.726,130.293,10.6826,192.304,5
Faithful HANO strain-stress spectral-window NO,Reversal hist-inc. rel. L2,1.00332,0.00180033,1.00376,1.00149,1.00457,0.00308156,1.00104,1.00575,5
Faithful HANO strain-stress spectral-window NO,Reversal yield-flag MAE,0.424439,0.174424,0.298676,0.283448,0.585339,0.301891,0.271295,0.68344,5
Faithful HANO strain-stress spectral-window NO,Yield-surface RMS,0.311957,0.274688,0.190058,0.181978,0.375055,0.193077,0.00403186,0.80866,5
Faithful HANO strain-stress spectral-window NO,Plastic-work violation abs.,0.00967783,0.0102784,0.00317577,0.000882576,0.0209301,0.0200475,0,0.0234007,5
Faithful HANO strain-stress spectral-window NO,Plastic-work violation target-norm.,595.158,632.09,195.3,54.2759,1287.14,1232.86,0,1439.07,5
Faithful HANO strain-stress spectral-window NO,Plastic-work violation pred-norm.,31.869,50.6185,9.00443,2.3357,15.4785,13.1428,0,132.526,5
Faithful HANO strain-stress spectral-window NO,HANO strain rel. L2,69.8381,61.7008,44.7842,44.4221,57.1406,12.7185,13.09,189.754,5
Faithful HANO strain-stress spectral-window NO,HANO stress rel. L2,13.266,3.93745,11.9401,9.9869,14.0205,4.03357,9.85146,20.5309,5
Faithful HANO strain-stress spectral-window NO,FEM residual rel. RMS,2330.69,2726.77,1215.99,925.498,1307.81,382.314,452.603,7751.54,5
Faithful HANO strain-stress spectral-window NO,FEM energy rel. err.,3.77253e+06,6.59128e+06,603246,386809,846639,459830,80519.6,1.69454e+07,5
