load_path,field_coverage_95,field_crps,field_ece,field_interval_width_95,field_sharpness,history_coverage_95,history_ece,history_final_relative_l2,history_posterior_std,history_relative_l2,inversion_final_loss,material_parameter_coverage_95,material_parameter_ece,material_parameter_mae,material_parameter_posterior_std,material_parameter_relative_l2,rollout_displacement_relative_l2,sparse_observation_relative_l2,sparse_observation_rmse
cyclic,0.0,0.12837059795856476,0.7874999642372131,4.539335307640613e-08,2.2696676538203064e-08,0.13333334028720856,0.6541666388511658,32.30060958862305,8.787605452198477e-07,0.7140741944313049,21986.62890625,0.0,0.7874999642372131,0.6959035396575928,6.208817349140361e-10,0.03278075531125069,20.71343994140625,188.37261962890625,0.148582324385643
