Model,Metric,Mean,Std,Median,Q1,Q3,IQR,Min,Max,N
Faithful HANO strain-stress spectral-window NO,Cyclic disp. rel. L2,130.232,34.1592,143.372,136.307,150.16,13.8537,63.4302,157.892,5
Faithful HANO strain-stress spectral-window NO,Cyclic history rel. L2,1.75035,0.689191,1.50427,1.25633,2.50213,1.2458,0.877012,2.61198,5
Faithful HANO strain-stress spectral-window NO,History-increment rel. L2,1.00878,0.00884117,1.00734,1.00438,1.014,0.00961304,0.996006,1.02216,5
Faithful HANO strain-stress spectral-window NO,Eqp increment rel. L2,114.66,51.9993,129.656,59.6154,132.791,73.1752,55.9908,195.246,5
Faithful HANO strain-stress spectral-window NO,Plastic-work inc. rel. L2,39.3411,35.4421,24.7646,8.93408,58.8511,49.917,4.96866,99.1873,5
Faithful HANO strain-stress spectral-window NO,Reversal hist-inc. rel. L2,1.00835,0.00357491,1.01084,1.00599,1.01091,0.00491953,1.00243,1.0116,5
Faithful HANO strain-stress spectral-window NO,Reversal yield-flag MAE,0.525337,0.0639908,0.55805,0.473616,0.578474,0.104858,0.426655,0.589891,5
Faithful HANO strain-stress spectral-window NO,Yield-surface RMS,0.331319,0.281193,0.266338,0.165417,0.381065,0.215648,0.00672403,0.837052,5
Faithful HANO strain-stress spectral-window NO,Plastic-work violation abs.,0.00581559,0.00432331,0.00685633,0.0016785,0.00693278,0.00525428,0.000803107,0.0128072,5
Faithful HANO strain-stress spectral-window NO,Plastic-work violation target-norm.,287.864,213.998,339.38,83.0834,343.164,260.08,39.7528,633.942,5
Faithful HANO strain-stress spectral-window NO,Plastic-work violation pred-norm.,22.2922,24.8131,6.36486,3.30101,36.4513,33.1503,0.670834,64.673,5
Faithful HANO strain-stress spectral-window NO,HANO strain rel. L2,46.9279,35.6959,30.8937,27.5953,54.6343,27.0391,9.28856,112.227,5
Faithful HANO strain-stress spectral-window NO,HANO stress rel. L2,13.5783,2.637,12.3063,11.4719,16.3824,4.91048,10.6493,17.0814,5
Faithful HANO strain-stress spectral-window NO,FEM residual rel. RMS,1048.38,934.685,724.236,544.756,725.984,181.228,349.863,2897.06,5
Faithful HANO strain-stress spectral-window NO,FEM energy rel. err.,525595,750077,196508,149355,212957,63602.1,47827.4,2.02133e+06,5
