Model,Metric,Rule,Lower,Upper,Outlier count,Outlier seeds,Mean,Std,Median,IQR,Min,Max
Thermo-hard HistoryGNO,Cyclic history rel. L2,1.5*IQR,1.34393,1.34569,1,20260521=1.33211,1.34234,0.0051184,1.34482,0.00043869,1.33211,1.34514
Thermo-hard HistoryGNO,History-increment rel. L2,1.5*IQR,0.994165,1.01089,1,20260521=1.0392,1.00904,0.0151685,1.00049,0.0041821,1.00042,1.0392
Thermo-hard HistoryGNO,Yield-surface RMS,1.5*IQR,-5.7081e-06,9.986e-06,1,20260521=0.000460425,9.30132e-05,0.000183712,1.86618e-07,3.92353e-06,1.76083e-07,0.000460425
Thermo-projected neural CDE,Cyclic disp. rel. L2,1.5*IQR,202.806,628.288,1,20260520=1176.04,564.425,309.447,459.783,106.37,355.204,1176.04
Thermo-projected neural CDE,Cyclic history rel. L2,1.5*IQR,0.988,1.0003,1,20260519=0.8968,0.975224,0.0392456,0.993692,0.00307602,0.8968,0.997324
Thermo-projected neural CDE,History-increment rel. L2,1.5*IQR,0.999941,1.00004,2,20260519=1.00809; 20260521=0.999927,1.0016,0.00324538,0.999998,2.5034e-05,0.999927,1.00809
Thermo-projected neural CDE,Reversal hist-inc. rel. L2,1.5*IQR,0.999885,1.00006,1,20260519=0.851529,0.970289,0.0593801,0.999965,4.45843e-05,0.851529,1
Thermo-projected neural CDE,Reversal yield-flag MAE,1.5*IQR,0.282988,0.283001,1,20260519=0.354198,0.297235,0.0284814,0.282994,3.27826e-06,0.282993,0.354198
Thermo-projected neural CDE,Yield-surface RMS,1.5*IQR,-8.46571e-06,1.42891e-05,1,20260519=0.00569411,0.00114014,0.00227699,7.4882e-07,5.6887e-06,1.57318e-08,0.00569411
