Model,Load path,Seeds,Disp. rel. L2,History rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,QP eqp rel. L2,QP plastic-work rel. L2,QP von-Mises rel. L2,QP reversal scalar-inc. rel. L2,QP reversal eqp-inc. rel. L2,QP reversal work-inc. rel. L2,QP reversal yield MAE,QP inactive false plasticity,True-J2 consistency rel. RMS,True-J2 active consistency rel. RMS,True-J2 negative dgamma,True-J2 active QP frac.,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,HANO strain rel. L2,HANO stress rel. L2,FEM residual rel. RMS,FEM energy rel. err.,FEM tangent-solver rel. RMS,Newton initial residual rel. RMS,Newton final residual rel. RMS,Newton residual ratio,Newton residual decrease frac.,Newton step decrease frac.,Newton step 1 residual ratio,Newton step 2 residual ratio,Newton step 3 residual ratio,Newton step 1 decrease frac.,Newton step 2 decrease frac.,Newton step 3 decrease frac.,Newton correction rel. norm,Newton accepted damping,Newton convergence rate,Newton failure rate
True differentiable J2 QP-HistoryGNO,monotonic,5,64.2202 +/- 15.4868,1.1546 +/- 0.1464,1.6524 +/- 0.2883,1.7621 +/- 0.3695,2.6513 +/- 0.5532,9.9096 +/- 7.1148,10.5594 +/- 7.8049,0.7119 +/- 0.1139,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.3554 +/- 0.1167,0.2530 +/- 0.1417,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.5676 +/- 0.2736,13.0205 +/- 8.6296,13.9482 +/- 9.4663,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0320 +/- 0.0138,0.0000 +/- 0.0000,0.0159 +/- 0.0275,0.0006 +/- 0.0009,,,16.7999 +/- 9.2466,24.6921 +/- 8.0293,61.6445 +/- 14.6653,16.1521 +/- 9.0040,0.0003 +/- 0.0001,0.0000 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000,,,1.0000 +/- 0.0000,,,1.9027 +/- 1.0347,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000
True differentiable J2 QP-HistoryGNO,unload_reload,5,57.7850 +/- 13.9896,1.0170 +/- 0.0751,1.7195 +/- 0.3077,1.5527 +/- 0.2716,2.7375 +/- 0.5748,8.2000 +/- 5.7322,8.7378 +/- 6.2915,0.6385 +/- 0.0803,2.3100 +/- 0.3375,6.1691 +/- 3.0232,6.5151 +/- 3.2657,0.3893 +/- 0.2472,0.3569 +/- 0.1155,0.2529 +/- 0.1411,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.5686 +/- 0.2716,11.8350 +/- 7.6642,12.6697 +/- 8.3992,2.1918 +/- 0.4839,0.5055 +/- 0.0347,0.0323 +/- 0.0141,0.0000 +/- 0.0000,0.0136 +/- 0.0233,0.0006 +/- 0.0009,,,15.8183 +/- 8.5446,22.1208 +/- 7.3600,55.7774 +/- 13.3207,15.1986 +/- 8.3177,0.0003 +/- 0.0001,0.0000 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000,,,1.0000 +/- 0.0000,,,1.6983 +/- 0.9165,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000
True differentiable J2 QP-HistoryGNO,cyclic,5,54.5512 +/- 13.2579,1.0011 +/- 0.0338,1.2945 +/- 0.1119,1.4803 +/- 0.2117,1.6985 +/- 0.2369,2.6425 +/- 1.5142,2.7485 +/- 1.6418,0.7203 +/- 0.0647,1.6093 +/- 0.3002,1.4491 +/- 0.3849,1.4854 +/- 0.4252,0.4406 +/- 0.2405,0.3565 +/- 0.1148,0.2549 +/- 0.1396,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.5655 +/- 0.2698,3.3425 +/- 1.8281,3.4723 +/- 1.9610,1.7063 +/- 0.3937,0.4849 +/- 0.0483,0.0327 +/- 0.0138,0.0000 +/- 0.0000,0.0036 +/- 0.0062,0.0006 +/- 0.0009,,,17.6102 +/- 9.4939,254.6277 +/- 193.6788,100.6268 +/- 27.8494,16.9178 +/- 9.2355,0.0003 +/- 0.0002,0.0000 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000,,,1.0000 +/- 0.0000,,,2.1095 +/- 0.9423,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000
True differentiable J2 QP-HistoryGNO,nonproportional,5,51.7119 +/- 12.4884,0.8756 +/- 0.0365,1.9874 +/- 0.3992,1.3450 +/- 0.1805,3.0631 +/- 0.6597,6.2416 +/- 4.2990,6.6428 +/- 4.7231,0.5518 +/- 0.0444,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.3563 +/- 0.1160,0.2526 +/- 0.1410,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.5691 +/- 0.2720,10.6666 +/- 6.8966,11.3980 +/- 7.5533,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0322 +/- 0.0138,0.0000 +/- 0.0000,0.0124 +/- 0.0213,0.0006 +/- 0.0009,,,13.6228 +/- 7.3515,20.1625 +/- 6.2278,49.9556 +/- 11.8999,13.0851 +/- 7.1556,0.0003 +/- 0.0001,0.0000 +/- 0.0000,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000,,,1.0000 +/- 0.0000,,,1.5127 +/- 0.8173,1.0000 +/- 0.0000,1.0000 +/- 0.0000,0.0000 +/- 0.0000
