Model,Seed,Train final loss,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,QP eqp rel. L2,QP plastic-work rel. L2,QP von-Mises rel. L2,QP reversal scalar-inc. rel. L2,QP reversal eqp-inc. rel. L2,QP reversal work-inc. rel. L2,QP reversal yield MAE,QP inactive false plasticity,True-J2 consistency rel. RMS,True-J2 active consistency rel. RMS,True-J2 negative dgamma,True-J2 active QP frac.,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,FEM residual rel. RMS,FEM energy rel. err.,FEM tangent-solver rel. RMS,Newton initial residual rel. RMS,Newton final residual rel. RMS,Newton residual ratio,Newton residual decrease frac.,Newton step decrease frac.,Newton step 1 residual ratio,Newton step 1 decrease frac.,Newton correction rel. norm,Newton accepted damping,Newton convergence rate,Newton failure rate
True differentiable J2 QP-HistoryGNO,20260517,29787.9,193.875,1.01337,1.32656,1.63179,1.74985,4.07666,4.34484,0.782736,1.60514,2.02389,2.11941,0.266094,0.440311,0.151907,7.16005e-08,0,0.781821,6.23221,6.91606,1.9645,0.424754,0.032823,5.8605e-09,0.000290087,4.1415e-05,25.7759,724.216,365.369,23.6033,0.000635904,3.22162e-05,0.999968,0.999968,3.22162e-05,0.999968,4.01243,1,1,0
True differentiable J2 QP-HistoryGNO,20260518,10955,109.504,1.00615,1.27719,1.55784,1.70909,2.96562,3.07763,0.738479,1.51851,1.85582,1.92916,0.297568,0.397061,0.29565,6.08589e-08,0,0.636955,4.27704,4.43843,1.65267,0.490389,0.0374857,2.71066e-08,0.00134174,0.000287751,25.652,598.457,213.705,22.0805,0.000147838,1.02283e-05,0.99999,0.99999,1.02283e-05,0.99999,1.04108,1,1,0
True differentiable J2 QP-HistoryGNO,20260519,6040.64,107.865,0.99475,1.40586,1.5654,1.89461,1.92303,1.94758,0.719138,2.03209,1.12123,1.12518,0.509299,0.398707,0.217422,4.09017e-08,0,0.61199,2.28871,2.33215,2.2487,0.502578,0.0519864,1.91363e-08,0.00094722,0.000410535,17.1165,220.842,199.741,16.3383,0.000241136,1.82274e-05,0.999982,0.999982,1.82274e-05,0.999982,1.37009,1,1,0
True differentiable J2 QP-HistoryGNO,20260520,1003.39,37.5827,0.993502,0.998179,0.99531,1.02092,1.00001,1.00001,0.58522,1.03469,0.99997,0.999972,0.949928,0.0295656,0.591504,0,0,0.00281294,0.999892,0.999901,1.00566,0.589311,0.00484378,0,0,0,4.64354,18.5691,75.5389,4.6098,0.000110211,2.41449e-05,0.999976,0.999976,2.41449e-05,0.999976,0.467598,1,1,0
True differentiable J2 QP-HistoryGNO,20260521,13948.7,123.083,0.998395,1.23119,1.64665,1.72449,3.20648,3.29186,0.763977,1.56431,1.49213,1.51761,0.207439,0.444261,0.144903,5.62513e-08,0,0.799578,4.44482,4.53785,1.54485,0.43835,0.0356681,1.18123e-07,0.00584693,0.00124981,18.9129,194.03,263.678,18.41,0.000280466,1.59155e-05,0.999984,0.999984,1.59155e-05,0.999984,1.81308,1,1,0
