Model,Load path,Seeds,Disp. rel. L2,History rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,QP eqp rel. L2,QP plastic-work rel. L2,QP von-Mises rel. L2,QP reversal scalar-inc. rel. L2,QP reversal eqp-inc. rel. L2,QP reversal work-inc. rel. L2,QP reversal yield MAE,QP inactive false plasticity,True-J2 consistency rel. RMS,True-J2 active consistency rel. RMS,True-J2 negative dgamma,True-J2 active QP frac.,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,HANO strain rel. L2,HANO stress rel. L2,FEM residual rel. RMS,FEM energy rel. err.,FEM tangent-solver rel. RMS,Newton initial residual rel. RMS,Newton final residual rel. RMS,Newton residual ratio,Newton residual decrease frac.,Newton step decrease frac.,Newton step 1 residual ratio,Newton step 2 residual ratio,Newton step 3 residual ratio,Newton step 1 decrease frac.,Newton step 2 decrease frac.,Newton step 3 decrease frac.,Newton correction rel. norm,Newton accepted damping,Newton convergence rate,Newton failure rate
True differentiable J2 QP-HistoryGNO,monotonic,5,71.8548 +/- 29.8622,1.2960 +/- 0.1956,1.7621 +/- 0.4334,1.9191 +/- 0.5021,2.8013 +/- 0.9603,3.6901 +/- 2.0475,3.7578 +/- 2.1092,0.7872 +/- 0.0680,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.3136 +/- 0.1630,0.3500 +/- 0.2755,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.5052 +/- 0.2876,6.6390 +/- 3.9009,6.7248 +/- 3.9836,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0333 +/- 0.0186,0.0000 +/- 0.0000,0.0054 +/- 0.0064,0.0006 +/- 0.0006,,,11.7685 +/- 7.4066,29.6210 +/- 23.4482,65.1310 +/- 26.3006,11.3925 +/- 7.2041,1.4241 +/- 0.9005,0.1250 +/- 0.0000,0.8750 +/- 0.0000,0.5000 +/- 0.0000,0.5000 +/- 0.0000,0.2500 +/- 0.0000,0.1250 +/- 0.0000,0.5000 +/- 0.0000,0.7500 +/- 0.0000,0.8750 +/- 0.0000,1.3555 +/- 1.1436,0.5000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000
True differentiable J2 QP-HistoryGNO,unload_reload,5,69.1118 +/- 28.7311,1.1018 +/- 0.0919,1.6811 +/- 0.4079,1.6346 +/- 0.3523,2.7082 +/- 0.9126,4.6896 +/- 2.7489,4.8158 +/- 2.8552,0.6936 +/- 0.0938,1.7438 +/- 0.4273,2.2654 +/- 1.3025,2.3181 +/- 1.3902,0.4401 +/- 0.2921,0.3132 +/- 0.1629,0.3501 +/- 0.2753,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.5051 +/- 0.2873,6.4948 +/- 3.8135,6.6741 +/- 3.9578,2.0480 +/- 0.6036,0.5084 +/- 0.0554,0.0333 +/- 0.0187,0.0000 +/- 0.0000,0.0055 +/- 0.0067,0.0006 +/- 0.0006,,,10.9827 +/- 6.9459,28.7921 +/- 22.8967,62.9760 +/- 25.5892,10.6380 +/- 6.7557,1.3298 +/- 0.8445,0.1250 +/- 0.0000,0.8750 +/- 0.0000,0.5000 +/- 0.0000,0.5000 +/- 0.0000,0.2500 +/- 0.0000,0.1250 +/- 0.0000,0.5000 +/- 0.0000,0.7500 +/- 0.0000,0.8750 +/- 0.0000,1.3156 +/- 1.1108,0.5000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000
True differentiable J2 QP-HistoryGNO,cyclic,5,66.7209 +/- 27.7261,1.0331 +/- 0.0341,1.2142 +/- 0.1262,1.5294 +/- 0.2849,1.5983 +/- 0.3296,1.7039 +/- 0.6197,1.7017 +/- 0.6229,0.7578 +/- 0.0630,1.4946 +/- 0.3010,1.0969 +/- 0.1499,1.0966 +/- 0.1527,0.4660 +/- 0.2432,0.3137 +/- 0.1628,0.3488 +/- 0.2754,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.5067 +/- 0.2878,2.1104 +/- 0.8909,2.1011 +/- 0.8914,1.5569 +/- 0.3243,0.5056 +/- 0.0579,0.0333 +/- 0.0186,0.0000 +/- 0.0000,0.0015 +/- 0.0018,0.0006 +/- 0.0006,,,12.2340 +/- 7.7407,91.9955 +/- 63.9005,127.1012 +/- 54.8640,11.8601 +/- 7.5295,1.4825 +/- 0.9412,0.1250 +/- 0.0000,0.8750 +/- 0.0000,0.5000 +/- 0.0000,0.5000 +/- 0.0000,0.2500 +/- 0.0000,0.1250 +/- 0.0000,0.5000 +/- 0.0000,0.7500 +/- 0.0000,0.8750 +/- 0.0000,1.5424 +/- 1.1625,0.5000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000
True differentiable J2 QP-HistoryGNO,nonproportional,5,53.8515 +/- 22.3570,0.8940 +/- 0.0554,1.9209 +/- 0.5233,1.3087 +/- 0.1713,2.8789 +/- 0.9970,2.9482 +/- 1.5326,3.0110 +/- 1.5886,0.6034 +/- 0.1348,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.3141 +/- 0.1629,0.3487 +/- 0.2762,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.5069 +/- 0.2885,5.3497 +/- 3.0568,5.4612 +/- 3.1506,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0330 +/- 0.0187,0.0000 +/- 0.0000,0.0043 +/- 0.0055,0.0006 +/- 0.0006,,,9.4550 +/- 5.9628,24.9205 +/- 18.0910,49.0285 +/- 19.8685,9.1572 +/- 5.8013,1.1446 +/- 0.7252,0.1250 +/- 0.0000,0.8750 +/- 0.0000,0.5000 +/- 0.0000,0.5000 +/- 0.0000,0.2500 +/- 0.0000,0.1250 +/- 0.0000,0.5000 +/- 0.0000,0.7500 +/- 0.0000,0.8750 +/- 0.0000,1.0160 +/- 0.8540,0.5000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000
