Model,Seed,Train final loss,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,QP eqp rel. L2,QP plastic-work rel. L2,QP von-Mises rel. L2,QP reversal scalar-inc. rel. L2,QP reversal eqp-inc. rel. L2,QP reversal work-inc. rel. L2,QP reversal yield MAE,QP inactive false plasticity,True-J2 consistency rel. RMS,True-J2 active consistency rel. RMS,True-J2 negative dgamma,True-J2 active QP frac.,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,FEM residual rel. RMS,FEM energy rel. err.,FEM tangent-solver rel. RMS,Newton initial residual rel. RMS,Newton final residual rel. RMS,Newton residual ratio,Newton residual decrease frac.,Newton step decrease frac.,Newton step 1 residual ratio,Newton step 2 residual ratio,Newton step 3 residual ratio,Newton step 1 decrease frac.,Newton step 2 decrease frac.,Newton step 3 decrease frac.,Newton correction rel. norm,Newton accepted damping,Newton convergence rate,Newton failure rate
True differentiable J2 QP-HistoryGNO,20260517,95658.7,105.174,1.09206,1.33003,1.80341,1.71973,2.30543,2.28837,0.783965,1.50953,1.38035,1.38815,0.18239,0.449935,0.125209,5.57875e-08,0,0.815657,2.78616,2.81636,1.7655,0.414622,0.0262918,4.56478e-09,0.000170399,6.08816e-05,15.3112,150.609,202.579,14.9596,1.86996,0.125001,0.874999,0.499999,0.500001,0.250001,0.125001,0.499999,0.749999,0.874999,3.55889,0.5,0,0
True differentiable J2 QP-HistoryGNO,20260518,6221.48,56.4983,1.00216,1.22454,1.71499,1.71525,2.57655,2.59481,0.740489,1.52035,1.04879,1.05647,0.278302,0.422466,0.161441,5.56266e-08,0,0.728716,3.43501,3.40933,1.55234,0.463684,0.0442893,1.19172e-07,0.00444857,0.00129388,24.9,178.078,98.7787,24.2035,3.02544,0.125,0.875,0.5,0.5,0.25,0.125,0.5,0.75,0.875,1.00475,0.5,0,0
True differentiable J2 QP-HistoryGNO,20260519,4158.58,69.3514,1.02942,1.16797,1.5024,1.56412,1.27216,1.27274,0.67854,1.49315,0.954343,0.953308,0.558176,0.322383,0.285156,4.12371e-08,0,0.416306,1.41222,1.40359,1.49917,0.572872,0.0516216,2.83446e-09,0.000105808,9.06836e-05,10.4435,68.7963,134.146,9.72868,1.21609,0.125,0.875,0.499999,0.500001,0.250001,0.125,0.499999,0.749999,0.875,1.24836,0.5,0,0
True differentiable J2 QP-HistoryGNO,20260520,1688.22,21.4792,0.997656,0.999984,0.995269,0.999971,1,1,0.864179,1,1,1,0.878931,0,0.88397,0,0,0,1,1,1.00002,0.544012,0,0,0,0,1.43976,2.51069,40.7017,1.43846,0.179807,0.125,0.875,0.5,0.5,0.25,0.125,0.5,0.75,0.875,0.0520002,0.5,0,0
True differentiable J2 QP-HistoryGNO,20260521,2723.35,81.1017,1.04419,1.34859,1.6309,1.99256,1.36515,1.35265,0.722065,1.9502,1.10121,1.08511,0.43239,0.37355,0.288069,4.5846e-08,0,0.572691,1.91844,1.87603,1.96766,0.532948,0.0441518,6.93712e-08,0.00258957,0.00143063,9.07579,59.9829,159.301,8.97043,1.12131,0.125001,0.874999,0.499999,0.500001,0.250001,0.125001,0.499999,0.749999,0.874999,1.84814,0.5,0,0
