Protocol,Train paths,Eval path,Path OOD,Sparse config,Sensors,Observed steps,Target,Metric,Direction,Raw mean,Calibrated mean,Gain,Gain %,Raw,Calibrated,Improved
reversal_curriculum,"monotonic,unload_reload,cyclic",cyclic,no,s6_t3,6,3,material_parameter,coverage_95,higher,0.0208333,0.933333,0.9125,4380,"0.02083 +/- 0.015; med 0.02083, IQR 0","0.9333 +/- 0.037; med 0.9583, IQR 0.042",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",cyclic,no,s6_t3,6,3,material_parameter,ece,lower,0.773958,0.06,0.713958,92.2476,"0.774 +/- 0.011; med 0.7719, IQR 0.016","0.06 +/- 0.034; med 0.05417, IQR 0.042",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",cyclic,no,s6_t3,6,3,material_parameter,nll,lower,19433.7,4.48331,19429.2,99.9769,"1.943e+04 +/- 2.9e+04; med 3196, IQR 1.9e+04","4.483 +/- 7.8; med 0.4847, IQR 3.1",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",cyclic,no,s6_t3,6,3,history,coverage_95,higher,0.0512305,0.887246,0.836016,1631.87,"0.05123 +/- 0.049; med 0.02568, IQR 0.093","0.8872 +/- 0.044; med 0.8975, IQR 0.052",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",cyclic,no,s6_t3,6,3,history,ece,lower,0.737764,0.118296,0.619468,83.9656,"0.7378 +/- 0.049; med 0.7624, IQR 0.094","0.1183 +/- 0.016; med 0.1156, IQR 0.01",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",cyclic,no,s6_t3,6,3,history,nll,lower,179635,1041.93,178593,99.42,"1.796e+05 +/- 6.6e+04; med 1.475e+05, IQR 5.8e+04","1042 +/- 1e+03; med 1001, IQR 1.8e+03",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",cyclic,no,s6_t3,6,3,field,coverage_95,higher,0.000716146,0.822917,0.822201,114809,"0.0007161 +/- 0.00068; med 0.0003255, IQR 0.00065","0.8229 +/- 0.13; med 0.8835, IQR 0.12",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",cyclic,no,s6_t3,6,3,field,ece,lower,0.786979,0.123307,0.663672,84.3316,"0.787 +/- 0.00043; med 0.7872, IQR 0.00037","0.1233 +/- 0.065; med 0.136, IQR 0.071",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",cyclic,no,s6_t3,6,3,field,nll,lower,106094,0.358894,106094,99.9997,"1.061e+05 +/- 3.6e+04; med 1.01e+05, IQR 5.7e+04","0.3589 +/- 2.1; med -0.6497, IQR 2.5",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",cyclic,no,s6_t3,6,3,field,crps,lower,0.0314639,0.0426256,-0.0111618,-35.4748,"0.03146 +/- 0.0057; med 0.02994, IQR 0.0092","0.04263 +/- 0.016; med 0.03392, IQR 0.015",no
