Protocol,Eval path,Path OOD,Sparse config,Sensors,Observed steps,Noise std,Sparse obs. L2,Rollout disp. L2,Material rel. L2,Param cov. raw,Param cov. cal.,Param ECE raw,Param ECE cal.,History cov. raw,History cov. cal.,History ECE raw,History ECE cal.,Field cov. raw,Field cov. cal.,Field ECE raw,Field ECE cal.,Field NLL raw,Field NLL cal.,Param spread scale,History spread scale,Field spread scale
strict_path_ood,cyclic,yes,s6_t3,6,3,0.001,"0.9002 +/- 0.033; med 0.8928, IQR 0.023","0.904 +/- 0.034; med 0.895, IQR 0.03","0.1833 +/- 0.024; med 0.1813, IQR 0.0078","0.1208 +/- 0.18; med 0.04167, IQR 0.063","0.9917 +/- 0.019; med 1, IQR 0","0.6948 +/- 0.14; med 0.751, IQR 0.052","0.1792 +/- 0.032; med 0.2021, IQR 0.052","0.04486 +/- 0.031; med 0.04937, IQR 0.051","0.8427 +/- 0.076; med 0.8158, IQR 0.047","0.7462 +/- 0.028; med 0.74, IQR 0.049","0.1036 +/- 0.019; med 0.1076, IQR 0.011","0.03516 +/- 0.061; med 0.005371, IQR 0.021","0.9662 +/- 0.04; med 0.9837, IQR 0.041","0.76 +/- 0.047; med 0.7836, IQR 0.018","0.1506 +/- 0.024; med 0.1469, IQR 0.022","7.225e+04 +/- 2.1e+04; med 7.864e+04, IQR 1.4e+04","0.3906 +/- 1.7; med -0.261, IQR 2","1921 +/- 1.7e+03; med 1267, IQR 2.6e+03","1e+04 +/- 0; med 1e+04, IQR 0","5252 +/- 2.5e+03; med 4122, IQR 3.7e+03"
strict_path_ood,nonproportional,yes,s6_t3,6,3,0.001,"0.8136 +/- 0.055; med 0.8307, IQR 0.077","0.8401 +/- 0.054; med 0.8199, IQR 0.059","0.1951 +/- 0.046; med 0.2022, IQR 0.017","0.1 +/- 0.065; med 0.08333, IQR 0.1","1 +/- 0; med 1, IQR 0","0.6958 +/- 0.068; med 0.725, IQR 0.11","0.1958 +/- 0.012; med 0.1917, IQR 0.01","0.02847 +/- 0.017; med 0.02949, IQR 0.021","0.8234 +/- 0.046; med 0.8319, IQR 0.03","0.7606 +/- 0.017; med 0.7591, IQR 0.022","0.1208 +/- 0.022; med 0.1254, IQR 0.022","0.02422 +/- 0.027; med 0.008138, IQR 0.039","0.9333 +/- 0.11; med 0.9795, IQR 0.0055","0.7641 +/- 0.027; med 0.7809, IQR 0.04","0.1627 +/- 0.018; med 0.1635, IQR 0.02","8.699e+04 +/- 1.4e+04; med 8.356e+04, IQR 8.3e+03","1.798 +/- 3.8; med 0.707, IQR 2","1838 +/- 2.1e+03; med 1051, IQR 4.4e+02","1e+04 +/- 0; med 1e+04, IQR 0","5659 +/- 3.4e+03; med 5107, IQR 5.2e+03"
strict_path_ood,pre_stress,yes,s6_t3,6,3,0.001,"0.8683 +/- 0.11; med 0.8405, IQR 0.17","0.8727 +/- 0.03; med 0.8687, IQR 0.044","0.188 +/- 0.032; med 0.1871, IQR 0.02","0.05417 +/- 0.05; med 0.04167, IQR 0.063","0.925 +/- 0.062; med 0.9167, IQR 0.042","0.749 +/- 0.032; med 0.751, IQR 0.047","0.1333 +/- 0.047; med 0.1146, IQR 0.065","0.08146 +/- 0.047; med 0.06724, IQR 0.017","0.9172 +/- 0.017; med 0.9204, IQR 0.01","0.711 +/- 0.044; med 0.7277, IQR 0.016","0.1159 +/- 0.022; med 0.1255, IQR 0.032","0.01966 +/- 0.023; med 0.005046, IQR 0.032","0.9607 +/- 0.019; med 0.9567, IQR 0.025","0.7731 +/- 0.016; med 0.7833, IQR 0.025","0.1384 +/- 0.051; med 0.1352, IQR 0.047","1.197e+04 +/- 3.4e+03; med 1.347e+04, IQR 5.1e+03","-1.116 +/- 0.32; med -1.097, IQR 0.48","323.5 +/- 2.2e+02; med 198.1, IQR 4e+02","1e+04 +/- 0; med 1e+04, IQR 0","2568 +/- 1.5e+03; med 2296, IQR 6.7e+02"
strict_path_ood,random_amplitude,yes,s6_t3,6,3,0.001,"0.8576 +/- 0.089; med 0.8853, IQR 0.077","0.8424 +/- 0.047; med 0.8438, IQR 0.079","0.2235 +/- 0.052; med 0.2258, IQR 0.04","0.0375 +/- 0.052; med 0, IQR 0.083","0.95 +/- 0.054; med 0.9583, IQR 0.083","0.7552 +/- 0.047; med 0.7875, IQR 0.057","0.1633 +/- 0.035; med 0.1604, IQR 0.044","0.04415 +/- 0.02; med 0.03542, IQR 0.019","0.8265 +/- 0.022; med 0.8306, IQR 0.025","0.7451 +/- 0.02; med 0.7543, IQR 0.018","0.1208 +/- 0.004; med 0.1184, IQR 0.0052","0.01175 +/- 0.015; med 0.001465, IQR 0.024","0.9141 +/- 0.088; med 0.9326, IQR 0.055","0.7769 +/- 0.013; med 0.7864, IQR 0.024","0.1258 +/- 0.027; med 0.1176, IQR 0.037","6.16e+04 +/- 1.6e+04; med 6.931e+04, IQR 1.7e+04","-0.4969 +/- 0.92; med -0.6237, IQR 0.24","942.3 +/- 1.1e+03; med 591.8, IQR 5.9e+02","1e+04 +/- 0; med 1e+04, IQR 0","3621 +/- 2.4e+03; med 3989, IQR 4.3e+03"
strict_path_ood,unload_reload,yes,s6_t3,6,3,0.001,"0.7713 +/- 0.07; med 0.8156, IQR 0.11","0.8309 +/- 0.041; med 0.8296, IQR 0.053","0.2332 +/- 0.037; med 0.2456, IQR 0.072","0.03333 +/- 0.024; med 0.04167, IQR 0.021","0.9583 +/- 0.029; med 0.9583, IQR 0","0.7625 +/- 0.017; med 0.7563, IQR 0.021","0.1533 +/- 0.029; med 0.15, IQR 0.015","0.03864 +/- 0.019; med 0.03247, IQR 0.011","0.8236 +/- 0.037; med 0.8059, IQR 0.047","0.7524 +/- 0.017; med 0.7576, IQR 0.0062","0.1154 +/- 0.015; med 0.1173, IQR 0.015","0.01696 +/- 0.021; med 0.003255, IQR 0.032","0.9149 +/- 0.032; med 0.9072, IQR 0.033","0.7781 +/- 0.011; med 0.7851, IQR 0.017","0.09727 +/- 0.035; med 0.09082, IQR 0.031","4.006e+04 +/- 5.2e+03; med 3.726e+04, IQR 7.9e+03","-0.9715 +/- 0.87; med -1.067, IQR 0.38","1598 +/- 1.8e+03; med 599.8, IQR 1.6e+03","1e+04 +/- 0; med 1e+04, IQR 0","2966 +/- 2.2e+03; med 2426, IQR 1.1e+03"
