Model,Seeds,Cyclic disp. rel. L2,Cyclic history rel. L2,History-increment rel. L2,QP history rel. L2,QP history-inc. rel. L2,Eqp increment rel. L2,Plastic-work inc. rel. L2,Reversal hist-inc. rel. L2,Reversal yield-flag MAE,Yield-surface RMS,Plastic-work violation abs.,Plastic-work violation target-norm.,Plastic-work violation pred-norm.,FEM residual rel. RMS,FEM energy rel. err.
QP-thermo-hard HistoryGNO,5,14.0402 +/- 5.8667,1.5378 +/- 0.0003,1.0001 +/- 0.0000,2.4369 +/- 0.0004,1.0001 +/- 0.0000,8.7555 +/- 2.2385,8.9303 +/- 2.4260,1.0000 +/- 0.0000,0.7629 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,0.0000 +/- 0.0000,36.4077 +/- 17.3379,1043.3890 +/- 651.8818
