seed,load_path,sparse_observation_relative_l2,rollout_displacement_relative_l2,material_parameter_relative_l2,material_parameter_mae,material_parameter_coverage_95,material_parameter_ece,material_parameter_nll,material_parameter_posterior_std,calibrated_material_parameter_coverage_95,calibrated_material_parameter_ece,calibrated_material_parameter_nll,calibrated_material_parameter_spread_scale,calibrated_material_parameter_posterior_std,history_relative_l2,history_final_relative_l2,history_coverage_95,history_ece,history_nll,history_posterior_std,calibrated_history_coverage_95,calibrated_history_ece,calibrated_history_nll,calibrated_history_spread_scale,calibrated_history_posterior_std,field_coverage_95,field_ece,field_nll,field_crps,field_sharpness,field_interval_width_95,calibrated_field_coverage_95,calibrated_field_ece,calibrated_field_nll,calibrated_field_crps,calibrated_field_sharpness,calibrated_field_interval_width_95,calibrated_field_spread_scale,posterior_calibration_num_calibration,posterior_calibration_num_test,inversion_final_loss
20260517,cyclic,0.9171524048,0.8698252439,0.2042043954,3.848488569,0,0.7874999642,13591.45312,0.105005458,0.875,0.07916664332,2.507271528,94.1248703,7.46437788,0.8416160941,1.640582085,0.101757817,0.6871948242,266580.0938,0.002028944669,0.8240234256,0.1237060577,1030.747314,10000,4.914605141,0.0001627604215,0.7873779535,76874.95312,0.02623197064,1.550475463e-05,4.532282765e-05,0.9427083731,0.1144205928,-1.114096403,0.04169275612,0.1301889867,0.3790476322,10000,4,4,720.6640625
20260518,cyclic,1.392641544,1.225718856,0.3322781324,6.153860092,0.1041666716,0.6833333373,1433824.75,0.947121501,1,0.1812500358,4.293928623,4077.548096,5465.693359,0.7775292397,2.313161373,0.08271484822,0.7059814334,135068.0469,0.005872461013,0.9171875119,0.1346191317,274.0811157,10000,78.49072266,0.00048828125,0.787011683,97040.95312,0.03907590732,0.0004375504213,0.0009227624396,0.8525390625,0.09055989981,0.7275649905,2.336372375,4.839483738,10.08431721,10000,4,4,2288.072754
20260519,cyclic,1.55526495,1.139904261,0.06279616803,1.203839183,0,0.7874999642,25099.80469,0.01184016,0.8333333731,0.07499998808,2.455048323,131.9123077,1.365494013,0.8993678689,3.91738677,0.006445312407,0.7822754383,134061.7812,0.0006816277746,0.8900390863,0.1166992038,315.3530884,10000,7.23865509,0.0001627604215,0.7873779535,132031.375,0.03565840051,4.495841495e-06,1.3320574e-05,0.5628255606,0.2638183236,18.80880737,0.03289908916,0.04534809291,0.1378520578,10000,4,4,2241.824951
20260520,cyclic,0.9883902073,0.8374814391,0.230130583,4.35972023,0,0.7874999642,4535.35498,0.05985745043,0.875,0.1208333075,0.5471998453,95.19081879,3.622302532,0.9472838044,3.187531233,0.041015625,0.747253418,391831.2188,0.00141603488,0.8462890983,0.1082030982,4916.429688,10000,12.01582432,0.0006510416861,0.7871338129,71263.55469,0.02647674643,2.000968198e-05,5.795460311e-05,0.8072916865,0.09593097866,7.937861443,0.02439945005,0.05435663462,0.1618341208,3485.842285,4,4,974.0257568
20260521,cyclic,1.090079427,1.048443437,0.2097290307,3.973308086,0.04166666791,0.7458333373,1001.007812,0.08692608774,0.9583333731,0.08750003576,0.09630547464,68.41646576,5.725949764,0.9291437268,4.518290043,0.009326172061,0.7792724371,133947.6094,0.001127602765,0.9327148795,0.1330078244,2.414862394,10000,10.68261242,0.00146484375,0.7863606215,101730.2734,0.02993681841,5.591892841e-05,0.0001707283081,0.954752624,0.1413737237,-0.5603200793,0.06355451047,0.2217048407,0.6593123674,4345.734375,4,4,1166.467896
20260517,nonproportional,0.9777900577,0.949876368,0.2422701418,4.345891953,0,0.7874999642,1804.533691,0.1296958029,1,0.1083333492,0.6517542601,97.10521698,14.44641495,0.9431955218,0.9201168418,0.09390120953,0.6955897212,264017.4062,0.003084762488,0.7874999642,0.1234878898,8168.52832,10000,53.93971634,0.001302083372,0.7863606811,128133.5625,0.03500258178,1.696650543e-05,4.992532195e-05,0.8753255606,0.1156087071,-0.5373344421,0.06022545695,0.1981416345,0.6038393974,10000,4,4,1555.891479
20260518,nonproportional,1.212025881,1.105102658,0.2461825311,4.245816231,0.25,0.6052082777,394520.6875,2.366254568,0.875,0.1270833313,8.681015015,327.2243652,461.3458862,0.6909905076,1.452474117,0.08170362562,0.708871007,187191.625,0.02034047619,0.8987902999,0.1237903088,75.84197235,10000,121.3406982,0.00341796875,0.7844074965,69278.20312,0.04037124291,0.0008777970215,0.001957162982,0.95703125,0.1374674737,-0.1376523226,2.591741085,5.392865658,11.25816631,10000,4,4,2412.410645
20260519,nonproportional,1.022624016,0.9207699299,0.1386475861,2.072244167,0.02083333395,0.7666666508,36675.66797,0.05269483477,0.625,0.2666666508,14.16818619,69.3832016,0.8165904284,0.6922053695,2.141096592,0.00504032243,0.7829762697,207959.5625,0.0007622565608,0.8443548083,0.1177923381,33.94675446,10000,6.727823257,0.0001627604215,0.7873372436,120400.75,0.03517686576,1.037000766e-05,3.011588524e-05,0.5315755606,0.3106933236,19.39640427,0.03046498075,0.03291438147,0.09558464587,6840.474121,4,4,1289.769043
20260520,nonproportional,1.128206015,0.8917143941,0.2205466926,3.802441597,0.02083333395,0.7666666508,2118.516113,0.07123935223,0.9583333731,0.02500003576,0.1253235787,97.77438354,6.509814739,0.7781792879,1.877968669,0.02056451514,0.76784271,348575.75,0.001137093524,0.8377016187,0.1141128838,3796.464111,10000,14.33682919,0.0006510416861,0.7868896723,112921.4609,0.03445484862,2.109284651e-05,6.192180444e-05,0.9264323115,0.095703125,-1.037640452,0.03839507699,0.1273061484,0.3825628757,6188.047363,4,4,1081.473877
20260521,nonproportional,1.079336882,1.051230907,0.2717454731,4.897093773,0.04166666791,0.7510416508,1732.963623,0.07506062835,1,0.2020833492,0.9230205417,154.7978973,13.46917534,0.7295356393,2.526202679,0.00619959645,0.7822076678,227589.4688,0.001256659161,0.9168346524,0.1181955636,7.431250095,10000,15.3479538,0.001953125,0.7860758305,141441.4219,0.03617282212,4.618479215e-05,0.0001374318235,0.97265625,0.1724609584,-0.1091201529,0.1082267016,0.3557910323,1.042394876,6705.185059,4,4,1001.397461
