load_path,metric,mean,std,median,iqr,min,max,n
cyclic,sparse_observation_relative_l2,1.1887057065963744,0.2736558709191022,1.090079426765442,0.4042513370513916,0.9171524047851562,1.555264949798584,5
cyclic,rollout_displacement_relative_l2,1.0242746472358704,0.16828578953574355,1.0484434366226196,0.27007901668548584,0.8374814391136169,1.2257188558578491,5
cyclic,material_parameter_relative_l2,0.20782766193151475,0.09622398010220809,0.20972903072834015,0.02592618763446808,0.06279616802930832,0.33227813243865967,5
cyclic,material_parameter_mae,3.907843232154846,1.7725850528606955,3.9733080863952637,0.5112316608428955,1.2038391828536987,6.153860092163086,5
cyclic,material_parameter_coverage_95,0.0291666679084301,0.045643548584207105,0.0,0.0416666679084301,0.0,0.1041666716337204,5
cyclic,material_parameter_ece,0.7583333134651185,0.045643527414793446,0.7874999642372131,0.041666626930236816,0.6833333373069763,0.7874999642372131,5
cyclic,material_parameter_nll,295610.47412109375,636349.3440942861,13591.453125,20564.44970703125,1001.0078125,1433824.75,5
cyclic,material_parameter_posterior_std,0.24215013142675162,0.3956517096976131,0.08692608773708344,0.045148007571697235,0.011840160004794598,0.9471215009689331,5
cyclic,calibrated_material_parameter_coverage_95,0.9083333492279053,0.06846531606072596,0.875,0.08333337306976318,0.8333333730697632,1.0,5
cyclic,calibrated_material_parameter_ece,0.10875000208616256,0.04435104503551629,0.08750003576278687,0.0416666641831398,0.07499998807907104,0.18125003576278687,5
cyclic,calibrated_material_parameter_nll,1.9799507588148118,1.692570026812574,2.4550483226776123,1.9600716829299927,0.0963054746389389,4.293928623199463,5
cyclic,calibrated_material_parameter_spread_scale,893.4385116577148,1780.115098463918,95.1908187866211,37.787437438964844,68.41646575927734,4077.548095703125,5
cyclic,calibrated_material_parameter_posterior_std,1096.7742967128754,2442.3010716409044,5.725949764251709,3.8420753479003906,1.3654940128326416,5465.693359375,5
cyclic,history_relative_l2,0.8789881467819214,0.06943664790859488,0.8993678689002991,0.08752763271331787,0.777529239654541,0.9472838044166565,5
cyclic,history_final_relative_l2,3.1153903007507324,1.1656715729769564,3.1875312328338623,1.6042253971099854,1.6405820846557617,4.518290042877197,5
cyclic,history_coverage_95,0.048251954931765796,0.042912540965548335,0.041015625,0.07338867615908384,0.0064453124068677425,0.10175781697034836,5
cyclic,history_ece,0.7403955101966858,0.042798996465037015,0.74725341796875,0.07329100370407104,0.68719482421875,0.7822754383087158,5
cyclic,history_nll,212297.75,115545.31322319426,135068.046875,132518.3125,133947.609375,391831.21875,5
cyclic,history_posterior_std,0.0022253342205658553,0.0020966110786891207,0.0014160348800942302,0.0009013419039547443,0.0006816277746111155,0.005872461013495922,5
cyclic,calibrated_history_coverage_95,0.8820508003234864,0.046128423150753606,0.8900390863418579,0.07089841365814209,0.824023425579071,0.9327148795127869,5
cyclic,calibrated_history_ece,0.12324706315994263,0.01111308263729673,0.12370605766773224,0.01630862057209015,0.10820309817790985,0.13461913168430328,5
cyclic,calibrated_history_nll,1307.805213689804,2052.8347701117336,315.35308837890625,756.6661987304688,2.4148623943328857,4916.4296875,5
cyclic,calibrated_history_spread_scale,10000.0,0.0,10000.0,0.0,10000.0,10000.0,5
cyclic,calibrated_history_posterior_std,22.668483924865722,31.331064613188822,10.682612419128418,4.777169227600098,4.914605140686035,78.49072265625,5
cyclic,field_coverage_95,0.000585937505820766,0.0005348853087352367,0.00048828125,0.0004882812645519152,0.00016276042151730508,0.00146484375,5
cyclic,field_ece,0.7870524048805236,0.00041797538682805283,0.7871338129043579,0.0003662705421447754,0.7863606214523315,0.7873779535293579,5
cyclic,field_nll,95788.221875,24029.224375048492,97040.953125,24855.3203125,71263.5546875,132031.375,5
cyclic,field_crps,0.0314759686589241,0.005703343876412883,0.029936818405985832,0.009181654080748558,0.026231970638036728,0.039075907319784164,5
cyclic,field_sharpness,0.00010669592556951102,0.00018595576925845234,2.0009681975352578e-05,4.041417378175538e-05,4.495841494644992e-06,0.0004375504213385284,5
cyclic,field_interval_width_95,0.00024201775049732533,0.000385151285131669,5.795460310764611e-05,0.00012540548050310463,1.332057399849873e-05,0.0009227624395862222,5
